,20.0-,1.0-,3.0-,15.0-,30.0-,25.0-T-H,0.0-T-H-I-B,3.0-T-H,7.000000000000001-T-H-I-B,0.0-,25.0-,1.0-T-H,7.000000000000001-,30.0-T-H,1.0-T-H-I-B,5.0-T-H,10.0-T-H,20.0-T-H-I-B,0.0-T-H,10.0-,10.0-T-H-I-B,25.0-T-H-I-B,3.0-T-H-I-B,15.0-T-H-I-B,5.0-,15.0-T-H,7.000000000000001-T-H,30.0-T-H-I-B,5.0-T-H-I-B,20.0-T-H
AL,0.08839663669182679,8.841920491976182,0.8088727323025744,0.07971619599625199,0.075378856336837,0.8779264064031201,2158.1292680263027,850.842242653452,2226.134601215183,0.8520989939617306,0.06322216549869514,1259.1518798952206,0.21239119497008216,0.8262601450019837,2153.7110689557007,355.72803828634295,1.2526913708830798,685.2746956385021,1478.4638975878477,0.11489681214479934,2035.217331581385,0.42284266113577085,2328.1162209829495,1556.588192754001,0.4249495844901603,0.12064507308521014,178.20260332564345,0.19201609874880576,2306.7417970505444,0.1382886521577486
AT,0.07980525362859442,0.1468322877290883,0.10088378110943118,0.07281504918358368,0.07165365600600429,0.7149190371211745,7775.910336347511,621.2460716894166,7696.587015159845,0.18185679956647724,0.060088762576250565,1476.0299336507414,0.08696096550605215,0.7856090152367898,7757.501634005692,169.56541780958557,0.45153410173077285,58.918155759718054,1496.0031869956315,0.07587109473035097,6428.464756855296,0.22136970756872634,7214.325589975865,3445.7459122897812,0.09944163878543921,0.1251735394394521,38.283974155795995,0.2597375869832281,7606.240330742597,0.16352985688143062
BA,0.0848831902262003,0.21851885458014692,0.2358368281767289,0.07613818829218266,0.0740574254572726,0.7150452715883794,14.131325705169175,2.6514843521497955,7.051513476192154,0.36316588852694853,0.06214013622686025,4.2779053799333076,0.14209502407478963,0.7906568541197192,4.906942855866032,2.2167468706451694,0.1300147224279073,0.29811629590517486,8.39122268595776,0.09066111514669198,1.0286366996980605,0.128665170112695,0.787289254578671,0.49997744481703554,0.201370774417511,0.0825959559967083,2.853748116284637,0.1557360266135323,4.089489390011316,0.12203877630158914
BE,0.08047913654315643,0.16576866688594388,0.11258816493247807,0.07439344187357429,0.07150805246464614,0.717719023329876,3828.0509155695827,3.5895165958692234,3032.549371219462,0.2037398345801647,0.06002164739784098,10.620936964416986,0.09206227164513861,0.7863258739747954,3946.7321725320376,2.893743007678808,0.14668573893939707,0.3295834291091017,27.92348969630492,0.07998051026351848,1416.3999462440015,0.15149713657171895,3730.673089173499,0.9086560639013255,0.10607424449332686,0.1185794096270927,3.9469379372922653,0.2180880696417863,3499.513463634833,0.16858267152528844
BG,0.0867988464757277,1.5346594079696438,0.38987433129683263,0.08059863759345277,0.07848784538196357,0.8602540494867729,7610.608524325513,179.48462381522836,6380.820520688392,353.42845655368785,0.0650437419912366,745.6868024136535,0.18288747504459868,0.8324909108112747,7689.085947355357,22.774869366365003,0.322884390230809,993.452707319556,1042.211037266759,0.1101535220677739,5467.531970429098,0.31193441503378067,6877.1640251982635,3715.341220126992,0.28297910465105497,0.13817426719424314,14.49147917094726,0.22427763243983245,6875.009396222225,0.16881157807766084
CH,0.08332251420462991,1793.8687253028445,0.280287355022694,0.07844934207945176,0.07287051177531155,0.8207518557882063,6160.72556620724,2733.548206843914,6513.762286099996,2484.136696236455,0.06146521908344216,3736.814184483817,0.12611573765285017,0.8041028915721449,6054.32269421287,1525.5488240792306,0.6851185346492437,2407.1598842869575,4147.232482529408,0.09367938142579398,5824.350390713904,0.3784781732219724,5741.835420937038,5260.195344697192,0.17227076251771217,0.2198712844814923,180.27399358662615,0.46480720700058414,6319.249331937032,0.2736969991848584
CZ,0.078945845100306,0.18627795289746163,0.1363567359324932,0.07159134343700763,0.07159172085178245,0.6911984646872583,7.343243160619357,14.64461925507698,17.42319404288379,0.16695998303723478,0.05947684407600054,60.12112990726768,0.09113602865074523,0.7748127259292722,2.894668173959504,8.930973262005574,0.2883116590692551,0.7057774561449582,133.95901121484548,0.07524919958899925,831.0404159951879,0.1563489865294217,0.7085116220826362,1.2641462891670299,0.10638889987776641,0.11621144675682511,9.032392599551542,0.20528086099743417,4.721184215512281,0.15773826330092583
DE,0.0815217354936885,0.10758398149951623,0.10015272854793524,0.07824380858149449,0.07580118679161695,0.7025054715549937,10.892929671478363,2.588019739828841,4.198598770233306,0.1398964578575554,0.060671565359200916,4.544837393783728,0.09019788955954701,0.7830241462096554,3.970775702348026,2.484142470511334,0.13113284766654779,0.260957939574261,8.787681755823888,0.08087825815465381,0.5531680501565468,0.14742305971590375,0.5661096564652036,0.2931963810053758,0.10171916173039573,0.09745151961812913,3.4735637071933154,0.2036246941144194,2.8292001262457553,0.1440775861291436
DK,0.1741971327307843,0.19753887247718588,0.18929555816001054,0.15987009080895426,0.15726716112817668,1.6181132533677727,12.100059451306244,292.32304005096,4.2694364483323035,0.32618217493012713,0.13251664644847655,367.6851238803026,0.17771708797242636,1.668200650532667,5.999268807841894,83.82768392585739,0.6276678839513826,0.6683066421325813,381.88125583698593,0.16163547764267905,0.7934928328358879,0.33297283609518147,0.627495616472602,0.5540646286346698,0.19894877288684068,0.2788603562013108,33.25327190317102,0.469407151311267,2.5397511064179703,0.36442303488675687
EE,0.08131872914378599,0.1282472066910585,0.11328394708862667,0.07635691861359319,0.07564337354646179,0.7247842368096744,31.520258754431413,32.49637777905385,5.517353658947843,0.13918264959172327,0.06429480387456797,90.54488161864347,0.09213108564965994,0.7959211445344404,15.460012206292681,22.849600547060405,0.28509813963535413,0.6148082180175086,194.73754955201719,0.0812786815522777,1.0641976457353581,0.16574331700097114,1.0161023566213914,0.8931827863234878,0.10365445775944086,0.11801161463270755,11.577238211581871,0.21291243709851682,4.7750406805416485,0.156399926902638
ES,0.2591741123611859,14104.931005260205,9130.572854305781,0.4333924151259979,0.1832908447154839,132.15322491245843,57395.32979460422,21683.897379550886,43978.069853487534,5093.997203331567,0.15628790637675183,23418.76063158067,1042.8002474420668,39.957986229750425,54220.18977068318,17504.130460353135,18573.86973719555,33279.58853237051,23574.306979449957,33.93868730607194,39131.00884040502,23920.75393479782,51215.5304734231,37175.12827786268,2213.008578435251,10330.401596950825,18002.484016900686,4914.452162041622,47005.27378327536,8123.138970674518
FI,0.08054398831693912,0.16891675436431577,0.2075778394487477,0.07724727857132697,0.07864183515226313,0.6964920751084567,169.06266306752295,28.240242902213964,60.11225627672122,0.23319090486239052,0.06145573144276261,155.2822584281658,0.12122788675512805,0.7853038763179508,77.04660410618739,14.96925176904456,0.23440140203041832,0.4357890994066969,297.81343794906627,0.09236878928751112,23.702511298992203,0.15315089721668845,4.820965992864726,0.651881742738335,0.1490060323369879,0.10041304503467302,11.935255850413967,0.20082748284594573,31.256303937221432,0.13973551710961574
FR,0.08363459993286082,0.444994732724043,0.15284097401185975,0.08153435614073545,0.07316606335157871,0.742049669753655,2186.964235596974,4.9666323896829665,7.713180455272266,0.33558815959174226,0.06156123992652956,9.902840140772447,0.11005255270007744,0.8013387245870246,1327.1722829595146,4.443380973899575,0.21465291966606714,0.43555389195037375,23.868793786906352,0.09799644220142437,0.8843599341249408,0.23106390016289136,3.452222984995168,0.5530311756496693,0.1264958187148823,0.16650894600350713,5.478833626538585,0.3426989650900134,5.86369494185909,0.22434505738331742
GB,0.180975991660439,0.7243683798278804,0.27461465444414757,0.17035461345791364,0.15881573390311715,1.461647207668698,274.3478819723358,205.94959556804338,1553.863232001653,0.36010313749676515,0.13464397419327012,210.37005977651063,0.2341396125256988,1.642394783079402,104.23843146427745,275.27546837102926,116.47759143842647,339.4774338239019,226.5158148128045,0.16961566497828856,111.67771466095395,66.99159814346216,115.7818736578582,104.4223461494467,0.27620853325421674,0.34610733352224093,282.9243975777702,0.6142967174188316,719.1189649663194,0.30985274872504753
GR,0.09316511660120473,0.2781305285603575,0.20453551078212293,0.08995686287691912,0.08180464500262483,1.4992030209674914,4987.6130575804955,8.297068311788664,1518.0486636994713,1.2594924528214035,0.06899099994460688,30.346315788940757,0.1686046601804324,1.1303767611141935,4329.168015552807,2.9702888583021165,0.18305532636336513,0.33185094545636296,117.69091303024828,0.11188840237990705,720.5735834104039,0.2050087112364346,2677.205198938222,4.426127465512954,0.21344646694796704,0.15905520871068093,3.7595249827717505,0.2539414097264472,2048.33980726138,0.2173221152844811
HR,0.08549784755067341,0.2780077943134505,0.2585255787751215,0.07622474035033701,0.07452426746450254,0.7063003026778772,8.351440641360703,2.6290651411115915,3.9384415757094127,0.39992732795103086,0.06352436869792183,4.021470823730753,0.1539796877035457,0.7884550365612494,3.0969645079727304,2.1944595318835556,0.12080193997127169,0.23197504129126637,7.666382794122619,0.08965533233648709,0.5398875620305481,0.1208765658246005,0.5251545417329635,0.3153216317690599,0.24600926014887936,0.08032486203276648,2.7139895513545915,0.14938782970665732,2.5317825781285026,0.12134930511746038
HU,0.08042406675718661,0.19998184914067446,0.14926391742514902,0.07522281583268817,0.0736286742925666,0.6978078373593651,6.396032696760735,1.6424440062219186,2.6684005780700337,0.3394304347425128,0.06074021088408022,2.572519037012576,0.11389629925685,0.7779750105845861,2.451897461584105,1.4338536538182058,0.08297005221205993,0.17872682073120844,4.720614518508399,0.08283841969870723,0.3738335169560236,0.11593121728342198,0.38791563842583526,0.22031931161570567,0.1487306990335284,0.07597564078240451,1.8225762282931182,0.14919222888500652,1.862771737679208,0.11958941655057341
