,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
gas_OCGT_gen [MWh],31790115.0,35817708.3,32242319.1,32252148.9,35454590.1,42740600.4,21978844.2,23193021.6,23691516.6,34469363.7,9909799.8,8356097.1,9971624.4,9433023.3,8414469.6,22321717.2,6411542.7,6422576.7,4867882.8,7685451.9,32137089.9,12497211.0,12650040.0,33742570.2,7987147.8,7617992.1,6069975.6,12072111.9,42801218.7,4718072.7,42713758.2,5753889.3,32190919.5,8744135.1,32092017.9,6973087.5,6545131.8,24053650.5,12154667.4,10159402.5,7551168.0,5877823.5,11392026.6,34828294.8,10055576.1,8131811.4,7762428.9,12420334.8,33891223.2,6980380.8,42969150.0,11463080.1,13151164.8,6196676.1,11081311.2,7575354.3,32371954.8,32097873.0,24283975.2,8918034.9,11563698.9,11027926.5,9474465.9,4731085.8,10236706.8,31998454.5,5682512.4,32147031.0,32204492.1,8462518.2,12143944.8,42683440.5,6218476.5,13632597.6,42969295.5,31436609.1,9029479.8,4636798.2,10062815.1,7813902.3,6836361.0,10062927.6,11680655.4,4755427.5,7893986.1,8014601.4,10127104.2,5046485.4,5327376.3,7405211.7
gas_CCGT_gen [MWh],169902708.9,164204867.4,169262972.7,169249190.4,164718799.2,154411837.2,183782200.8,182064625.5,181359292.2,166112720.7,6966033.9,6480778.8,6965900.4,7168569.9,6817620.9,183294703.8,15893193.6,553389.9,537256.2,1750170.3,169411911.0,2434143.0,2334259.2,167140798.5,14203875.9,14276300.4,422271.3,15044194.5,154323958.8,416427.6,154449753.3,2410037.7,169335643.5,608572.2,169475374.2,622770.0,15671531.4,180846867.9,2808252.6,9168692.4,15398562.0,2810800.8,14029041.3,165604659.0,9738234.3,14351177.1,587950.5,15298587.3,166930088.1,1931982.6,154088263.8,14333949.6,2412981.6,16371613.8,605001.3,1755502.5,169079405.4,169467172.8,180520968.6,588825.3,14396718.6,604639.8,617527.8,420261.6,9186405.6,169607782.8,412813.2,169397805.0,169316437.8,14428406.4,2754724.8,154492667.1,2207274.6,2276508.6,154088324.1,170402870.4,7175413.8,423903.0,9766730.7,615395.4,15280436.1,9764029.2,14482073.4,410855.1,14131221.3,14455260.3,9429018.6,555199.5,554013.0,15401246.4
coal_gen [MWh],117.0,185.4,114.0,108.6,119.7,96.9,98.4,85.2,112.2,97.2,1653.9,1798.5,1248.6,885.3,772.8,441.0,930.6,214.2,174.6,183.3,118.2,254.4,1683.3,100.8,140.1,1561.5,2123.7,1596.6,347.4,1204.2,112.8,759.3,135.9,1600.2,163.5,225.0,1800.0,142.8,192.0,1699.8,1800.3,195.3,156.0,144.0,1775.4,2289.9,1834.5,1014.0,184.8,1261.8,149.4,2045.4,262.5,1746.9,215.4,217.5,151.8,147.0,142.5,138.0,2158.2,200.4,1852.5,852.3,359.4,147.0,978.6,125.4,131.4,2232.6,199.8,110.7,957.3,1575.6,98.1,103.8,127.8,1676.1,1863.9,246.6,2025.9,1594.5,2023.5,375.3,1232.7,1878.9,894.9,221.7,1313.7,1603.5
nuclear_gen [MWh],720.3,903.3,924.9,600.0,728.4,540.9,567.9,654.0,684.3,492.0,35160.3,35584.5,26808.9,18051.0,17671.2,2643.3,30753.0,21080464.5,21303336.0,22453955.4,607.2,22070381.1,22072245.6,618.9,2797.5,31512.9,45084209.4,21494.1,2106.3,42512740.8,677.4,31854789.9,817.8,21637799.7,748.5,21565098.6,63419.4,701.4,21975268.2,130482.0,66986.4,32129787.6,1836.6,758.4,150900.9,89969.7,21045496.8,11468.7,864.0,23935227.0,687.9,23172.6,22081504.2,56082.6,21515419.2,22462842.3,1074.9,726.0,968.1,20955024.6,21963.3,21513815.4,21608369.4,42892483.2,24397.5,897.9,44436932.1,666.9,684.0,55164.9,22014105.6,602.1,28746788.4,22114862.1,717.6,680.1,2939.4,41766234.3,145806.6,21564636.9,76504.8,98314.8,30696.6,46330700.4,30320.4,33269.7,52868.4,21127594.8,21140949.6,53911.2
gas_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,350050023.9,350425477.2,350106361.5,349815251.1,350173366.8,-0.0,357055239.3,422.1,296.7,387.6,-0.0,534.0,3312.6,-0.0,345679385.7,346564009.8,5469.6,362087697.9,-0.0,2782.2,-0.0,1655.4,-0.0,2997.6,-0.0,547.2,357568248.9,-0.0,408.0,358287369.0,358877124.9,402.6,358642471.2,-0.0,358755055.5,346528570.5,3169.5,362147200.8,-0.0,2786.4,-0.0,359836916.1,609.6,356508947.4,643.5,488.1,-0.0,-0.0,-0.0,256.2,361207056.3,470.4,4687.8,1981.8,357832954.8,-0.0,2521.5,-0.0,-0.0,346404806.1,379.5,-0.0,1650.3,2840.1,-0.0,-0.0,349900496.7,4135.2,358805458.2,681.6,357933796.5,358806552.3,361776240.9,908.7,346308714.0,345426763.8,358780496.4,361.2,2274.9,358714126.2
gas_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,49766232.6,49622328.0,49816392.6,49716418.2,49504343.4,-0.0,64775873.4,45063737.4,43952214.0,59208488.4,-0.0,46579050.6,47852968.8,-0.0,62658725.7,61871371.5,57310052.4,52808911.2,-0.0,57599085.0,-0.0,59057695.2,-0.0,69965237.1,-0.0,71240392.8,64284310.2,-0.0,45355514.1,62159306.1,62451113.4,57631420.8,53023925.4,-0.0,62548197.6,61018852.2,44901699.6,52665039.3,-0.0,59435183.4,-0.0,53096047.5,48897596.1,65096537.1,68168006.7,59265574.5,-0.0,-0.0,-0.0,45227613.0,53352330.3,68171923.8,69576956.4,57029912.4,61492832.1,-0.0,57588104.4,-0.0,-0.0,60448476.6,44490140.7,-0.0,59319775.5,49201811.1,-0.0,-0.0,49514883.9,57344148.9,62531551.5,70643734.8,63656073.6,62535049.8,53497134.0,56308146.6,62213214.9,62631276.0,62442222.0,44264347.5,44713131.0,62388095.1
biomass_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2772.9,2308.8,86914.8,-0.0,3099227.7,3283378.5,-0.0,-0.0,-0.0,35293.5,-0.0,-0.0,19259.4,-0.0,126753.6,-0.0,10397997.0,-0.0,10165057.5,-0.0,-0.0,2894555.1,-0.0,-0.0,81889.2,-0.0,-0.0,-0.0,-0.0,23687.4,-0.0,-0.0,132257.1,-0.0,-0.0,3523762.2,-0.0,10369749.9,89139.3,-0.0,-0.0,-0.0,1789.5,-0.0,10359431.7,10392276.9,14229.0,-0.0,-0.0,17425.2,-0.0,-0.0,-0.0,2858666.1,-0.0,143836.5,3745198.2,-0.0,-0.0,-0.0,23121.9,-0.0,10367364.0,-0.0,-0.0,-0.0,5313.3,-0.0,-0.0,-0.0,2839.5,17278.2,-0.0
biomass_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139811912.4,139825338.0,139717649.1,-0.0,135783480.3,135578241.9,-0.0,-0.0,-0.0,139202918.1,-0.0,-0.0,139220850.0,-0.0,139661578.8,-0.0,127642629.3,-0.0,127902346.2,-0.0,-0.0,136011758.1,-0.0,-0.0,139726024.2,-0.0,-0.0,-0.0,-0.0,139749786.0,-0.0,-0.0,139673249.7,-0.0,-0.0,135309962.1,-0.0,127674034.5,139713466.8,-0.0,-0.0,-0.0,139717074.0,-0.0,127685542.2,127649031.6,139225248.6,-0.0,-0.0,139221755.7,-0.0,-0.0,-0.0,136051787.7,-0.0,139651852.5,135063102.6,-0.0,-0.0,-0.0,139216909.5,-0.0,127676697.9,-0.0,-0.0,-0.0,139234914.9,-0.0,-0.0,-0.0,139812021.6,139805398.5,-0.0
onwind_gen [MWh],436470794.4,340188594.0,414691032.0,347718717.6,348924449.4,433450874.1,429157013.4,419281827.9,415772608.5,384909453.6,952137204.6,989209278.3,951853194.0,956219194.2,976880751.3,429650720.4,972880444.8,2460480465.6,2468741791.2,2742666999.0,346038046.2,2877660395.7,2870248950.3,396678374.7,1140825588.0,1122278810.7,2406654464.7,1172757653.1,440422890.6,2414951185.5,426207765.9,2795390460.0,410697600.0,2467972386.0,346878404.1,2496270601.2,963780366.6,413193953.1,2880509129.4,1097300121.9,935629733.1,2812446878.1,1183551727.5,371754388.8,1080278212.8,1102143853.5,2449905713.7,1163463571.5,394767922.8,2756893318.8,448748205.3,1179612957.6,2875791394.8,978089630.1,2448561504.6,2741167012.5,393672564.3,346297071.0,405901090.2,2448022280.1,1178343384.9,2449542731.7,2458143093.9,2424901841.4,1106161986.0,423520023.6,2408385156.6,345928557.3,351345979.2,1098835634.4,2883761347.8,416027572.5,2779144512.3,2868975285.9,445271473.8,437851975.2,962942600.7,2421087716.1,1079901549.9,2482257263.4,953363819.7,1079841618.9,1180180533.3,2429525640.6,1132705800.9,1145352257.7,1085405402.7,2472287497.2,2466427672.8,938129578.2
offwind_gen [MWh],824068506.0,777718127.1,821468743.5,853237451.4,777462346.2,861432860.1,687818466.9,677296979.1,674065141.5,778719643.8,1021250928.0,1009670209.8,1021427967.9,1021948315.8,1016729685.6,680417324.4,1074804262.8,1318447095.0,1341920377.8,1516893009.0,832627823.1,1626121751.4,1634940815.4,782550724.2,1090456761.9,1094772263.4,1891608430.8,1133802983.4,861011495.1,1893866203.2,861279349.8,1516641734.1,820990341.9,1523051149.5,843445130.7,1526374603.2,1074062790.0,671259664.2,1628233280.1,1102955911.2,1070911270.8,1507833185.7,1137538270.5,776734976.7,1107104865.3,1093934934.6,1322850403.2,1134212052.3,776853154.8,1522094918.1,863613034.2,1136817852.9,1625454532.8,1080671127.0,1513329249.3,1518526157.7,817422160.8,836056060.2,669993277.2,1313081319.9,1136284492.8,1513435058.7,1525290333.9,1902371850.6,1095918254.1,822117005.1,1888860077.4,832405095.0,858386666.1,1093739592.9,1633671986.1,861205309.8,1519280880.9,1636901019.9,861512524.2,826169440.5,1017134043.3,1899890997.0,1106919526.5,1519853089.8,1071508845.9,1106731833.3,1134812340.3,1906706887.5,1095362676.3,1099753817.1,1104257294.4,1335284439.3,1335736233.6,1072135572.9
solar_gen [MWh],848518121.7,968929852.5,857625366.3,887483518.5,966506500.5,807087883.2,995671116.6,1001900277.6,1002696540.6,956528576.4,1809411421.2,1819357234.2,1809317905.8,1811345713.5,1816452803.4,998596438.5,1782801167.7,3416553213.3,3413640099.9,2996284343.4,901938124.2,2764509930.9,2756901082.2,950868967.5,1600554135.6,1602642161.7,2846140221.9,1523907477.6,806016608.4,2845862034.9,808717331.4,2969209267.2,858972926.4,3301232357.1,894366951.3,3287585367.6,1788133561.5,1003619941.8,2770607204.1,1557890496.3,1798481507.7,2968973340.0,1529986946.7,960515462.4,1561972901.1,1612840772.7,3416661723.3,1523556443.1,955371330.9,2987937982.8,807068868.9,1530175096.2,2746528740.6,1779642179.4,3305646578.4,2996494403.1,866515839.9,899453029.5,1004862955.5,3419379310.5,1527168463.5,3305237361.0,3300858562.2,2835581310.6,1559581793.7,853549845.0,2847845082.0,902135334.9,883041984.0,1612961470.5,2772486122.7,811622566.8,2976974121.9,2738016466.8,805977665.1,847302272.7,1815985937.7,2839214580.3,1562093913.6,3297561875.1,1792750959.6,1562294891.1,1522537963.8,2829778168.2,1598704292.4,1597872867.0,1561206040.5,3411582520.8,3411484968.6,1797506297.1
hydro_gen [MWh],515986733.1,511052482.8,515921244.9,513977733.6,510966870.0,512763347.1,511482101.7,511343839.2,511373120.7,511030922.1,510939227.7,510851795.7,510773909.7,510935842.2,511330957.2,510992895.3,510794613.9,511880909.7,511835142.6,514600233.3,513979332.6,513744590.1,513096491.1,511050188.1,514607220.3,513715356.6,515762336.4,512793119.1,512543881.5,515889627.0,512724825.6,514351551.9,515912617.8,510135952.2,513960504.3,511302925.2,510195234.3,511401723.0,513769636.8,515753846.7,510532296.9,514623450.3,513681732.0,510972684.3,515605887.6,513988042.5,510686229.6,512727177.3,511027383.3,514147073.4,512958854.4,512843991.6,513743102.1,510318111.6,511339124.1,514623329.7,515866122.0,513943703.7,511429997.1,511856405.1,512756187.0,511235370.9,510098786.4,516002577.9,516297292.2,515911980.3,515917993.8,513981507.6,513940896.0,513794532.3,513759246.0,512700706.5,514078742.1,512875634.1,512863857.6,515973236.1,511842510.6,515914741.2,515664822.9,511337679.9,510437493.6,515696990.1,512886218.1,516254048.4,514043683.8,513794927.7,515848359.0,511814788.8,510952067.7,510306955.5
tot_gen [MWh],2824.532,2795.833,2809.151,2800.257,2801.95,2809.5,2826.906,2812.353,2806.329,2829.668,4710.094,4743.527,4709.894,4716.236,4735.88,2822.447,4785.173,7919.934,7946.263,8000.838,2792.469,8003.266,7997.738,2839.836,4775.716,4762.35,7907.327,4784.376,2814.863,7914.153,2803.759,8033.91,2805.998,8041.116,2796.576,8059.709,4780.041,2801.852,8013.059,4710.923,4759.626,8041.576,4801.133,2818.348,4703.388,4751.583,7913.804,4775.743,2836.691,8012.627,2827.166,4797.4,7985.73,4792.683,8017.988,8001.152,2792.875,2793.665,2794.557,7907.394,4794.121,8018.515,8033.428,7922.26,4713.866,2814.611,7907.469,2792.336,2804.58,4747.681,8022.664,2796.459,8025.217,7981.578,2820.378,2826.925,4723.135,7918.59,4703.075,8049.392,4771.573,4703.019,4790.796,7928.29,4769.993,4786.243,4704.694,7941.406,7935.78,4761.782
cap_onwind [GW],182.768,126.548,176.877,127.604,127.475,150.119,175.509,176.173,177.023,134.246,396.233,400.537,396.094,395.113,396.708,177.344,359.939,982.928,979.997,1013.191,129.617,1009.877,1008.941,136.789,429.72,423.179,1083.112,422.087,150.887,1087.169,149.441,1033.968,175.972,916.11,128.173,926.52,356.141,178.027,1010.88,495.56,347.323,1039.459,421.234,131.826,487.64,415.317,979.087,421.004,136.709,1019.363,149.942,421.129,1009.525,361.655,908.467,1012.397,173.626,129.016,178.447,977.914,421.308,908.838,911.566,1093.371,499.391,179.388,1083.619,129.646,127.681,414.54,1012.578,148.817,1027.409,1011.354,151.259,182.755,394.447,1091.155,487.495,920.703,351.939,487.519,423.335,1095.816,427.815,430.591,490.683,983.091,982.395,347.715
cap_offwind [GW],215.451,195.131,215.436,209.61,194.926,200.142,179.784,176.852,176.213,193.054,266.685,262.561,266.678,266.809,265.215,177.034,266.015,338.959,346.82,365.292,204.172,367.892,367.909,193.664,267.211,266.25,470.666,261.376,199.812,471.803,200.366,364.17,215.287,368.291,207.122,370.167,265.316,175.578,368.093,293.439,265.207,363.544,263.419,193.555,294.987,266.241,337.811,261.497,191.857,364.629,199.919,261.966,368.46,266.773,367.637,365.702,214.873,205.206,175.339,337.666,261.84,367.58,368.983,474.055,292.588,215.347,470.596,204.096,210.926,266.148,369.409,200.392,364.211,368.717,199.672,215.976,266.661,472.878,295.004,368.945,265.069,295.001,261.589,475.828,266.66,267.621,294.506,343.829,341.897,265.216
cap_solar [GW],811.173,879.922,820.524,832.714,877.932,741.383,885.86,891.791,892.402,868.317,1599.78,1608.344,1599.901,1601.045,1604.119,889.91,1605.803,2999.869,3001.73,2770.069,847.955,2496.186,2489.091,863.193,1497.775,1502.505,2666.179,1394.728,741.301,2665.044,742.664,2743.265,821.651,2926.407,840.277,2913.052,1611.167,892.823,2504.213,1475.901,1621.679,2742.194,1402.583,872.441,1479.896,1512.229,3000.845,1394.961,867.12,2763.632,741.082,1403.527,2475.17,1604.513,2928.91,2770.426,828.622,845.598,893.494,2999.692,1399.476,2928.521,2925.211,2656.463,1474.916,816.376,2666.497,848.144,828.333,1513.105,2508.984,745.348,2751.945,2470.617,740.254,810.233,1601.483,2660.565,1479.95,2921.656,1615.23,1479.978,1393.403,2650.295,1498.232,1498.479,1478.116,2998.737,2999.154,1620.663
cap_hydro [GW],142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191
cap_gas_OCGT [GW],53.351,87.558,68.633,55.744,84.895,63.34,42.182,50.797,53.788,64.125,47.935,29.165,48.488,43.283,30.098,44.651,19.022,39.599,21.789,35.43,58.879,44.496,47.501,52.465,16.955,17.124,33.765,33.591,61.61,20.167,64.706,18.194,69.928,34.314,57.101,26.598,20.256,55.538,40.167,33.533,30.451,17.845,26.354,73.454,34.595,19.849,57.39,38.432,56.034,26.838,58.463,27.572,54.877,17.879,48.359,34.491,78.132,58.372,57.711,73.932,28.738,48.128,38.879,18.88,33.32,64.89,29.622,58.917,54.438,23.3,37.163,66.209,20.16,69.013,59.955,51.143,37.765,19.004,34.693,30.319,22.423,34.692,29.879,18.662,17.202,16.525,34.42,23.315,26.039,29.204
cap_gas_CCGT [GW],37.635,40.013,38.019,42.791,40.045,36.41,41.346,40.865,40.696,40.117,4.709,4.355,4.708,4.84,4.597,41.197,9.92,0.396,0.387,1.546,42.891,1.971,1.905,40.301,7.99,8.099,0.345,7.814,36.24,0.341,36.651,2.155,38.492,0.38,42.93,0.383,9.759,40.57,2.271,5.521,9.578,2.516,7.174,40.05,5.851,8.101,0.436,7.927,40.293,1.709,35.753,7.345,2.004,10.243,0.373,1.551,38.801,42.904,40.727,0.435,7.434,0.372,0.386,0.345,5.541,37.824,0.336,42.888,42.772,8.143,2.212,36.944,1.962,1.87,35.982,37.744,4.836,0.349,5.866,0.378,9.502,5.864,7.51,0.338,7.994,8.05,5.676,0.397,0.4,9.577
cap_coal [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.001
cap_nuclear [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.003,0.002,0.002,0.0,0.004,2.508,2.536,2.672,0.0,2.632,2.629,0.0,0.0,0.004,5.471,0.003,0.0,5.156,0.0,3.855,0.0,2.581,0.0,2.572,0.008,0.0,2.619,0.016,0.009,3.889,0.0,0.0,0.019,0.011,2.502,0.001,0.0,2.859,0.0,0.003,2.633,0.007,2.567,2.673,0.0,0.0,0.0,2.491,0.003,2.566,2.578,5.201,0.003,0.0,5.393,0.0,0.0,0.007,2.613,0.0,3.465,2.636,0.0,0.0,0.0,5.065,0.018,2.573,0.01,0.012,0.004,5.622,0.004,0.004,0.007,2.515,2.516,0.007
cap_gas_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.859,81.619,81.873,81.74,81.615,0.0,85.106,0.0,0.0,0.0,0.0,0.0,0.002,0.0,75.331,75.622,0.003,83.417,0.0,0.001,0.0,0.001,0.0,0.002,0.0,0.0,85.38,0.0,0.0,86.34,86.457,0.0,82.563,0.0,86.538,75.687,0.002,83.499,0.0,0.001,0.0,82.846,0.0,84.834,0.0,0.0,0.0,0.0,0.0,0.0,83.137,0.0,0.002,0.001,86.208,0.0,0.001,0.0,0.0,75.73,0.0,0.0,0.001,0.001,0.0,0.0,81.633,0.002,86.544,0.0,85.712,86.544,83.273,0.0,75.546,75.226,86.533,0.0,0.001,86.379
cap_gas_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.406,59.185,60.45,60.274,59.694,0.0,71.105,76.199,70.116,82.226,0.0,69.168,71.933,0.0,70.143,70.324,89.005,63.51,0.0,90.072,0.0,76.868,0.0,96.167,0.0,96.622,71.616,0.0,66.493,69.22,70.957,73.006,64.079,0.0,70.172,69.962,75.375,63.221,0.0,81.552,0.0,64.207,75.176,70.762,95.796,82.331,0.0,0.0,0.0,75.321,64.414,95.786,96.499,87.435,68.202,0.0,90.078,0.0,0.0,69.269,63.887,0.0,79.126,75.741,0.0,0.0,59.999,89.016,70.158,96.502,71.955,70.161,64.529,84.866,70.006,69.909,69.726,71.723,74.02,70.86
cap_biomass_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.013,0.0,0.501,0.531,0.0,0.0,0.0,0.006,0.0,0.0,0.003,0.0,0.019,0.0,1.834,0.0,1.794,0.0,0.0,0.469,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.02,0.0,0.0,0.572,0.0,1.841,0.014,0.0,0.0,0.0,0.0,0.0,1.839,1.84,0.003,0.0,0.0,0.003,0.0,0.0,0.0,0.464,0.0,0.022,0.608,0.0,0.0,0.0,0.004,0.0,1.825,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.003,0.0
cap_biomass_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.551,39.338,36.361,0.0,36.82,36.779,0.0,0.0,0.0,38.822,0.0,0.0,38.763,0.0,36.149,0.0,35.779,0.0,35.787,0.0,0.0,36.801,0.0,0.0,36.173,0.0,0.0,0.0,0.0,39.561,0.0,0.0,36.299,0.0,0.0,36.735,0.0,35.886,36.35,0.0,0.0,0.0,39.535,0.0,35.885,35.838,38.618,0.0,0.0,38.808,0.0,0.0,0.0,36.769,0.0,36.229,36.667,0.0,0.0,0.0,38.684,0.0,35.717,0.0,0.0,0.0,38.524,0.0,0.0,0.0,39.377,39.498,0.0
unintended_storage_cycling [%],0.003,1.674,0.009,0.075,0.079,0.014,0.007,0.027,0.042,0.003,1.167,0.022,10.922,0.071,0.014,0.053,0.065,0.023,0.012,31.006,1.311,0.007,0.057,0.003,0.017,0.292,28.047,0.103,0.053,0.285,0.024,0.028,0.01,0.163,0.159,0.024,0.163,0.057,0.004,0.159,10.812,0.005,0.005,0.009,3.523,0.949,0.403,1.027,0.003,0.123,0.009,0.048,0.026,0.131,35.333,0.436,1.197,0.472,15.529,22.222,0.058,0.64,0.464,0.164,0.026,0.005,0.822,23.588,0.06,18.551,0.003,0.065,0.035,6.839,0.012,0.003,0.004,0.343,17.661,0.028,0.233,12.547,0.082,0.089,0.165,0.095,0.334,0.013,0.075,0.904
sector,,,,,,,,,,,T-H,T-H,T-H,T-H,T-H,,T-H,T-H-I-B,T-H-I-B,T-H-I-B,,T-H-I-B,T-H-I-B,,T-H,T-H,T-H-I-B,T-H,,T-H-I-B,,T-H-I-B,,T-H-I-B,,T-H-I-B,T-H,,T-H-I-B,T-H,T-H,T-H-I-B,T-H,,T-H,T-H,T-H-I-B,T-H,,T-H-I-B,,T-H,T-H-I-B,T-H,T-H-I-B,T-H-I-B,,,,T-H-I-B,T-H,T-H-I-B,T-H-I-B,T-H-I-B,T-H,,T-H-I-B,,,T-H,T-H-I-B,,T-H-I-B,T-H-I-B,,,T-H,T-H-I-B,T-H,T-H-I-B,T-H,T-H,T-H,T-H-I-B,T-H,T-H,T-H,T-H-I-B,T-H-I-B,T-H
AL0 0 X Store,12.613,64.934,18.844,34.99,40.354,41.755,18.177,18.293,18.437,43.248,112.675,3.744,191.486,71.203,20.95,18.275,30.541,87.256,12.771,151.425,121.865,34.894,54.287,30.319,24.39,63.486,114.55,93.532,23.979,46.423,74.85,25.524,29.244,60.611,49.977,14.997,49.885,38.924,20.823,20.323,110.342,10.881,15.446,43.384,58.4,88.994,131.332,191.473,33.857,65.064,11.2,29.594,69.131,12.074,104.531,104.443,76.178,85.959,66.064,177.352,34.839,83.932,67.999,18.924,5.995,18.71,73.55,168.039,12.822,179.994,14.962,113.381,49.351,136.091,18.293,12.444,37.501,21.445,170.869,37.932,54.051,101.372,42.415,18.61,33.642,10.923,38.308,38.942,68.645,78.174
AT0 0 X Store,18.822,46.34,18.83,24.116,40.4,44.077,18.265,18.28,19.021,43.143,32.088,3.226,63.642,20.335,3.088,18.266,3.063,15.261,15.495,85.509,42.808,20.125,25.683,33.77,3.025,3.025,68.169,27.333,34.904,22.669,65.659,25.595,18.274,32.298,23.062,15.313,3.025,38.417,16.638,3.013,59.391,11.701,9.309,42.093,3.148,8.462,15.264,86.471,40.35,38.452,15.919,9.357,36.838,3.063,69.848,58.195,37.198,21.576,68.961,24.252,12.597,40.074,29.372,15.274,3.026,18.83,30.747,82.928,15.237,66.326,12.723,89.121,35.336,66.4,29.274,18.811,3.68,15.745,94.065,29.826,4.505,36.612,15.215,6.524,3.025,3.025,3.013,15.467,15.47,41.569
BA0 0 X Store,18.493,76.384,18.836,34.022,40.418,45.008,18.112,18.301,18.486,43.185,125.352,8.589,215.968,81.684,26.384,18.277,27.89,75.622,12.603,145.477,131.469,43.396,67.229,25.036,26.688,75.975,130.335,150.281,26.361,59.431,82.891,25.368,19.191,53.57,54.724,12.011,50.076,39.784,27.849,24.484,119.719,10.25,8.393,43.259,66.371,102.662,113.94,296.569,33.821,61.555,9.991,24.336,80.643,9.927,110.379,98.463,54.721,93.142,68.682,156.138,53.037,89.733,61.103,18.976,8.542,18.829,91.187,184.754,11.461,210.943,10.425,128.326,46.091,143.318,18.54,12.471,42.774,27.876,195.641,32.573,57.142,116.636,66.19,11.956,43.877,6.57,45.913,36.863,62.082,88.929
BE0 0 X Store,21.776,44.145,18.818,21.004,40.341,43.611,18.266,18.271,18.851,40.327,42.036,6.502,54.241,34.969,21.123,18.274,4.366,15.458,15.476,45.766,38.357,15.136,21.834,40.325,4.856,4.93,54.995,32.568,38.2,19.623,54.898,5.827,18.335,15.57,20.186,12.161,7.827,35.287,15.627,8.98,48.338,7.465,6.596,40.33,24.325,6.87,15.505,77.999,40.327,26.677,21.633,6.487,27.974,3.177,49.221,33.756,31.259,20.092,60.238,24.53,9.677,25.633,16.938,17.895,3.97,18.818,26.183,75.187,18.991,52.4,12.586,77.367,5.943,45.762,31.681,21.868,26.869,19.208,119.612,15.183,9.642,61.431,9.782,9.534,4.894,4.908,12.988,15.469,15.478,27.917
