,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
X Discharge,2.824,0.014,1.522,0.731,0.577,1.641,2.795,1.572,1.051,2.947,0.064,2.343,0.004,0.64,2.06,2.411,1.845,1.525,3.413,0.0,0.014,2.391,1.754,3.692,1.208,0.712,0.006,0.79,2.11,0.952,1.093,2.162,1.264,1.416,0.393,2.616,1.388,0.652,3.194,0.663,0.011,2.737,2.503,1.993,0.023,0.197,0.667,0.05,3.475,0.792,3.211,1.97,0.852,2.174,0.001,0.041,0.014,0.126,0.001,0.0,1.571,0.043,0.867,1.562,1.04,1.974,0.171,0.0,1.111,0.004,3.832,0.391,1.664,0.013,2.616,3.011,1.32,1.225,0.003,1.982,0.971,0.005,1.255,2.06,0.962,1.549,0.162,3.074,2.601,0.215
load_coverage [%],0.307,0.002,0.165,0.079,0.063,0.178,0.304,0.171,0.114,0.32,0.004,0.148,0.0,0.041,0.131,0.262,0.116,0.051,0.114,0.0,0.001,0.079,0.058,0.401,0.076,0.045,0.0,0.05,0.229,0.032,0.119,0.071,0.137,0.046,0.043,0.086,0.087,0.071,0.105,0.042,0.001,0.09,0.156,0.217,0.001,0.012,0.022,0.003,0.378,0.026,0.349,0.123,0.028,0.136,0.0,0.001,0.002,0.014,0.0,0.0,0.098,0.001,0.028,0.052,0.066,0.214,0.006,0.0,0.121,0.0,0.126,0.043,0.055,0.0,0.284,0.327,0.084,0.041,0.0,0.065,0.061,0.0,0.079,0.068,0.06,0.097,0.01,0.102,0.087,0.014
battery_load_coverage [%],1.55,3.395,1.679,2.934,3.325,1.922,2.648,2.93,2.971,2.978,2.718,2.667,2.722,2.701,2.677,2.769,2.989,4.473,4.304,3.908,3.094,3.565,3.608,2.771,2.501,2.623,3.248,2.338,1.895,3.179,1.968,3.678,1.776,4.416,2.991,4.288,3.084,3.023,3.515,1.85,3.203,3.654,2.239,3.118,1.963,2.782,4.598,2.389,2.892,3.85,1.849,2.293,3.638,2.956,4.516,3.904,1.953,3.056,3.067,4.595,2.292,4.515,4.479,3.096,1.814,1.612,3.236,3.099,2.877,2.804,3.45,2.004,3.739,3.672,1.868,1.539,2.702,3.146,1.963,4.352,3.155,1.963,2.295,3.019,2.537,2.507,1.911,4.37,4.435,3.2
G_discharge [GW],31.094,0.045,13.198,5.506,2.91,5.037,24.619,9.009,5.066,25.329,0.781,46.989,0.02,6.921,33.657,18.842,41.092,38.907,77.01,0.003,0.067,53.729,40.148,44.407,52.599,31.807,0.039,11.059,7.791,26.453,2.889,60.765,9.985,39.625,2.807,69.504,28.977,2.91,70.927,12.123,0.062,72.267,37.911,15.207,0.32,7.398,17.81,0.184,35.573,21.467,16.262,29.162,21.154,49.117,0.004,1.716,0.04,0.875,0.004,0.005,24.805,0.683,21.498,39.245,18.974,18.185,5.631,0.001,9.699,0.019,85.013,0.816,45.031,0.087,10.992,34.002,15.594,32.324,0.013,55.317,16.474,0.025,20.799,50.784,45.354,58.498,5.326,65.976,57.268,1.995
E [GWh],1791.656,3.695,496.704,246.662,234.568,404.522,1223.93,568.644,359.19,2075.749,31.677,2025.516,2.538,423.609,1776.426,1000.886,1146.75,1491.854,3760.972,0.336,3.605,1625.433,1081.032,3163.22,616.491,336.899,4.97,280.523,581.718,470.911,259.357,1412.659,375.58,1065.342,123.028,2166.159,918.133,213.423,2421.74,298.202,5.413,1733.991,1332.082,1221.387,10.74,76.793,511.964,17.516,2813.827,546.419,960.229,965.289,491.065,1322.799,0.474,24.17,2.829,35.488,0.414,0.31,676.188,24.272,614.186,800.54,460.952,819.59,95.823,0.181,404.888,2.958,3174.046,92.14,1120.945,7.799,769.701,1983.041,958.457,619.458,2.873,1591.868,644.801,3.028,484.325,1102.501,471.424,781.21,80.451,3348.945,2857.146,118.676
G_charge [GW],18.383,0.075,9.296,4.199,3.143,7.813,16.661,8.88,5.737,17.676,0.488,18.82,0.034,4.887,16.445,14.24,13.555,14.522,33.726,0.004,0.075,21.375,15.715,23.397,8.043,4.69,0.071,5.19,10.075,8.885,5.146,17.06,7.667,12.25,2.2,23.112,10.107,3.495,27.907,5.006,0.086,21.429,17.056,11.259,0.184,1.233,5.633,0.338,21.701,6.46,15.752,13.237,7.424,16.126,0.006,0.336,0.099,0.698,0.008,0.004,10.475,0.334,7.473,14.259,7.742,12.472,1.509,0.003,6.455,0.035,33.268,1.856,13.268,0.118,12.606,19.749,10.273,11.329,0.036,17.35,6.944,0.044,8.296,18.634,6.418,10.267,1.247,30.893,26.236,1.558
G_battery [GW],22.879,50.454,24.849,43.657,49.41,27.629,38.471,42.795,43.437,44.118,94.896,90.561,95.091,94.553,91.177,40.315,99.227,234.696,224.766,226.162,45.766,185.745,190.414,40.951,86.753,94.968,187.654,81.792,27.146,172.795,28.263,192.404,26.237,232.499,44.378,223.031,104.877,44.249,179.333,62.139,114.019,190.765,75.994,46.374,67.641,110.189,239.841,86.955,42.842,214.109,26.804,77.753,195.101,98.047,252.627,225.024,28.831,45.134,45.023,241.918,77.788,252.165,241.558,165.164,61.094,23.9,185.219,45.842,42.756,113.754,175.355,28.768,201.153,198.338,26.828,22.684,94.166,168.895,67.774,228.325,110.045,67.774,78.095,160.295,88.338,86.687,64.424,228.355,231.109,113.424
E_battery [GWh],127.826,284.471,138.398,245.716,278.097,158.333,216.691,241.015,244.822,245.606,575.924,564.092,576.766,571.633,567.32,226.428,618.038,1415.843,1346.396,1261.484,259.641,1110.138,1124.273,227.242,535.336,558.503,1074.992,489.117,155.697,1026.323,162.107,1148.051,145.744,1388.042,250.752,1337.401,634.467,249.62,1091.477,392.795,661.525,1139.692,471.909,259.001,416.557,599.566,1454.014,505.248,237.73,1218.778,152.254,481.052,1145.385,610.065,1455.943,1257.881,161.289,256.14,253.881,1466.357,480.773,1454.458,1413.815,988.705,386.65,133.367,1067.617,260.09,240.288,610.233,1068.652,165.433,1170.979,1161.831,153.867,127.182,574.413,1008.366,416.849,1364.398,649.719,416.872,480.757,959.713,540.343,533.971,406.418,1370.998,1389.989,659.603
G_homebattery [GW],74.463,74.062,76.463,71.543,73.798,71.401,77.289,78.54,79.549,73.416,17.685,14.779,17.698,17.59,15.189,78.278,15.261,13.872,13.436,14.552,73.179,12.136,12.356,73.076,15.182,17.429,14.476,14.459,70.663,14.26,71.525,13.675,76.847,16.991,72.631,16.042,15.607,80.047,12.137,14.064,17.653,13.404,13.164,73.523,14.692,19.696,14.347,14.584,73.359,14.57,69.669,13.469,12.37,15.0,16.868,14.543,77.796,72.995,80.942,14.255,13.653,16.858,17.201,13.96,13.564,75.773,14.329,73.179,70.695,19.922,12.08,71.985,14.027,12.571,70.227,73.626,16.325,14.276,14.671,16.183,15.941,14.667,13.909,13.59,15.954,14.52,14.433,13.568,13.749,17.653
E_homebattery [GWh],421.627,430.92,445.042,403.445,429.276,380.812,456.972,467.477,473.676,425.621,87.669,77.936,87.723,87.49,79.485,463.096,77.983,74.531,79.066,75.149,421.068,55.792,56.447,420.837,74.122,81.423,78.203,63.618,375.918,76.678,381.653,71.477,448.14,93.643,414.194,92.571,78.938,475.268,56.002,74.301,85.353,70.596,60.882,426.872,75.308,88.874,76.314,63.893,425.929,74.515,369.951,60.495,56.948,77.638,93.165,75.084,458.338,419.076,479.567,75.822,61.108,93.149,94.219,76.221,73.736,436.326,77.575,421.122,394.314,90.214,56.544,384.46,73.404,57.94,373.125,415.444,82.944,76.851,75.193,91.83,79.613,75.196,62.031,75.466,76.309,72.427,74.754,73.607,74.053,85.306
G_PHS [GW],56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7
E_PHS [GWh],1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69
G_electrolysis [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.589,73.952,75.684,75.08,74.306,0.002,82.134,815.615,805.475,797.495,0.0,769.208,771.898,0.0,69.26,70.31,793.468,76.723,0.002,790.005,0.0,794.855,0.0,855.816,0.0,851.439,83.016,0.0,765.662,82.712,84.947,792.968,72.186,0.0,83.867,70.675,820.916,77.446,0.0,796.293,0.0,73.601,775.905,81.238,859.284,797.398,0.001,0.0,0.001,823.828,75.36,859.224,857.391,785.869,81.769,0.0,793.175,0.0,0.0,70.591,762.793,0.0,795.813,778.432,0.0,0.0,74.823,788.018,83.942,853.932,83.655,83.938,75.977,783.582,70.07,68.785,83.675,806.507,809.876,84.724
E_H2 [GWh],0.071,0.078,0.082,0.059,0.076,0.072,0.062,0.07,0.072,0.056,766.206,724.749,767.586,762.519,722.036,0.327,855.2,6534.534,6242.544,5789.669,0.061,7493.348,7566.485,0.063,733.406,727.993,5876.143,893.938,0.3,5832.234,0.073,5839.267,0.072,7955.07,0.084,7851.843,876.983,0.075,7459.098,1008.901,966.893,5867.042,781.898,0.078,1046.006,725.089,6542.177,951.563,0.086,5788.827,0.082,815.816,7645.713,847.377,8154.86,5784.907,0.087,0.079,0.085,6514.691,855.236,8147.898,8043.564,5792.516,975.768,0.088,5878.301,0.065,0.077,721.07,7397.22,0.07,5810.916,7647.087,0.069,0.068,759.213,5807.919,1047.313,7901.286,903.5,1047.227,867.077,5773.159,735.511,731.64,1039.304,6249.298,6352.516,954.962
avail_onwind [MWh],158526139.979,132570459.512,153258927.651,134881488.846,133596063.961,161986147.131,162365242.768,162018285.24,162565147.629,140474010.293,340312429.991,347570371.847,340190626.615,339818311.236,343982607.224,163014593.503,342695208.066,854727626.329,853889002.273,950104864.64,136968463.766,980984667.175,980005321.517,142881456.048,403953316.089,398777979.489,840507953.812,409288029.505,163062871.458,842905047.144,160810662.723,966906790.975,152434446.826,850782938.779,135454579.932,858470953.667,340002179.484,163313463.919,981799412.719,390743182.186,333371096.539,971003895.355,410190157.221,138074091.833,385555998.209,392382434.937,852760208.043,407049542.762,142744856.443,955434506.879,164052845.711,409823446.363,980021674.448,343860871.428,844332878.349,949245763.565,149937133.767,136331080.873,163465112.49,852264023.316,409916069.879,844711876.894,847313834.776,846239239.066,393732718.739,155346288.071,840862892.506,136996556.858,134978053.797,391526080.807,982492000.257,159396194.761,961907057.406,980048193.604,164166316.383,158827378.488,340661129.039,844872795.604,385482327.083,854335075.674,337132603.526,385496598.028,411347944.038,847183728.701,402345765.858,405206207.733,387385365.889,855568039.184,854734704.277,333834473.28
avail_offwind [MWh],284655106.947,276004085.517,284592548.584,298947401.529,275785609.903,299422341.42,242515486.647,239493702.345,238588465.623,273512090.61,349194666.496,344102426.768,349183938.73,349422979.767,347459165.695,239823845.842,368401468.266,456905642.466,464568540.792,525353827.258,291775403.92,558886008.79,559147098.656,273898347.154,375491292.573,374165195.153,646862398.759,385377375.036,299009583.986,648629166.107,299672584.65,523533966.53,284394170.332,521170989.919,295641438.03,524131546.582,367264269.355,237711709.577,559459234.19,377187104.057,366929449.375,522461600.029,387985260.42,274179011.72,379020835.08,374023527.237,455410678.552,385568354.948,271990703.665,524293104.763,299426932.186,386086849.12,560245259.979,369543678.77,520065298.138,526018797.014,283880218.798,293122947.609,237288406.251,455238082.093,385929924.202,519974534.152,522207228.617,652014064.738,376195664.82,284490419.697,646785579.333,291682430.708,300719035.102,373940909.483,561553456.711,299858719.836,523609267.528,560606039.984,298936380.278,285278008.494,349313012.882,650272856.658,379041141.047,522200700.789,366781583.406,379037155.235,385634706.296,654564334.072,374746142.213,376072041.418,378466161.463,462316437.866,460129180.978,366947159.167
avail_solar [MWh],289039485.599,332848607.152,292387297.567,303830399.689,331943659.453,275650767.821,340676205.979,342861638.818,343120092.284,327686808.445,613037392.552,616065660.255,613091803.156,613405390.212,614616786.654,342125711.805,607071889.094,1156991969.642,1155105003.78,1017816187.115,308941227.218,935362938.132,933682837.949,325380298.144,542888070.729,544843495.58,962916210.392,518036287.327,275421898.215,962216791.375,276266642.699,1008888315.744,292868136.344,1124535412.838,306252577.005,1118994573.016,609325736.75,343458580.755,937386702.266,525475950.187,613148948.329,1008115040.656,518598015.849,329478108.927,527106741.806,548126137.953,1158330121.742,518307167.75,327021821.607,1015547425.781,275311203.652,519624060.042,929404773.221,606259851.505,1125968363.385,1017849463.817,295576388.754,308097072.736,343892889.023,1158187051.168,518772536.76,1125837648.651,1124406605.064,958464820.803,524940922.47,290881092.331,962935260.08,309015440.976,302334942.15,548371725.238,937896151.954,277247591.194,1011711935.069,927551119.014,275026804.178,288678650.139,613700900.141,960103148.459,527133189.275,1122695653.279,610987822.845,527144688.059,517269194.974,955833399.837,543197318.553,543057344.912,526407504.785,1154731510.765,1155770706.747,612866968.179
used_onwind [MWh],145490264.776,113396197.973,138230343.994,115906239.208,116308149.842,144483624.697,143052337.753,139760609.29,138590869.528,128303151.208,317379068.215,329736426.112,317284398.025,318739731.384,325626917.135,143216906.757,324293481.604,820160155.226,822913930.421,914222332.984,115346015.422,959220131.878,956749650.072,132226124.851,380275195.959,374092936.945,802218154.892,390919217.739,146807630.184,804983728.51,142069255.277,931796819.971,136899199.977,822657461.985,115626134.703,832090200.422,321260122.182,137731317.652,960169709.799,365766707.273,311876577.74,937482292.694,394517242.461,123918129.584,360092737.554,367381284.523,816635237.922,387821190.485,131589307.552,918964439.565,149582735.114,393204319.152,958597131.606,326029876.702,816187168.215,913722337.544,131224188.06,115432356.978,135300363.402,816007426.654,392781128.287,816514243.889,819381031.259,808300613.849,368720661.962,141173341.166,802795052.159,115309519.108,117115326.385,366278544.806,961253782.554,138675857.502,926381504.098,956325095.291,148423824.611,145950658.399,320980866.86,807029238.714,359967183.326,827419087.75,317787939.869,359947206.301,393393511.087,809841880.232,377568600.319,381784085.866,361801800.926,824095832.445,822142557.6,312709859.381
used_offwind [MWh],274689501.981,259239375.733,273822914.505,284412483.787,259154115.445,287144286.671,229272822.324,225765659.744,224688380.46,259573214.6,340416975.998,336556736.602,340475989.268,340649438.579,338909895.155,226805774.832,358268087.624,439482365.042,447306792.634,505631002.972,277542607.657,542040583.756,544980271.774,260850241.352,363485587.3,364924087.816,630536143.564,377934327.808,287003831.682,631288734.411,287093116.636,505547244.657,273663447.29,507683716.475,281148376.91,508791534.362,358020930.037,223753221.447,542744426.7,367651970.434,356970423.581,502611061.914,379179423.548,258911658.916,369034955.06,364644978.216,440950134.379,378070684.13,258951051.576,507364972.732,287871011.413,378939284.29,541818177.641,360223708.95,504443083.059,506175385.925,272474053.562,278685353.43,223331092.431,437693773.334,378761497.638,504478352.944,508430111.254,634123950.199,365306084.748,274039001.677,629620025.801,277468365.012,286128888.701,364579864.286,544557328.709,287068436.579,506426960.291,545633673.313,287170841.416,275389813.534,339044681.069,633296998.997,368973175.467,506617696.64,357169615.262,368910611.117,378270780.145,635568962.472,365120892.067,366584605.748,368085764.826,445094813.084,445245411.218,357378524.291
used_solar [MWh],282839373.891,322976617.545,285875122.069,295827839.491,322168833.508,269029294.367,331890372.205,333966759.205,334232180.235,318842858.788,603084406.795,606363100.914,603054514.775,603732719.797,605412974.766,332865479.523,594230492.67,1138821394.848,1137849008.552,998656441.702,300646041.413,921181317.729,918642126.143,316956322.52,533148024.277,533782723.326,948461002.498,507715987.337,268672202.784,948390779.988,269572443.848,989610508.477,286324308.845,1100398738.144,298122317.051,1095859390.866,596003809.486,334539980.596,923205414.855,518413477.701,599454370.422,989535283.007,509819485.212,320171820.848,519789879.727,537174762.738,1138843738.885,507652854.603,318457110.287,995856098.201,269022956.343,509844966.406,915210787.707,593173073.477,1101879780.396,998723454.193,288838613.315,299817676.529,334954318.536,1139765441.898,508785912.495,1101743642.971,1100269082.729,944964015.681,518997578.375,284516614.973,949052996.895,300711778.342,294347328.012,537212709.269,923807541.808,270540855.625,992196754.928,912342712.833,268659221.677,282434090.856,605286270.47,946165554.797,519831742.647,1099184591.272,597542768.572,519899611.065,507204688.521,942999255.33,532476545.176,532299784.12,519527781.128,1137161181.844,1137118666.446,599130211.755
