,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
gas_OCGT_gen [MWh],42715289.4,24053707.2,32258498.1,34756324.2,34724878.2,42411253.8,35839728.3,32146941.3,24282657.9,32374357.8,32317231.5,7013676.9,8588453.4,8132701.8,5924217.3,42721823.4,31803807.3,8351554.2,10570379.7,32461378.2,13735056.6,6244181.1,8165472.6,7766370.6,8328540.3,32137054.2,7404210.9,11468970.9,35455707.3,13582731.9,6892115.7,9970580.1,7620809.7,4413246.6,42721836.9,3710169.0,35822852.1,9215867.1,9866275.2,10632004.5,7554768.0,12373085.1,23433904.8,32147552.7,22423801.8,6157125.6,9965322.6,4890848.7,42909779.1,8537334.3,10226921.4,11028206.1,10060878.0,6072986.4,11081889.9,8150174.1,22200384.9,12445142.1,8908670.7,31850630.1,31864613.1,3979027.2,7574575.5,12070645.8,6628137.3,5316167.1,32191356.6,7675059.3,31831144.8,10065157.8,34984518.9,7522623.6,5689125.9,41791671.0,11254830.3,5683418.1,10048931.4,11084261.4,24283608.3,6077053.8,8615971.2,6602056.8,9909916.5,6000761.7,9992464.2,6299822.7,5617347.9,7695187.8,13126517.4,9052834.8
gas_CCGT_gen [MWh],154447488.3,180846873.9,169239853.5,165706500.0,165750897.6,154877839.5,164173943.4,169398066.6,180522985.8,169076187.0,169156995.6,14347944.0,593625.3,14351892.6,551698.8,154438397.4,169883530.5,14426190.0,1770358.2,168953245.5,2494965.6,1588715.7,7453650.6,581957.1,10044025.5,169411773.9,15400650.6,2042284.5,164717167.8,2565585.9,576303.6,6964340.4,1764197.7,389289.0,154438179.9,246253.8,164197960.5,7208784.9,9789950.7,15362341.2,15403509.3,15180302.7,181723742.7,169397094.9,183152656.2,15220213.5,6970069.5,365188.2,154172190.3,583130.4,15098828.4,604373.4,9766337.7,406506.0,617983.8,14409794.7,183468698.7,15260399.1,590274.0,169817336.7,169797295.2,353340.0,1755446.4,15050020.2,14396654.7,451944.3,169334916.0,1750680.9,169844615.7,9763907.7,165383781.6,15400200.6,938704.5,155753952.9,15268938.9,410661.6,9762792.0,618446.4,180521448.6,406405.8,7404889.8,15410337.9,6963034.5,562509.6,1723475.1,15714919.5,1377724.2,14214289.5,2404160.4,10114241.1
coal_gen [MWh],128.1,127.8,166.8,137.7,150.9,90.6,112.5,102.3,109.8,114.9,121.2,2050.2,1388.7,2363.1,226.8,101.4,93.0,2064.9,192.9,96.9,806.4,178.8,753.0,193.8,235.5,154.8,1685.1,755.1,128.7,1289.7,2385.6,1436.7,240.0,1270.2,140.7,1478.1,95.7,1008.6,1622.1,139.8,1027.5,1147.5,103.2,114.0,109.5,1809.0,1909.2,197.1,161.1,753.9,174.9,183.3,1832.7,263.4,2137.8,2180.1,110.1,1567.5,473.7,80.4,112.8,251.4,218.4,1468.5,223.5,207.9,149.7,228.9,109.5,1393.8,110.4,168.6,601.2,148.5,219.0,955.8,1087.2,1802.1,152.1,249.0,1563.9,2012.7,1474.2,213.3,213.9,1872.9,211.5,2106.3,1343.7,982.5
nuclear_gen [MWh],777.0,630.0,969.0,675.0,889.5,484.2,588.9,560.1,726.3,1020.0,777.6,81042.9,20985628.2,67998.0,21008934.6,764.7,561.6,59414.1,21995315.4,751.5,22100880.6,22995700.8,15690.0,21002778.0,20110.2,751.2,57903.9,21946930.8,782.1,22120408.5,21568147.2,27336.6,22499750.7,39191371.2,812.4,29983821.3,740.4,27887.1,215835.9,3597.9,39303.0,37430.4,729.6,657.0,674.7,59468.7,42097.8,20929700.4,786.9,21576191.4,5362.5,21514231.5,163171.5,45115083.0,21586732.8,93787.8,561.9,48128.1,20963697.6,450.6,696.9,34939796.4,22462589.4,16533.3,5301.0,20921456.1,965.7,22453229.1,664.2,123493.8,729.9,8154.0,21500156.1,614.1,4276.2,44439214.8,104483.1,21587451.3,757.8,45128264.7,24595.2,66479.4,32061.9,21326694.3,21947721.0,78792.9,21672135.3,73157.7,22102505.4,103099.5
gas_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,343573671.3,2944.2,346529489.1,522.0,-0.0,-0.0,346443641.4,339.6,-0.0,1589.1,382.8,344035556.1,378.3,351041503.5,-0.0,358714994.7,1275.3,-0.0,2734.2,5555.4,350111499.9,458.7,2633.7,-0.0,3129.9,-0.0,348822098.1,358269741.9,355687000.2,358884269.1,362274132.3,-0.0,-0.0,-0.0,352227635.7,350107664.7,469.8,-0.0,2347.5,353074339.5,440.7,358795965.3,720.3,4827.3,346546676.1,-0.0,362187416.4,1040.4,-0.0,-0.0,574.8,471.0,362101408.5,341247794.1,541.5,-0.0,507.6,-0.0,358802718.6,-0.0,358903256.4,1467.0,-0.0,359402004.6,2155.5,358827363.3,5402.4,-0.0,703.5,346409127.0,356527971.6,350055866.1,781.8,309.9,355012433.4,452.7,345495017.4,2622.9,354658598.1
gas_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,59698382.1,45014173.8,61021532.7,44051884.5,-0.0,-0.0,60502797.3,42150729.9,-0.0,49601160.9,57669141.6,46857366.3,44921624.1,59545387.8,-0.0,62386311.9,45646650.3,-0.0,49735911.3,66805684.8,49820986.2,59223273.9,56630684.7,-0.0,48582303.6,-0.0,49212410.7,62480858.7,50918336.7,62448185.1,52814156.4,-0.0,-0.0,-0.0,59292338.4,49815146.7,35495283.9,-0.0,67557214.8,49687044.6,68172873.0,62535120.6,57331226.4,68133364.5,60929224.8,-0.0,52744611.3,45247073.1,-0.0,-0.0,52676739.9,59265996.0,52799074.5,57347005.8,40282522.8,-0.0,59212501.8,-0.0,62529169.2,-0.0,62448659.1,49288717.8,-0.0,51860498.4,57589733.4,62557545.0,68143044.6,-0.0,57323925.6,47934683.1,62181805.8,49764742.5,65632526.7,39614335.2,60872804.7,53708358.9,60769926.6,48932500.5,61426919.7
biomass_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,18047.7,-0.0,3012.6,-0.0,-0.0,-0.0,374250.6,-0.0,4008652.8,116038.8,-0.0,2557.5,-0.0,-0.0,-0.0,1703704.8,-0.0,3999707.1,7882499.4,-0.0,88495.2,18821.7,-0.0,21840.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2629.8,-0.0,9065871.6,-0.0,10359864.3,-0.0,4839.6,10371205.5,-0.0,-0.0,-0.0,6244.8,-0.0,-0.0,4056.6,88866.0,-0.0,-0.0,2928.0,-0.0,87765.3,-0.0,-0.0,-0.0,-0.0,284975.7,-0.0,-0.0,16418.4,-0.0,10383676.8,-0.0,4533.0,-0.0,-0.0,-0.0,7034467.5,4408.8,-0.0,99927.9,-0.0,3534440.7,-0.0
biomass_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139712432.4,-0.0,139896915.6,-0.0,-0.0,-0.0,138822904.8,-0.0,134769192.9,139826365.8,-0.0,139771105.2,-0.0,-0.0,-0.0,137340107.1,-0.0,134779233.0,130448457.9,-0.0,139714394.1,139286487.6,-0.0,139631870.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,140234503.2,-0.0,129128403.3,-0.0,127685058.6,-0.0,139235126.4,127672555.5,-0.0,-0.0,-0.0,139710931.8,-0.0,-0.0,139476476.4,139713891.3,-0.0,-0.0,140055768.9,-0.0,139716100.2,-0.0,-0.0,-0.0,-0.0,140060118.6,-0.0,-0.0,139222776.0,-0.0,127658619.0,-0.0,139235451.6,-0.0,-0.0,-0.0,131394159.3,139238869.8,-0.0,140048253.0,-0.0,135298162.2,-0.0
onwind_gen [MWh],425953652.7,413165997.9,443916371.4,372093478.8,389719554.6,451170995.7,339912311.4,346223224.2,406135440.3,394033603.5,427028300.4,1121157279.9,2449006731.3,1102946189.1,2455667437.5,411387337.5,365208403.8,1099509770.7,2873466498.6,397984283.1,2869528583.7,2751278679.6,975344014.8,2451364703.7,1111910032.8,345966858.6,938276925.0,2867994364.5,348725249.7,2869248119.4,2450801832.6,951901306.5,2742549099.9,2409961818.0,411280490.7,2411570007.9,340386210.3,962337744.3,1082155904.1,1200190656.3,935424902.1,1166209373.7,421811286.3,346079171.7,431699828.1,957045799.2,951741056.7,2467808245.2,442438522.2,2448021819.6,1207231586.1,2449663383.3,1079784257.7,2408655600.0,2446542101.4,1101888012.0,435857332.2,1163707002.6,2447284901.4,353651449.8,452687703.3,2412999738.3,2741191973.7,1172865638.7,1136634597.0,2460123422.1,410666319.6,2742908596.5,369871677.3,1079970508.2,380696167.5,936250494.0,2750250607.2,456022164.9,1191299168.1,2408704245.3,1079658188.7,2447612431.5,406129798.2,2408444592.3,972397711.5,947404181.7,952259358.0,2451014082.3,2870448063.0,953716571.1,2747401860.0,1110421786.2,2870815666.8,1096482599.7
offwind_gen [MWh],861482265.0,671297534.1,815918517.0,776781072.3,774373723.5,857775588.9,777733738.8,832150451.4,670012739.1,817004420.7,819583540.8,1092338496.3,1320970226.1,1092723723.0,1320933681.9,860645759.4,832373040.3,1093881895.2,1624265923.5,818795374.5,1632658660.5,1520584846.5,1021587822.6,1313927053.2,1097939086.5,832684906.2,1072296302.1,1636720019.7,777603300.9,1634225402.4,1526187223.8,1021456110.9,1516879596.3,1897532228.4,860568874.8,1910892825.6,777628227.9,1020612009.0,1107045762.3,1128953447.1,1069470154.2,1132134372.3,670239102.6,832290818.4,673187467.8,1074594278.1,1021230913.2,1336551837.9,858196492.5,1521555138.0,1129925618.4,1513224578.1,1106137272.0,1880957016.0,1521390844.8,1094008606.5,672733483.8,1133615817.6,1316843237.1,834114745.8,816211432.8,1896904046.7,1518593187.9,1134200743.2,1085357082.6,1332167934.0,821019798.9,1516654173.3,833786159.7,1106995377.9,778883245.5,1066241243.4,1543990422.0,855935871.6,1127056646.4,1887919542.0,1104319456.8,1519165455.9,669878729.7,1881070864.8,1021398904.5,1072821877.2,1021355830.5,1519901888.7,1629972901.5,1073680542.0,1532900983.5,1092516093.0,1634237046.0,1106845610.1
solar_gen [MWh],808752697.8,1003615266.3,844287676.8,958781963.7,957229271.4,801789103.5,969056960.4,902105548.2,1004742797.4,866483556.0,851025016.5,1608323667.0,3416817336.0,1612826433.9,3416511814.8,812779490.1,896534695.8,1612988152.5,2763655721.7,864553074.6,2742522999.9,2992183070.1,1808026511.4,3419528826.9,1556875659.6,901949486.1,1797507856.2,2753914810.8,966535845.0,2743659678.0,3314043472.5,1809190818.0,2996562703.5,2850642877.5,812874243.3,2856525141.6,968878466.7,1809734191.8,1561981902.0,1516983400.2,1799141925.9,1525227844.8,1002191958.3,902105997.0,998800980.6,1795906485.0,1809294713.1,3401803579.5,805075746.6,3310357536.9,1514835723.9,3305240267.1,1562605909.5,2850878719.8,3303917910.6,1612555639.8,1000050609.9,1524302134.8,3418107982.5,897918156.6,838075712.7,2859185631.9,2996461364.4,1523666742.6,1606693689.9,3408912096.6,858974153.1,2996314833.3,895753836.0,1562086242.6,956557834.8,1800393584.4,2980247121.9,801869952.0,1521890352.6,2847980685.9,1563623286.0,3304126669.5,1004775961.5,2850898930.2,1806969978.6,1797071343.9,1809282495.6,3319288617.3,2765614056.9,1794201431.4,2989499556.0,1611240445.5,2745119266.2,1557044821.8
hydro_gen [MWh],512740821.3,511399391.4,516054978.9,510998949.0,511128666.0,512767304.4,511055921.1,513970188.0,511403670.0,515835018.3,515953455.0,513826535.1,510993001.2,513998385.0,511873792.8,512663610.6,513992107.2,513681204.9,513756034.5,515869452.6,513453492.6,514617023.4,511252862.4,511845320.4,516354542.7,513983384.7,510232107.0,513042953.4,510993367.5,513382403.4,510009629.7,510683527.8,514590326.7,515784816.6,512667113.7,515741996.1,511036146.0,510982194.0,515929279.2,513668352.3,510701529.6,513307000.2,511408970.7,513976539.3,511354599.6,510493091.1,510928049.1,511903337.7,512783014.5,511018194.6,513712989.9,511267095.0,515794510.2,516273924.6,510157369.8,513649767.3,511374685.2,513127914.6,511521270.9,514004809.5,516080117.4,516344573.1,514601200.2,512715054.6,514621665.0,511913165.1,515915651.4,514577854.2,513982281.0,515587131.9,511097101.5,511273956.0,514404263.4,512814225.3,513648495.3,515839858.2,516005614.8,510510472.8,511398879.6,516306489.3,510999523.8,510367328.7,510811677.9,511406908.8,513741037.5,510306962.4,514611121.5,513899043.9,513316188.6,515625371.1
tot_gen [MWh],2803.749,2801.855,2819.426,2816.936,2830.626,2818.349,2795.695,2792.341,2794.672,2792.761,2812.941,4758.945,7912.336,4751.144,7916.065,2792.388,2806.162,4748.404,7989.683,2796.568,7983.678,8006.491,4722.367,7910.36,4708.9,2792.468,4762.021,7990.655,2801.941,7986.095,8034.922,4709.76,8000.972,7912.96,2792.286,7916.07,2795.877,4717.783,4704.86,4791.532,4758.79,4778.719,2808.258,2792.345,2817.876,4770.718,4709.722,7919.613,2813.189,8027.113,4792.982,8018.459,4702.816,7904.003,8021.189,4750.791,2822.917,4776.659,7908.831,2797.697,2822.324,7915.992,8001.19,4784.569,4761.544,7919.777,2806.003,8000.836,2811.416,4703.11,2825.417,4758.138,8005.956,2821.685,4790.805,7906.915,4702.09,8020.606,2794.566,7903.97,4721.791,4768.172,4710.066,8033.25,7991.163,4769.606,8006.257,4754.895,7987.707,4708.343
cap_onwind [GW],149.44,178.029,184.945,132.554,137.406,152.683,126.531,129.645,178.392,173.73,180.353,418.135,978.539,415.335,980.035,148.892,132.476,414.626,1008.602,174.149,1008.789,1014.639,397.247,979.167,494.009,129.618,347.706,1009.563,127.475,1008.093,907.734,396.1,1013.074,1084.271,148.896,1084.195,126.56,395.767,487.755,425.279,347.341,421.459,178.644,129.646,179.844,350.077,396.101,983.143,151.708,907.046,425.832,908.849,487.515,1082.925,908.277,415.193,179.847,421.07,978.083,130.198,187.723,1083.856,1012.393,422.087,421.871,980.336,175.971,1013.182,133.601,487.511,134.534,347.291,1013.942,153.175,424.391,1083.631,487.537,908.469,178.441,1082.917,397.014,348.137,396.241,905.656,1006.114,348.993,1011.883,416.339,1009.334,490.478
cap_offwind [GW],200.368,175.576,212.7,193.211,190.634,198.048,195.115,204.096,175.374,214.791,214.396,265.634,337.817,266.257,339.23,200.373,203.289,266.113,366.842,215.125,368.932,365.851,266.438,337.728,293.507,204.171,265.217,367.995,194.927,368.686,367.968,266.68,365.309,472.521,200.37,475.233,195.122,266.483,294.953,260.931,265.226,261.57,174.863,204.096,174.577,265.127,266.691,342.662,198.991,368.433,260.795,367.577,295.004,470.573,367.911,266.19,173.764,261.555,337.634,204.571,212.098,474.024,365.703,261.373,265.545,341.837,215.286,365.305,202.959,294.994,192.646,265.266,369.698,197.09,260.762,470.609,294.995,367.859,175.345,470.573,266.27,265.155,266.678,368.368,367.448,265.186,368.591,265.98,368.398,294.493
cap_solar [GW],742.657,892.827,807.637,870.441,865.792,737.327,880.016,848.144,893.466,828.649,814.299,1507.96,2999.684,1512.182,2997.722,746.485,841.107,1513.212,2490.421,826.762,2472.072,2764.835,1595.672,3000.534,1469.402,847.954,1620.672,2484.806,877.928,2473.729,2933.718,1599.908,2770.524,2669.286,746.503,2671.054,879.93,1599.17,1479.356,1384.333,1621.572,1395.189,891.495,848.144,887.596,1616.059,1599.888,2982.269,740.121,2932.418,1381.35,2928.511,1479.934,2666.535,2928.507,1512.471,887.436,1395.14,2999.288,843.854,801.436,2672.083,2770.427,1394.743,1501.831,2990.107,821.657,2770.042,838.985,1479.987,866.369,1621.361,2750.809,736.808,1389.759,2666.415,1479.917,2928.247,893.492,2666.533,1596.577,1619.858,1599.781,2933.626,2490.569,1616.355,2761.125,1510.748,2476.125,1474.045
cap_hydro [GW],142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191
cap_gas_OCGT [GW],64.707,55.538,59.905,75.79,64.526,57.642,87.608,58.918,57.685,78.131,66.047,16.579,64.862,19.849,42.573,66.752,54.389,22.258,37.202,76.37,63.83,24.165,33.384,57.52,25.264,58.879,29.199,43.112,84.894,59.927,30.146,48.477,34.756,20.058,66.763,17.616,87.546,42.112,33.787,25.142,30.456,35.976,52.677,58.917,45.86,17.976,48.442,32.595,61.143,37.849,22.693,48.127,34.686,33.743,48.392,20.152,41.798,37.509,73.266,57.318,55.597,17.786,34.49,33.597,14.864,35.138,69.93,35.291,52.186,34.698,68.727,30.162,19.977,54.953,28.433,29.63,34.649,48.38,57.713,33.786,36.495,22.466,47.938,26.657,34.283,19.296,20.401,18.616,54.762,29.518
cap_gas_CCGT [GW],36.65,40.57,37.021,39.922,39.489,35.277,40.006,42.888,40.724,38.801,37.66,7.972,0.441,8.101,0.403,37.069,42.654,8.141,1.39,38.674,2.078,1.385,4.926,0.43,6.014,42.892,9.577,1.657,40.044,2.14,0.372,4.707,1.559,0.33,37.072,0.226,40.01,4.857,5.879,8.053,9.58,7.873,40.582,42.888,40.782,9.359,4.712,0.268,35.66,0.361,7.863,0.372,5.867,0.33,0.386,8.149,40.789,7.912,0.437,42.908,36.795,0.314,1.551,7.817,7.938,0.324,38.492,1.546,42.446,5.864,39.484,9.578,0.809,35.24,7.973,0.335,5.863,0.386,40.728,0.33,4.956,9.596,4.707,0.378,1.36,9.745,1.219,7.961,1.998,6.05
cap_coal [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0
cap_nuclear [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.495,0.009,2.497,0.0,0.0,0.007,2.612,0.0,2.635,2.741,0.002,2.497,0.003,0.0,0.007,2.619,0.0,2.637,2.569,0.003,2.678,4.735,0.0,3.567,0.0,0.004,0.027,0.0,0.005,0.005,0.0,0.0,0.0,0.007,0.005,2.478,0.0,2.575,0.001,2.566,0.021,5.478,2.575,0.012,0.0,0.006,2.492,0.0,0.0,4.188,2.673,0.002,0.001,2.483,0.0,2.672,0.0,0.015,0.0,0.001,2.539,0.0,0.001,5.394,0.013,2.575,0.0,5.479,0.003,0.008,0.004,2.532,2.593,0.01,2.564,0.009,2.635,0.013
cap_gas_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.708,0.002,75.685,0.0,0.0,0.0,75.732,0.0,0.0,0.001,0.0,80.248,0.0,84.863,0.0,86.378,0.001,0.0,0.001,0.003,81.874,0.0,0.001,0.0,0.002,0.0,81.407,86.431,81.711,86.461,83.507,0.0,0.0,0.0,84.262,81.875,0.0,0.0,0.001,80.865,0.0,86.541,0.0,0.002,75.713,0.0,83.497,0.001,0.0,0.0,0.0,0.0,83.42,74.001,0.0,0.0,0.0,0.0,86.544,0.0,86.458,0.001,0.0,82.673,0.001,86.54,0.003,0.0,0.0,80.771,85.56,81.861,0.0,0.0,84.803,0.0,75.351,0.001,85.69
cap_gas_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.308,75.057,69.966,74.473,0.0,0.0,69.337,65.881,0.0,76.171,80.397,56.688,75.444,66.646,0.0,70.856,70.21,0.0,76.481,93.879,60.454,82.27,89.204,0.0,74.061,0.0,59.521,70.071,62.355,70.974,63.444,0.0,0.0,0.0,66.8,60.45,55.448,0.0,94.982,61.582,95.788,70.161,89.072,95.718,69.844,0.0,63.359,75.354,0.0,0.0,81.626,82.332,63.495,65.571,65.99,0.0,82.233,0.0,70.153,0.0,70.969,67.978,0.0,62.922,90.081,70.196,95.721,0.0,89.053,57.913,70.929,60.404,92.823,62.63,69.204,74.671,69.56,75.211,68.923
cap_biomass_CHP_CC [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.0,0.06,0.0,0.651,0.017,0.0,0.0,0.0,0.0,0.0,0.274,0.0,0.651,1.36,0.0,0.013,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.593,0.0,1.839,0.0,0.001,1.841,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.013,0.0,0.0,0.001,0.0,0.013,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.003,0.0,1.844,0.0,0.001,0.0,0.0,0.0,1.202,0.001,0.0,0.015,0.0,0.574,0.0
cap_biomass_CHP [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.535,0.0,39.74,0.0,0.0,0.0,37.43,0.0,36.603,36.408,0.0,39.557,0.0,0.0,0.0,37.167,0.0,36.616,36.885,0.0,36.358,38.9,0.0,39.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.137,0.0,36.253,0.0,35.885,0.0,38.826,35.886,0.0,0.0,0.0,39.539,0.0,0.0,39.383,36.351,0.0,0.0,39.99,0.0,36.36,0.0,0.0,0.0,0.0,36.647,0.0,0.0,38.807,0.0,35.881,0.0,38.826,0.0,0.0,0.0,37.367,37.437,0.0,36.531,0.0,36.729,0.0
unintended_storage_cycling [%],0.025,0.058,0.013,0.038,0.031,0.032,22.847,38.439,2.755,22.644,0.017,0.373,0.441,0.929,0.04,2.735,0.07,2.037,0.003,0.034,0.28,0.013,0.102,0.064,0.023,1.427,0.941,0.013,0.074,0.229,0.191,20.91,1.089,0.262,30.452,0.103,0.97,0.143,0.804,0.007,19.351,0.249,0.045,24.435,0.032,0.178,11.823,0.025,0.032,0.144,0.007,0.599,25.952,19.628,41.918,0.509,0.029,0.678,3.077,0.118,0.014,0.027,0.421,0.102,0.038,0.026,0.013,9.17,0.06,10.873,0.037,0.368,0.037,0.028,0.007,0.683,44.15,30.548,31.604,49.8,0.124,0.235,1.055,0.023,0.002,0.182,0.016,0.386,0.106,0.238
sector,,,,,,,,,,,,T-H,T-H-I-B,T-H,T-H-I-B,,,T-H,T-H-I-B,,T-H-I-B,T-H-I-B,T-H,T-H-I-B,T-H,,T-H,T-H-I-B,,T-H-I-B,T-H-I-B,T-H,T-H-I-B,T-H-I-B,,T-H-I-B,,T-H,T-H,T-H,T-H,T-H,,,,T-H,T-H,T-H-I-B,,T-H-I-B,T-H,T-H-I-B,T-H,T-H-I-B,T-H-I-B,T-H,,T-H,T-H-I-B,,,T-H-I-B,T-H-I-B,T-H,T-H,T-H-I-B,,T-H-I-B,,T-H,,T-H,T-H-I-B,,T-H,T-H-I-B,T-H,T-H-I-B,,T-H-I-B,T-H,T-H,T-H,T-H-I-B,T-H-I-B,T-H,T-H-I-B,T-H,T-H-I-B,T-H
AL0 0 X Store,71.751,39.987,32.936,40.449,43.339,39.449,67.577,159.168,31.101,30.565,30.422,49.55,139.64,76.361,97.479,83.43,51.654,127.641,48.688,26.439,130.673,89.847,46.268,120.862,46.911,118.732,81.689,59.185,40.394,105.966,69.268,124.378,112.688,49.797,110.803,40.457,41.912,84.079,57.614,33.944,119.228,86.237,24.583,126.619,27.621,59.669,124.859,60.6,59.745,69.526,29.874,83.083,108.915,79.449,105.481,141.79,23.27,115.533,124.126,70.378,29.84,42.484,103.367,98.908,34.267,70.173,24.091,122.526,38.077,100.797,43.339,104.937,59.831,29.039,48.94,65.78,109.109,94.953,51.256,84.21,59.627,65.749,114.153,67.407,43.124,64.527,75.418,64.825,75.443,56.409
AT0 0 X Store,64.356,38.684,19.013,40.423,43.303,52.759,42.713,68.921,33.384,18.285,18.903,9.967,15.378,8.171,15.914,72.954,62.333,9.557,46.511,18.27,52.963,58.366,30.234,15.26,36.967,41.967,41.712,43.503,40.321,41.411,44.365,41.917,59.05,28.188,88.789,36.829,40.547,34.511,29.705,40.518,34.911,20.748,29.798,47.383,31.157,42.337,31.291,29.047,52.994,39.521,43.531,41.075,33.896,39.307,53.604,9.933,33.593,22.336,16.535,52.793,21.946,33.696,57.701,28.466,10.086,27.785,18.275,81.099,66.053,34.005,43.229,38.24,66.923,52.523,34.327,29.528,36.666,46.539,44.065,44.93,31.66,42.634,32.377,45.031,46.598,43.117,66.62,8.153,37.239,34.789
BA0 0 X Store,78.925,40.89,20.362,40.351,43.365,58.49,72.334,159.885,31.134,22.943,19.452,86.087,124.643,85.058,78.566,88.719,71.68,124.993,54.53,18.38,142.361,90.161,57.165,103.86,60.46,128.03,93.641,62.708,40.437,119.37,69.019,131.781,108.342,69.336,113.902,46.853,45.5,95.319,73.686,82.995,116.529,111.786,23.443,129.055,25.382,56.97,136.133,49.851,73.882,69.0,60.147,89.298,115.925,91.242,109.957,150.53,23.922,122.078,117.222,94.227,20.973,55.524,97.385,163.146,72.595,58.943,18.394,120.243,69.683,115.953,43.346,108.782,61.68,60.864,108.594,80.182,113.887,98.894,52.401,94.519,73.521,58.007,128.145,65.095,51.627,57.022,78.52,98.789,87.093,63.349
BE0 0 X Store,54.199,35.418,27.84,40.327,40.327,52.831,42.405,60.156,32.123,18.301,19.778,12.169,15.852,6.889,18.022,62.111,62.216,10.383,40.144,18.269,32.254,32.179,41.428,15.465,64.721,38.256,29.09,34.183,40.339,27.435,25.966,51.798,35.427,29.635,89.654,34.356,40.583,41.412,55.863,42.704,20.458,21.124,31.642,40.147,37.149,35.329,44.96,29.911,49.188,22.587,45.178,25.435,61.108,30.29,34.157,8.265,40.237,20.204,17.123,49.307,28.873,34.458,33.711,33.313,14.324,25.916,18.306,48.497,63.912,58.854,41.089,26.342,32.764,52.906,31.658,25.102,65.982,27.746,46.194,36.986,41.424,33.146,42.251,27.702,39.918,34.528,30.199,8.128,27.554,58.971
