,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
tres,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
CO2 price [EUR],111.157,116.511,105.44,118.507,111.925,102.575,124.338,117.192,117.756,116.809,109.616,246.277,371.87,247.969,371.596,113.245,111.988,248.153,342.275,115.681,345.501,358.333,251.353,371.879,264.268,117.152,263.639,344.02,123.302,345.641,365.692,254.376,358.825,382.075,113.253,382.213,124.305,253.404,267.066,242.942,263.766,246.721,114.862,117.192,111.108,261.636,254.383,370.986,106.932,366.174,241.312,366.851,267.162,383.27,366.85,248.053,108.357,246.887,372.001,115.369,102.77,382.412,358.803,246.087,244.597,371.223,113.53,358.853,109.689,267.14,114.624,263.783,358.104,99.761,244.526,383.126,267.171,366.851,117.778,383.274,252.227,263.244,254.333,365.823,340.184,262.46,358.123,247.31,345.438,266.106
c_sys [bEUR],131.835,139.332,141.684,137.944,137.613,131.539,138.077,136.833,139.346,142.062,141.861,354.675,668.64,354.83,668.34,131.862,136.761,354.84,645.413,142.058,646.106,659.178,358.533,668.571,369.057,136.833,358.054,645.774,138.067,646.081,664.874,358.864,659.279,687.193,131.862,686.534,138.077,358.798,369.278,349.37,358.058,349.775,139.246,136.833,139.125,357.684,358.867,667.667,131.692,665.154,349.185,665.27,369.281,687.314,665.299,354.833,138.999,349.793,668.639,136.82,141.536,686.862,659.276,349.744,354.53,668.006,142.012,659.28,136.683,369.278,137.774,358.048,658.596,131.415,349.575,687.318,369.274,665.297,139.346,687.314,358.676,357.962,358.863,664.556,645.104,357.823,658.891,354.774,646.026,369.199
X Discharge,1.092,0.652,5.486,3.196,8.802,5.274,0.0,0.0,0.008,0.0,3.087,3.581,0.227,0.197,2.975,0.006,2.779,0.018,7.407,0.276,0.115,2.347,7.075,0.654,6.956,0.014,0.215,3.696,0.577,0.304,6.072,0.001,0.013,2.096,0.0,10.378,0.013,1.678,0.426,6.594,0.002,0.221,1.955,0.0,4.658,7.517,0.004,11.412,3.148,2.465,10.026,0.043,0.002,0.001,0.002,0.097,6.987,0.05,0.009,0.798,7.414,6.416,0.041,0.791,7.135,6.767,1.264,0.001,4.703,0.005,6.109,0.039,10.43,7.205,3.469,0.17,0.001,0.005,0.0,0.0,4.202,2.158,0.063,9.155,10.797,4.342,6.0,1.298,0.859,3.093
load_coverage [%],0.119,0.071,0.596,0.347,0.956,0.573,0.0,0.0,0.001,0.0,0.335,0.226,0.008,0.012,0.099,0.001,0.302,0.001,0.244,0.03,0.004,0.077,0.449,0.022,0.443,0.001,0.014,0.122,0.063,0.01,0.2,0.0,0.0,0.069,0.0,0.345,0.001,0.107,0.027,0.413,0.0,0.014,0.212,0.0,0.506,0.473,0.0,0.382,0.342,0.081,0.628,0.001,0.0,0.0,0.0,0.006,0.759,0.003,0.0,0.087,0.806,0.213,0.001,0.05,0.45,0.226,0.137,0.0,0.511,0.0,0.664,0.002,0.343,0.783,0.217,0.006,0.0,0.0,0.0,0.0,0.267,0.136,0.004,0.301,0.357,0.273,0.197,0.082,0.028,0.197
battery_load_coverage [%],1.967,3.023,1.334,3.047,2.455,1.682,3.398,3.101,3.066,1.96,1.531,2.743,4.606,2.782,4.479,2.031,2.833,2.806,3.564,1.912,3.655,3.87,2.59,4.569,1.865,3.094,3.201,3.605,3.324,3.657,4.358,2.723,3.907,3.193,2.031,3.058,3.398,2.694,1.959,2.263,3.195,2.351,2.946,3.101,2.662,3.092,2.721,4.259,1.83,4.457,2.225,4.514,1.962,3.23,4.544,2.789,2.501,2.378,4.605,3.008,1.22,3.094,3.904,2.339,2.647,4.374,1.777,3.908,2.626,1.964,2.71,3.183,3.719,1.537,2.294,3.233,1.957,4.535,3.067,3.23,2.659,3.188,2.718,4.257,3.52,3.151,3.81,2.764,3.65,1.924
G_discharge [GW],2.889,2.911,24.562,13.462,27.821,13.606,0.003,0.001,0.046,0.005,16.383,17.192,9.942,7.408,36.609,0.017,6.556,1.361,55.728,2.299,9.62,20.694,23.426,17.587,16.708,0.068,1.997,41.067,2.911,14.804,38.007,0.036,0.695,21.158,0.001,50.104,0.062,8.565,1.414,25.35,0.064,6.932,6.54,0.002,15.307,23.491,0.086,71.087,8.444,21.366,31.949,0.682,0.019,0.032,0.085,5.877,20.967,2.576,0.756,2.257,30.445,41.038,1.714,11.057,26.081,55.564,9.983,0.144,10.203,0.027,22.226,0.644,52.517,17.546,18.833,5.633,0.009,0.141,0.002,0.006,17.372,10.432,0.78,46.878,65.806,17.408,36.663,11.155,21.322,8.046
E [GWh],259.33,213.429,1419.662,1081.535,2284.931,1240.338,0.221,0.108,2.368,0.223,799.81,996.289,277.777,76.925,1389.909,1.629,796.215,12.34,3151.992,84.02,121.175,874.478,2138.061,503.63,1986.65,3.639,118.753,1790.656,234.638,238.504,2049.614,2.145,11.902,682.945,0.185,2745.183,5.013,718.419,161.633,2038.973,1.943,104.371,569.887,0.163,1214.933,1899.635,3.886,4469.321,738.281,910.844,2835.961,24.232,2.422,0.986,3.998,52.263,1666.118,35.227,12.396,249.623,1845.138,1783.868,24.162,280.552,1890.14,2923.568,375.53,2.086,1223.454,3.147,1811.243,22.356,3152.047,1619.417,1157.894,95.193,1.205,4.588,0.19,0.392,1547.389,766.847,31.383,2843.971,4176.52,1321.168,1911.211,408.084,494.645,1018.61
G_charge [GW],5.146,3.495,21.76,14.305,32.786,16.609,0.003,0.002,0.054,0.005,14.205,12.134,3.167,1.236,17.258,0.038,11.551,0.208,33.172,2.004,1.738,9.853,25.685,5.523,25.492,0.075,1.559,20.963,3.144,3.615,24.716,0.025,0.168,11.675,0.003,40.173,0.082,8.958,2.187,23.692,0.023,1.877,8.345,0.003,18.276,26.187,0.051,46.485,11.157,12.549,31.499,0.334,0.032,0.012,0.047,0.793,25.67,0.571,0.171,3.65,26.983,28.184,0.336,5.19,22.267,32.324,7.669,0.025,17.976,0.045,24.264,0.357,30.094,21.757,15.725,1.5,0.015,0.057,0.003,0.006,17.391,11.189,0.484,32.312,41.733,18.076,19.473,5.529,7.501,12.745
G_battery [GW],28.264,44.25,19.839,45.353,36.529,24.325,50.509,45.842,44.987,28.915,22.746,107.317,241.019,110.195,234.795,29.111,41.348,113.478,187.226,28.233,197.161,218.148,91.101,239.957,64.091,45.767,113.434,190.796,49.41,196.933,234.146,95.095,225.993,178.246,29.121,163.114,50.464,94.47,67.413,78.208,113.986,83.093,42.98,45.842,38.418,109.687,95.077,221.461,26.182,242.378,76.39,252.156,67.767,187.809,252.585,111.246,35.764,85.585,241.811,44.451,18.099,165.83,225.033,81.8,102.386,228.695,26.238,226.152,38.045,67.777,40.571,113.735,202.05,22.283,79.889,185.216,67.749,252.508,45.016,187.808,93.092,112.99,94.889,228.29,184.011,111.55,211.032,108.825,195.03,66.172
E_battery [GWh],162.11,249.628,108.003,252.579,199.161,136.167,284.802,260.093,253.756,161.792,125.062,589.278,1462.333,599.539,1415.449,167.525,234.819,609.459,1108.045,157.677,1155.419,1233.486,545.747,1454.955,395.766,259.646,659.638,1126.097,278.095,1153.478,1358.036,576.762,1260.819,1034.727,167.583,963.237,284.576,570.71,415.507,474.575,661.409,493.346,242.262,260.091,216.492,634.054,576.694,1324.689,149.554,1412.71,465.849,1454.413,416.776,1075.837,1455.651,602.831,202.085,501.042,1466.287,251.736,98.223,982.258,1257.908,489.1,567.632,1370.402,145.75,1261.451,215.89,416.875,222.023,660.711,1161.513,123.824,481.311,1067.636,416.758,1455.293,253.838,1075.818,562.084,656.789,575.908,1321.933,1088.824,648.579,1203.459,595.092,1145.34,407.533
G_homebattery [GW],71.525,80.045,75.046,72.281,70.307,70.254,74.063,73.179,80.958,77.798,76.067,19.169,14.297,19.686,14.184,71.982,72.62,19.933,12.317,77.518,12.416,14.563,17.474,14.208,14.513,73.18,17.643,12.417,73.797,12.495,16.91,17.703,14.549,14.316,71.979,14.189,74.052,17.843,14.677,14.291,17.583,14.46,79.194,73.179,77.666,17.203,17.694,14.185,70.923,17.041,14.283,16.858,14.657,14.285,17.012,19.707,76.271,14.541,14.272,72.817,73.461,14.408,14.538,14.457,18.888,13.994,76.847,14.544,72.126,14.681,71.231,17.506,14.327,69.541,14.338,14.309,14.601,16.955,80.949,14.288,17.717,17.591,17.68,16.633,12.317,17.414,14.457,19.597,12.544,14.63
E_homebattery [GWh],381.651,475.257,427.905,417.019,397.894,373.906,430.894,421.12,479.606,458.382,440.783,87.169,76.078,88.901,75.319,384.545,410.498,90.147,56.948,455.151,57.115,74.233,86.755,75.595,73.196,421.068,85.281,57.28,429.273,57.287,92.552,87.751,75.094,76.844,384.53,75.854,430.836,88.208,75.184,63.346,85.133,63.433,468.115,421.119,457.356,83.266,87.722,75.46,377.242,93.732,63.315,93.157,75.132,77.454,93.601,89.094,448.137,63.728,75.936,417.364,413.148,76.409,75.068,63.622,86.581,74.787,448.143,75.113,402.601,75.229,408.694,84.817,72.276,368.261,63.341,77.506,74.94,93.445,479.614,77.47,87.754,84.743,87.645,91.366,56.842,83.933,72.764,88.596,57.545,74.648
G_PHS [GW],56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7
E_PHS [GWh],1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69
G_electrolysis [GW],0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,67.402,822.351,70.669,816.159,0.0,0.0,70.596,765.438,0.0,779.16,793.995,68.746,820.945,75.069,0.0,84.728,769.14,0.0,778.544,854.334,75.686,797.294,789.398,0.0,778.437,0.0,74.125,83.214,70.895,84.964,77.246,0.0,0.0,0.0,76.694,75.682,803.124,0.001,856.149,68.523,859.231,83.95,793.36,859.116,70.686,0.0,77.408,823.886,0.0,0.0,783.629,797.392,76.734,64.988,808.947,0.0,797.496,0.0,83.934,0.0,84.914,785.992,0.0,73.893,793.176,83.989,859.182,0.0,793.363,71.589,81.681,75.592,853.979,764.101,79.892,790.06,69.442,775.951,79.161
E_H2 [GWh],0.081,0.07,0.084,0.075,0.087,0.071,0.076,0.054,0.084,0.072,0.074,668.72,6525.146,725.188,6490.036,0.08,0.053,721.915,7251.806,0.066,7685.851,5728.629,596.986,6542.273,796.676,0.071,955.153,7425.024,0.078,7670.084,7782.868,767.434,5785.878,5807.954,0.082,5714.838,0.067,736.357,1022.685,678.061,968.155,922.203,0.067,0.065,0.066,668.964,767.589,6091.525,0.082,8003.71,623.067,8147.806,1047.49,5868.116,8154.318,724.061,0.071,948.492,6518.856,0.052,0.075,5726.113,5784.944,894.307,637.46,6214.798,0.081,5789.822,0.074,1047.288,0.078,966.737,5592.324,0.084,783.848,5878.521,1049.171,8153.16,0.086,5868.36,645.594,816.554,766.081,7631.002,7117.936,755.994,5640.717,706.503,7638.664,882.277
avail_onwind [MWh],160809629.107,163314683.39,160843160.003,138878826.296,143909454.307,165150392.79,132549617.099,136996291.237,163412204.191,150022384.912,156430844.615,395903823.93,852673542.168,392386611.859,853297343.862,159220260.831,140138250.793,391614900.967,979544063.026,150519981.299,979620332.918,951629054.865,343381217.868,852842733.527,393208182.799,136968803.912,333827362.381,979374333.047,133596340.547,979769014.278,844340761.438,340193291.818,949996490.053,841078756.866,159221915.32,841158507.998,132582512.325,340639610.501,385863589.853,415124705.896,333376518.855,407911791.704,164004934.641,136996676.536,165153938.031,336984788.072,340193829.255,855522129.045,163775519.02,843389079.518,416779684.087,844720725.409,385497847.409,840399303.883,844176783.857,392234111.662,165278883.372,407199556.384,852534268.672,137648574.537,163400567.078,841075795.609,949242854.261,409290978.554,400177995.347,853506135.788,152433916.89,950096318.893,141376844.825,385495850.869,140980043.42,333373634.767,950187939.879,165850652.718,413055460.145,840872299.308,385516605.981,844374162.135,163462075.048,840394419.655,342590992.265,334612383.969,340322259.223,843235591.447,978791159.891,335880632.632,948858520.919,393748060.706,979861799.893,389175760.054
avail_offwind [MWh],299675360.791,237709413.983,281391402.516,273724518.016,270633019.876,296972486.556,275975959.681,291682645.025,237329815.46,283771780.992,283369073.75,373148182.161,455431794.137,374049187.706,457484368.114,299837836.119,290955247.278,373898428.136,556987853.152,284142317.112,561046036.651,526252349.743,348957103.201,455329815.334,377118565.195,291775281.522,366946429.854,559085660.055,275787241.034,560652444.718,520519151.581,349185959.696,525387276.374,649636378.395,299833592.602,653527038.235,275990230.179,348933798.74,378981400.853,384792127.508,366960913.852,385676879.269,236972689.267,291682921.118,236711205.559,366985974.869,349200038.848,462374591.534,297966247.286,521352719.052,384639699.677,519971134.561,379039926.65,646744926.548,520462005.135,373968140.543,235765665.924,385661260.427,455186760.307,292189761.81,280753461.039,651829343.096,526019465.859,385372891.817,373017867.898,461227054.237,284392943.709,525373506.614,290727453.415,379027014.242,273081142.676,367025571.919,532272561.643,295853110.02,384427671.695,646801587.203,379031986.878,520386626.412,237292517.22,646744289.174,348668169.227,366891682.74,349183981.877,521089407.319,557982469.196,367025186.491,530550848.061,373618310.536,560136743.843,378374864.034
avail_solar [MWh],276264876.873,343460240.743,287425698.047,328663996.681,326728635.384,273367385.252,332892110.311,309015502.023,343880035.117,295596146.974,289935035.052,546520183.621,1158087904.559,548110456.884,1157389797.727,277667725.08,306536246.284,548407187.711,935087679.454,294858381.5,928426014.226,1016254682.583,611237241.16,1158237811.501,523789608.938,308941496.765,612869751.766,932598953.957,331941754.969,929084111.076,1129568217.911,613092223.906,1017902125.644,964133447.496,277674150.122,966702423.563,332853837.419,612718859.125,526961152.712,514226643.334,613118477.017,518312431.592,342722625.968,309015368.533,341136432.558,611312474.636,613083178.197,1151954829.488,274809113.73,1127767688.998,513256812.765,1125833595.801,527131571.113,963044326.298,1125789604.011,548196807.961,341034435.074,518347921.996,1158050688.93,307425856.371,285147932.977,966330323.837,1017849473.518,518042332.759,544494725.523,1154631810.711,292869851.004,1017808365.628,305882596.288,527146953.96,326945314.057,613080786.969,1012291213.55,273110484.895,516235422.553,962907191.894,527131799.195,1125688596.004,343891921.16,963043217.324,611651299.101,612584626.515,613039415.385,1130855812.941,935846178.068,611309595.886,1015256903.297,547546107.827,929747126.517,525221290.031
used_onwind [MWh],141984550.855,137721999.329,147972123.803,124031159.561,129906518.184,150390331.853,113304103.771,115407741.42,135378480.087,131344534.473,142342766.808,373719093.325,816335577.137,367648729.721,818555812.517,137129112.452,121736134.632,366503256.853,957822166.215,132661427.674,956509527.863,917092893.245,325114671.572,817121567.898,370636677.611,115322286.195,312758975.034,955998121.456,116241749.872,956416039.76,816933944.231,317300435.522,914183033.342,803320605.999,137093496.893,803856669.252,113462070.089,320779248.059,360718634.748,400063552.118,311808300.667,388736457.883,140603762.135,115359723.947,143899942.745,319015266.448,317247018.854,822602748.384,147479507.356,816007273.249,402410528.656,816554461.08,359928085.895,802885200.043,815514033.822,367296004.046,145285777.439,387902334.23,815761633.763,117883816.563,150895901.15,804333246.131,913730657.918,390955212.895,378878199.0,820041140.677,136888773.182,914302865.463,123290559.147,359990169.367,126898722.504,312083498.0,916750202.406,152007388.333,397099722.688,802901415.12,359886062.907,815870810.534,135376599.398,802814864.072,324132570.451,315801393.862,317419785.986,817004694.075,956816020.951,317905523.688,915800619.958,370140595.374,956938555.573,365494199.854
used_offwind [MWh],287160755.032,223765844.681,271972838.997,258927024.106,258124574.471,285925196.276,259244579.624,277383483.83,223337579.743,272334806.887,273194513.551,364112832.119,440323408.666,364241241.041,440311227.324,286881919.771,277457680.144,364627298.361,541421974.515,272931791.523,544219553.483,506861615.505,340529274.217,437975684.444,365979695.484,277561635.444,357432100.681,545573339.891,259201100.314,544741800.812,508729074.57,340485370.316,505626532.138,632510742.818,286856291.601,636964275.243,259209409.315,340204002.963,369015254.078,376317815.712,356490051.351,377378124.127,223413034.196,277430272.783,224395822.615,358198092.749,340410304.392,445517279.296,286065497.472,507185045.985,376641872.776,504408192.694,368712423.978,626985671.963,507130281.59,364669535.538,224244494.63,377871939.235,438947745.74,278038248.557,272070477.646,632301348.895,506197729.303,378066914.445,361785694.195,444055977.978,273673266.324,505551391.099,277928719.893,368998459.283,259627748.49,355413747.764,514663474.001,285311957.207,375685548.823,629306514.025,368106485.557,506388485.322,223292909.92,627023621.607,340466301.51,357607292.378,340451943.542,506633962.898,543324300.539,357893514.0,510966994.483,364172030.959,544745681.989,368948536.704
used_solar [MWh],269584232.607,334538422.078,281429225.579,319593987.945,319076423.754,267263034.546,323018986.765,300701849.431,334914265.79,288827851.975,283675005.46,535677828.867,1138901198.122,537167785.226,1138808958.813,270926496.654,298844898.568,537223977.415,920927648.809,288184358.241,913860906.547,997254902.225,602627366.386,1139815046.252,517997702.696,300649828.75,599130307.797,917664771.746,322178615.007,914235546.756,1104661630.623,603011796.783,998746361.215,949987864.945,270958081.145,951968310.652,322959488.851,603193873.875,519776465.35,505434632.582,599678130.439,508185045.274,334063986.136,300701998.998,332933660.213,598590549.347,603044807.702,1133901977.558,268358582.202,1103445318.059,504738966.869,1101744791.364,519999813.522,950066954.202,1101288049.627,537080283.741,333350203.26,507894450.555,1139337602.886,299306052.193,279358570.922,952852840.814,998712535.775,507636322.059,535153092.327,1136272951.209,286324717.698,998666711.85,298584612.001,519830191.048,318852611.63,600099252.945,993242764.401,267289984.037,507065716.743,949101413.558,520345611.785,1101358848.587,334925320.471,950073721.978,602273436.773,598980017.024,603042145.965,1106426789.847,921583115.893,598022204.965,996338665.504,536645846.031,914727852.563,518084391.018
