,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
G_PHS [GW],56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7,56.7
E_PHS [GWh],1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69,1407.69
G_electrolysis [GW],0.0,0.0,0.0,0.0,0.0,0.0,75.683,61.212,53.768,77.448,782.613,797.37,847.111,67.774,76.732,71.12,797.501,859.282,793.451,74.837,0.0,67.077,62.905,0.0,0.0,820.927,0.0,0.0,761.93,0.0,787.47,70.598,83.942,80.236,789.403,84.718,755.323,0.0,778.48,0.0,0.0,850.99,84.948,0.0,0.0,0.001,0.0,75.77,755.163,859.225,62.868,778.459,804.605,0.0,83.966,77.48,0.0,823.833,53.474,0.001,0.0,775.341,793.36,0.0,853.47,83.99,0.001,768.349,0.0,794.005,0.001,797.501,747.155,0.0,56.489,84.956,0.0,769.778,0.001,793.19,70.237,75.591,63.287,80.087,70.675,71.144,859.282,775.905,823.831,70.599
E_H2 [GWh],0.074,0.054,0.076,0.065,0.076,0.077,767.652,542.921,492.011,953.544,5718.372,5785.425,7270.359,521.093,893.909,655.382,5789.522,8154.941,5876.302,595.884,0.049,663.255,597.74,0.072,0.075,6540.14,0.082,0.07,7139.315,0.078,6019.536,721.158,1047.322,881.615,5684.235,954.564,5305.913,0.078,7645.986,0.058,0.065,7521.842,967.213,0.065,0.059,0.078,0.065,769.777,6982.779,8147.911,596.178,7646.675,6185.313,0.075,1047.986,953.926,0.067,6514.436,422.108,0.082,0.055,5549.228,5868.666,0.082,7776.479,1049.013,0.084,5523.393,0.076,6024.038,0.087,5789.71,6892.744,0.074,539.856,968.526,0.076,5467.567,0.08,5879.129,672.341,766.051,511.051,768.555,725.213,684.694,8155.012,7645.713,6514.617,721.144
avail_onwind [MWh],165671222.761,136968577.182,169115959.134,150682779.806,167150227.407,163466387.915,340198085.237,424898331.297,428067149.833,406769805.088,845745166.033,949251589.913,855574456.339,345152844.623,409268596.847,344549494.566,950098527.838,844341649.426,840473702.952,341178138.56,150024010.606,402749216.271,405996462.544,168839766.661,145500744.371,852779244.062,132548699.527,160808728.648,982890774.107,133595896.915,872647371.561,391532176.505,385491033.838,390553303.28,958933436.655,333850931.633,856343544.716,144266329.736,980118430.922,136995891.773,162720257.496,853723822.404,333364488.231,171015643.97,136995912.206,163473004.661,159222167.554,340259522.565,988386594.266,844710875.175,415261612.572,979982533.38,853705134.929,163315368.698,385496240.498,406841616.08,171261419.758,852264129.222,356672846.549,132548704.522,159222617.722,966600505.934,840398229.388,150024061.883,849098019.457,385513891.775,172592283.777,849229296.664,140836190.583,864336862.403,148437701.646,950099312.508,993609238.881,152435705.853,419171786.415,333356851.043,148177413.678,966769308.354,169808553.068,840876971.144,417771089.943,340313736.032,351145647.552,337617916.132,392351942.574,401345003.5,844340214.271,980021674.448,852263972.483,391522898.084
avail_offwind [MWh],296686643.151,291776169.281,281771183.958,267005733.399,237479569.225,237284549.731,349191068.466,387563941.369,390667424.464,385766486.536,652467977.539,526073782.628,526202875.591,370900917.276,385391857.812,349444097.056,525362272.958,520061592.956,646869010.812,369973004.337,283775383.214,374250233.75,379398854.628,294626347.161,292680587.715,455392423.355,275978723.146,299675276.472,556876170.879,275786920.234,469384506.684,373924509.872,379036666.73,378227054.371,529370607.903,366932969.087,657647118.039,271316714.937,560510658.306,291683882.402,282937264.831,523720980.934,366936334.925,294533716.422,291682658.3,237278284.82,299832874.999,349163479.035,560601102.908,519978760.549,374524744.255,560681400.516,464331072.174,237707660.577,379040830.122,385705589.942,239504777.938,455239069.839,349915276.975,275977659.784,299833665.532,531657790.396,646743010.019,283772129.723,519985245.6,379030816.046,281518199.562,657121179.573,293328167.357,469664807.926,292176976.515,525362023.353,563684803.575,284392788.908,375850170.956,366981461.375,268449919.217,532702950.738,237821627.608,646778716.766,386265780.387,349181071.307,350292811.828,367686606.594,374038825.821,377834883.987,520059649.89,560245259.979,455238592.047,373931324.367
avail_solar [MWh],273874997.588,308940420.783,280649551.202,324297532.366,339739936.139,343894724.931,613078721.583,509326850.495,505860693.757,518276313.876,961611007.384,1017790473.015,1123848334.525,608408788.975,518048631.295,610651933.24,1017816770.728,1125961218.241,962901252.998,608347582.032,295591284.431,542624028.034,516298387.476,272548399.315,301056516.725,1158285302.512,332889683.977,276266110.55,937278218.522,331942374.086,1136607716.413,548369541.906,527143609.114,525025385.026,1009849590.866,612867218.818,956949967.939,325573908.289,927604380.757,309014646.033,285513377.699,1124598382.807,613139976.433,271351257.805,309015675.471,343895550.942,277674431.268,613046600.489,932017681.781,1125833387.792,537575887.536,927540439.859,1152291231.17,343461762.625,527129086.831,518340912.219,333065188.766,1158189634.613,609527000.167,332890607.503,277673305.627,1005119872.104,963043475.908,295594238.19,1128499599.22,527126230.285,277489403.917,960654345.225,303856549.711,1141971640.06,298901803.157,1017810626.826,927106727.123,292868527.899,537960712.329,613112625.165,324801515.76,1003605245.648,335716862.442,962920665.627,513362724.813,613046760.246,609362801.918,610594024.185,548135262.986,519340665.964,1125963144.681,929404773.221,1158190694.859,548377387.23
used_onwind [MWh],152466091.844,115248120.489,158181392.294,139636516.435,147699110.013,135322709.312,317189829.991,412601416.904,417118073.846,387870817.337,809071401.831,912554638.37,830446623.837,330494889.914,390900184.561,327708662.24,914207306.473,815869370.197,802295049.724,325560886.956,131344096.821,381565659.342,387625855.295,157197444.902,129755629.482,816597219.057,113485252.812,141955725.697,961061886.265,116264986.26,843791322.883,366251402.68,360013002.912,367870227.789,926629832.804,312817689.624,822606831.314,132511717.62,956238699.509,115464906.514,150917454.989,828255688.341,311838274.664,159429582.554,115409774.927,135296739.11,137205281.793,316644370.089,967593614.519,816507169.411,396516809.412,956271037.095,822446620.368,137612948.109,359908876.699,387631172.67,155820147.672,815942693.852,342779126.887,113345159.713,137043231.731,936073663.176,802774016.702,131323510.734,822620190.098,359924223.08,162271476.116,814280273.922,123358622.748,835182920.123,133110013.346,914294807.758,971708324.099,136891338.276,400388023.049,311843235.472,137247170.677,936463447.35,153336830.524,802790816.091,403219633.338,317451889.606,336399457.202,320563255.638,367500885.011,381585908.716,816016870.584,958597131.606,816010617.795,366304201.538
used_offwind [MWh],285837189.308,277617487.034,274113886.948,257032680.626,225286530.05,223317028.551,340314622.854,381340958.65,385539753.21,376015103.068,632878648.251,508828880.176,513626825.163,363354096.654,378009558.513,341047947.973,505616771.908,504820375.828,630800170.685,361363692.278,272299998.426,365232349.51,370092425.901,285561926.019,281146506.358,439957726.578,259111605.809,287165735.361,541704034.608,259167541.081,454032326.876,364449002.045,369072846.285,366672438.488,509106254.286,357489473.476,640040915.318,258836290.054,545710535.182,277340363.825,273959268.467,509977264.083,357260105.478,286691050.083,277381593.852,223331751.336,286796751.504,338793512.103,546523912.674,504464542.475,363911399.771,545492175.798,447276231.295,223811830.428,368601482.545,377992312.722,229967046.583,437752363.951,342387128.723,259209101.894,286872800.836,513418606.423,627009088.713,272317035.042,505589664.572,368141495.819,274559144.627,638390481.842,279898103.782,453859562.994,282031457.308,505581018.06,553695035.691,273666170.364,366081347.701,355800525.012,257748061.162,516039181.003,227409942.485,628942681.398,379735778.792,340493008.66,341975443.301,358150778.164,364787614.748,368502866.441,504693882.782,541818177.641,437664077.177,364595906.306
used_solar [MWh],267751980.748,300659367.42,275222723.529,317468872.876,331334594.237,334946449.225,603100818.04,501118506.106,498794144.486,508536192.419,948521782.733,998057428.571,1101479098.741,597468281.168,507682148.608,601898053.887,998675485.142,1101872254.092,948199153.429,596823031.363,288852873.067,531969861.301,511299094.189,266908201.733,294136495.109,1139277484.415,322983657.846,269601171.102,923135047.934,322184355.381,1120921695.22,537417371.29,519783186.491,519044956.17,991055507.988,599072939.694,944761795.18,317422871.215,912337270.583,300693180.408,279662236.646,1101083990.638,599317258.463,266328883.538,300702570.749,334951476.338,270913738.755,604205287.743,917947771.65,1101743876.249,528974666.517,912431502.775,1134681677.58,334585791.974,520076378.136,507847500.908,326366772.985,1139751560.06,603212578.814,323013711.356,270976048.712,987202850.925,950085595.312,288854643.832,1104483897.564,520287638.687,272589773.354,947863192.486,296049678.211,1125473414.524,292637688.517,998655915.856,913647663.474,286327628.122,530091437.662,599956989.253,317430118.161,987432160.93,328380835.941,949390830.84,504093291.24,603006773.646,602147949.23,597764974.019,536997349.405,513629719.633,1101854925.556,915210787.707,1139779831.096,537211253.832
gas_OCGT_gen [MWh],42737575.8,32137460.7,29483939.1,32202621.6,21770310.3,24280618.2,9970871.1,9053057.1,8170421.1,12455655.9,4027390.5,7575009.3,3565863.0,4156975.8,12069033.3,8001180.3,7684685.7,11081915.7,6072255.9,5575860.0,32376436.2,6809265.0,5874294.3,41288943.0,30682412.4,7765220.7,35838913.5,42716862.0,10704171.9,35455866.6,913236.9,8460116.7,10063779.0,8817486.6,5454743.1,7405289.7,1939407.3,34013976.0,13637216.4,32146911.6,31861678.5,4474191.3,7551841.5,40997549.7,32147097.9,24280158.0,42721191.0,9972237.0,9051199.8,11028054.3,6121975.8,13645546.8,4468366.5,24053526.9,10055163.6,12451232.4,17315355.9,8917463.1,5439930.0,35839805.7,42721500.0,4709063.4,6077073.3,32375220.0,5960184.3,10049684.4,27390489.0,2847787.2,31489804.8,1899431.7,29756750.7,7685067.3,7135897.2,32191124.7,5699489.4,7558109.7,33845970.3,3744135.9,19313090.7,5686117.5,10316265.3,9908421.6,6364674.9,6261276.0,8132563.8,6897732.6,11081891.1,13151164.8,8918101.5,8462814.9
gas_CCGT_gen [MWh],154415925.9,169411478.4,173165064.6,169319189.1,184076959.8,180525847.2,6969479.4,15850540.8,16481753.4,15283275.9,383337.6,1775128.8,548766.3,16106292.6,15058992.6,7406066.7,1750752.6,604386.0,423658.2,16229645.7,169073480.4,14593455.0,10112050.2,156465251.7,171469765.8,585413.1,164175007.8,154445343.6,1864838.1,164716927.8,269762.4,14429132.4,9763507.5,10024623.3,1814232.3,15399047.4,104865.6,166756660.5,2275226.4,169398039.3,169801526.7,557695.2,15394997.4,156877510.8,169397821.8,180526534.5,154439370.3,6958701.6,1664081.1,604651.2,15168335.7,2277387.3,533872.5,180846959.1,9766776.3,15306770.7,190379244.3,589264.5,8220221.4,164173636.5,154438977.0,1279050.6,405863.4,169074822.3,578733.3,9766034.7,176126255.7,242994.9,170327463.6,376418.1,172778900.4,1750758.6,1478391.3,169335330.3,14011155.6,15406395.3,166994296.8,314575.8,187552857.0,408849.0,15154035.9,6961619.1,7467878.7,15915626.4,14348936.4,10416534.3,604416.6,2412981.6,589270.2,14425802.4
coal_gen [MWh],136.8,101.4,123.6,126.9,140.4,122.7,1984.8,1367.1,1372.2,201.0,231.9,1201.5,484.5,2033.4,2159.1,954.0,235.5,171.6,2414.4,1124.7,96.0,2110.8,252.0,122.7,114.3,1075.8,139.8,120.9,240.3,131.1,202.5,1901.7,1134.3,168.9,200.1,2112.9,237.0,135.0,2223.0,118.8,111.3,185.4,1835.1,120.3,105.6,108.9,87.0,265.2,220.2,190.8,247.8,1456.2,209.7,162.9,1406.1,1835.7,108.6,196.2,163.5,167.4,87.6,225.9,218.4,154.5,231.9,1178.4,174.3,216.0,129.3,227.4,147.0,210.0,1611.3,136.2,196.8,498.6,140.1,233.4,179.1,693.3,1465.8,1260.6,155.1,950.4,2065.5,511.2,201.0,262.5,186.6,2317.2
nuclear_gen [MWh],643.2,588.6,797.1,529.8,920.4,750.9,40675.2,38417.7,24466.8,6698.7,36808893.9,22512720.3,21215631.9,36513.3,30808.8,18102.6,22451500.5,21513784.5,45200095.2,29128.8,542.4,60776.4,14148.6,679.5,651.6,21023507.4,765.9,552.9,21947931.6,800.4,20784764.7,98987.4,91206.3,15715.8,25962400.5,69243.6,25231400.7,556.8,22122606.0,592.8,584.1,21414255.0,65074.8,677.7,534.3,936.9,631.8,6713.4,21970355.4,21515421.0,7228.5,22102946.7,21063512.1,799.2,152026.5,40303.2,626.4,20956986.3,2960.7,1017.9,570.0,21665077.2,45118274.7,924.6,21579809.4,109606.8,884.7,29152274.1,781.8,20981941.5,815.4,22458295.2,21668606.1,870.3,3668.1,29117.4,685.8,21506078.7,1030.8,44415498.3,33745.5,19376.4,2891.7,23880.9,43089.6,29060.7,21514228.8,22081504.2,20955793.2,74403.3
gas_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,350101526.7,346627299.0,339815052.0,362149774.2,492.9,2293.5,1234.5,346486086.0,362082699.9,346864992.0,570.9,348.0,5352.9,351355663.5,-0.0,343688478.3,341713553.4,-0.0,-0.0,1906.2,-0.0,-0.0,440.1,-0.0,460.8,346420363.5,358812638.1,355567276.8,434.4,358705554.0,554.1,-0.0,4435.8,-0.0,-0.0,467.4,358870621.2,-0.0,-0.0,-0.0,-0.0,350185360.2,361.8,491.1,339692275.5,2525.1,578.1,-0.0,358807208.1,362133933.3,-0.0,505.5,331936524.0,-0.0,-0.0,489.6,554.1,-0.0,597.3,358831463.1,-0.0,460.8,-0.0,578.1,-0.0,395.4,3069.0,-0.0,335104693.5,358910227.5,-0.0,523.2,-0.0,1618.5,355905702.6,350054106.9,340085185.5,355430129.1,346546181.4,347899025.1,392.1,609.6,530.7,346421628.0
gas_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,49816280.4,46775130.0,43832934.6,52688490.9,53851399.8,59240578.8,59259313.5,56333864.1,52800604.8,47752242.0,59206776.3,68165838.9,57302000.4,58071015.9,-0.0,60328855.8,53095611.9,-0.0,-0.0,44907098.7,-0.0,-0.0,40686094.2,-0.0,22289753.1,60451559.7,62529713.1,61762358.7,54711733.2,62387690.4,36723893.4,-0.0,49208325.9,-0.0,-0.0,63906347.4,62452093.5,-0.0,-0.0,-0.0,-0.0,49798661.7,34505342.4,68172352.2,53121126.3,49209105.0,40776483.0,-0.0,62544429.9,52669541.4,-0.0,45228147.0,38181574.8,-0.0,-0.0,43747326.3,57325178.7,-0.0,67994432.4,62554861.5,-0.0,44833620.0,-0.0,29740434.9,-0.0,59205642.6,28687675.5,-0.0,48407983.2,62428420.2,-0.0,38005924.2,-0.0,57580682.1,51425533.5,49767994.5,43069202.4,60857972.7,61016018.7,57310377.6,68166068.7,48897596.1,45227762.1,60451146.0
biomass_CHP_CC_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3697.2,119851.2,4470189.3,-0.0,-0.0,-0.0,87575.4,10368503.4,40644.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13935.3,-0.0,-0.0,551340.9,-0.0,2715.3,-0.0,-0.0,-0.0,115124.4,-0.0,3708.3,-0.0,3753478.8,-0.0,-0.0,6194682.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4627.8,10359681.6,-0.0,3753252.6,2861.7,-0.0,-0.0,-0.0,-0.0,2612.1,-0.0,-0.0,-0.0,340910.4,3776.1,-0.0,8375252.4,-0.0,-0.0,3516.0,-0.0,3023.1,-0.0,87840.0,34718.4,-0.0,-0.0,-0.0,-0.0,535520.1,-0.0,12476.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10368115.5,3523762.2,2504.1,-0.0
biomass_CHP_gen [MWh],-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139396254.9,139683336.6,134254341.9,-0.0,-0.0,-0.0,139716979.8,127675421.7,139197385.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139759749.6,-0.0,-0.0,138625395.9,-0.0,140842267.5,-0.0,-0.0,-0.0,139946736.0,-0.0,140130389.4,-0.0,135054004.2,-0.0,-0.0,132330840.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,139406399.4,127685262.9,-0.0,135054126.9,140051475.6,-0.0,-0.0,-0.0,-0.0,139716137.1,-0.0,-0.0,-0.0,140222735.7,139236262.5,-0.0,129898668.9,-0.0,-0.0,139805327.1,-0.0,140526505.5,-0.0,139716733.5,139668252.9,-0.0,-0.0,-0.0,-0.0,140365421.1,-0.0,139226983.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,127675856.1,135309962.1,139716219.0,-0.0
onwind_gen [MWh],457398275.4,345744361.5,474544176.9,418909549.2,443097330.0,405968127.9,951569490.0,1237804250.7,1251354221.4,1163612451.9,2427214205.4,2737663915.2,2491339871.4,991484669.7,1172700553.8,983125986.6,2742621919.5,2447608110.6,2406885149.1,976682661.0,394032290.4,1144696977.9,1162877565.9,471592334.7,389266888.5,2449791657.3,340455758.4,425867177.1,2883185658.9,348794958.9,2531373968.7,1098754208.1,1080039008.7,1103610683.4,2779889498.4,938453068.8,2467820493.9,397535152.8,2868716098.5,346394719.5,452752365.0,2484767064.9,935514824.1,478288747.8,346229324.7,405890217.3,411615845.4,949933110.3,2902780843.5,2449521508.2,1189550428.2,2868813111.3,2467339861.2,412838844.3,1079726630.1,1162893518.1,467460443.1,2447828081.7,1028337380.7,340035479.1,411129695.1,2808220989.6,2408322050.1,393970532.1,2467860570.3,1079772669.3,486814428.3,2442840821.7,370075868.1,2505548760.3,399330039.9,2742884423.4,2915124972.3,410674014.9,1201164069.0,935529706.5,411741512.1,2809390342.2,460010491.5,2408372448.3,1209658899.9,952355668.8,1009198371.6,961689766.8,1102502655.0,1144757726.1,2448050611.8,2875791394.8,2448031853.4,1098912604.5
offwind_gen [MWh],857511567.9,832852461.0,822341660.7,771098041.8,675859590.0,669951085.8,1020943868.7,1144022875.8,1156619259.6,1128045309.3,1898635944.9,1526486640.6,1540880475.6,1090062290.1,1134028675.5,1023143844.0,1516850315.7,1514461127.4,1892400512.1,1084091076.9,816899995.2,1095697048.5,1110277277.7,856685778.0,843439519.2,1319873179.8,777334817.4,861497206.2,1625112103.8,777502623.3,1362096980.7,1093347006.0,1107218538.9,1100017315.5,1527318762.9,1072468420.5,1920122745.9,776508870.3,1637131605.6,832021091.4,821877805.5,1529931792.3,1071780316.5,860073150.3,832144781.7,669995253.9,860390254.5,1016380536.3,1639571738.1,1513393627.5,1091734199.4,1636476527.4,1341828693.9,671435491.2,1105804447.5,1133976938.1,689901139.8,1313257092.0,1027161386.1,777627305.7,860618402.4,1540255819.2,1881027266.1,816951105.0,1516768993.8,1104424487.4,823677433.8,1915171445.4,839694311.4,1361578689.0,846094371.9,1516743054.3,1661085107.1,820998511.2,1098244043.1,1067401575.0,773244183.6,1548117543.0,682229827.5,1886828044.2,1139207336.4,1021479026.1,1025926329.9,1074452334.6,1094362844.1,1105508599.2,1514081648.4,1625454532.8,1312992231.6,1093787718.9
solar_gen [MWh],803255942.1,901978102.2,825668170.5,952406618.7,994003782.6,1004839347.6,1809464680.8,1503686597.7,1496622063.6,1526133569.4,2846219547.0,2994529078.2,3304453269.0,1792567188.0,1523813267.1,1805836426.8,2996343187.2,3305622309.3,2845336429.2,1790608351.2,866558619.3,1597126572.6,1536833719.2,800724605.1,882409485.3,3417941123.4,968950973.4,808803513.3,2770290150.3,966553066.2,3362858483.1,1613574877.2,1561942864.2,1560017640.3,2973632556.9,1797341091.0,2834830910.1,952268613.6,2738013466.5,902079541.2,838986709.8,3303258957.3,1798068988.5,798986650.5,902107712.1,1004854428.9,812741216.4,1812751178.4,2754825358.2,3305238398.4,1588025813.4,2738275970.7,3404138538.0,1003757376.0,1562823869.4,1524155797.8,979100319.0,3419338611.3,1809769402.8,969041134.2,812928146.1,2962148591.4,2850935517.9,866563931.4,3313459211.1,1563441050.7,817769320.2,2844253038.6,888149034.6,3376508514.6,877913065.5,2996283568.8,2742167218.2,858982884.3,1591114951.2,1799970075.9,952290354.6,2962807514.1,985142507.7,2848841125.2,1512974357.4,1809172983.6,1806549233.4,1793422214.4,1612305066.6,1543798666.2,3305570521.2,2746528740.6,3419424487.5,1612955487.9
hydro_gen [MWh],512861395.2,514001329.2,516167861.1,510546962.7,511336897.8,511420349.7,510859137.9,513492067.5,513253716.3,513719150.7,516340843.5,513955057.8,511154559.9,510408255.9,512862417.0,511357455.6,514638976.2,511227837.3,515171332.5,510649900.2,515855049.0,513738655.5,516401631.9,513093464.1,513927178.5,511106623.8,511018830.9,512756629.8,513739799.7,511002026.4,511898655.9,513954084.9,515521407.3,516372619.5,514600162.2,510183699.3,516398383.8,511090151.7,512974188.3,513957585.0,516089826.9,511372839.0,510241212.9,513213074.4,513968795.1,511433016.0,512641906.2,511684620.0,513738881.7,511278333.3,514556769.0,512847597.3,511933122.0,511433566.2,515797077.9,512915202.9,511585565.4,511902827.4,511875249.6,511054803.0,512704232.1,514608630.3,516322029.0,515860434.0,511307435.4,515920282.5,516224710.2,516365524.8,514033666.8,511917126.6,514007591.1,514578330.6,513181398.0,515919257.1,514621143.3,511101368.1,510643694.4,514608657.3,511568756.4,516019588.2,513010001.4,510687877.2,511860620.4,510645864.0,513783053.7,516214551.6,511217203.2,513743102.1,511911769.8,513773601.0
tot_gen [MWh],2825.724,2792.456,2838.387,2851.735,2827.32,2794.558,4709.359,4816.842,4825.753,4773.373,7921.974,8003.019,8070.847,4807.329,4784.52,4733.14,8000.84,8018.035,7907.088,4792.995,2792.743,4775.398,4733.967,2837.294,2827.505,7912.41,2795.712,2803.736,8005.551,2801.934,7952.963,4748.042,4703.172,4713.049,8022.789,4762.152,7942.51,2835.887,7981.65,2792.35,2829.141,8057.905,4759.676,2845.802,2792.344,2794.55,2792.309,4707.281,8016.266,8018.501,4796.713,7981.237,7931.767,2801.826,4702.659,4775.769,2852.034,7907.378,4760.527,2795.701,2792.272,8036.469,7903.844,2792.744,8043.48,4702.063,2844.734,7934.59,2810.112,7948.716,2836.208,8000.884,8028.766,2806.002,4807.369,4758.044,2846.214,8038.697,2842.723,7906.503,4806.825,4710.042,4750.149,4778.416,4751.599,4729.65,8018.036,7985.73,7907.409,4747.818
cap_onwind [GW],152.711,129.617,194.132,144.507,181.861,178.449,396.109,432.262,435.174,420.806,1091.531,1012.401,922.592,357.778,422.054,397.715,1013.184,908.479,1083.059,354.586,173.732,426.722,506.697,154.524,137.471,979.103,126.53,149.439,1012.446,127.475,1008.562,414.533,487.507,491.9,1024.221,347.74,1110.321,138.084,1011.436,129.645,187.059,919.478,347.338,155.486,129.645,178.461,148.897,396.151,1018.453,908.836,438.686,1011.284,979.086,178.031,487.504,420.878,185.253,977.916,407.287,126.53,148.897,1035.919,1082.923,173.732,912.915,487.535,197.964,1098.339,133.1,995.838,140.239,1013.183,1025.09,175.973,440.787,347.302,142.118,1037.088,184.602,1083.631,427.232,396.235,401.816,351.596,415.29,501.987,908.477,1009.525,977.914,414.532
cap_offwind [GW],197.803,204.172,212.942,187.713,175.098,175.336,266.684,262.666,264.691,261.615,474.444,365.749,371.843,267.764,261.389,266.716,365.298,367.635,470.672,267.038,214.795,266.307,294.908,195.919,204.323,337.786,195.118,200.368,366.698,194.927,347.519,266.137,295.0,294.337,367.98,265.207,478.087,191.234,368.662,204.097,213.953,370.104,265.211,195.575,204.096,175.328,200.369,266.667,368.998,367.582,266.377,368.764,345.052,175.574,295.002,261.581,176.805,337.667,266.718,195.117,200.37,369.533,470.572,214.792,367.587,294.993,212.68,477.701,205.251,348.745,203.721,365.298,371.353,215.286,267.18,265.239,188.872,370.246,175.292,470.59,261.882,266.676,267.095,265.58,266.248,293.842,367.634,368.46,337.666,266.142
cap_solar [GW],738.237,847.952,789.364,860.442,884.012,893.498,1599.867,1371.74,1360.901,1394.879,2662.027,2770.291,2906.905,1606.625,1394.769,1593.807,2770.071,2928.897,2666.141,1607.881,828.639,1496.597,1445.941,735.537,825.408,3000.689,880.009,742.66,2499.298,877.929,2934.276,1513.101,1479.977,1473.35,2746.115,1620.683,2642.968,863.572,2470.764,848.142,802.044,2913.911,1621.662,732.195,848.145,893.499,746.504,1599.748,2480.864,2928.508,1481.782,2470.584,2986.481,892.83,1479.923,1395.067,867.06,2999.697,1592.103,880.012,746.5,2730.58,2666.54,828.643,2932.466,1479.903,780.919,2655.69,834.283,2952.35,818.527,2770.056,2462.086,821.653,1480.918,1621.534,861.984,2721.255,874.394,2666.434,1382.546,1599.8,1591.188,1614.833,1512.246,1455.248,2928.899,2475.17,2999.702,1513.125
cap_hydro [GW],142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191,142.191
cap_gas_OCGT [GW],56.53,58.88,42.706,40.453,41.545,57.71,48.485,15.133,13.283,38.514,16.034,34.467,11.602,9.52,33.592,28.739,35.428,48.362,33.779,13.803,78.134,14.303,11.506,49.937,43.914,57.446,87.609,64.708,33.151,84.895,3.388,23.285,34.697,27.596,17.965,29.197,5.597,55.182,69.026,58.918,53.662,18.317,30.463,45.669,58.918,57.71,66.762,48.559,23.479,48.128,11.977,69.079,20.008,55.539,34.673,38.548,23.2,73.926,10.088,87.608,66.763,13.987,33.787,78.136,23.28,34.65,35.567,10.05,52.861,7.494,39.12,35.431,14.887,69.929,9.903,30.508,45.714,10.016,29.689,29.654,22.436,47.935,15.605,18.368,19.855,15.466,48.36,54.877,73.933,23.292
