,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
SI0 0 ror,1678903.051,1679756.957,1680177.093,1678079.582,1681598.086,1681097.415,1679252.16,1680468.33,1681612.402,1679846.615,1680362.189,1678057.392,1677652.967,1677811.597,1680994.983,1680063.171,1678348.142,1680557.522,1678188.814,1679924.999,1675505.247,1690068.088,1691237.142,1675141.878,1675272.062,1690592.996,1696411.328,1676139.529,1675618.99,1677912.092,1676547.567,1691109.874,1691527.014,1675499.459,1674497.238,1674696.097,1674662.159,1691345.732,1692721.535,1696329.843,1691916.989,1675466.581,1674666.508,1675266.511,1690321.47,1674931.778,1674096.64,1675683.078,1678124.531,1675462.709,1690922.329,1674945.13,1675244.755,1695393.599,1690032.581,1697133.385,1690799.996,1697702.567,1690172.658,1696169.486,1676385.813,1690832.363,1690642.269
SK0 0 ror,1357953.244,1357771.547,1357730.514,1357709.167,1357954.258,1357920.598,1357775.236,1357738.529,1357997.67,1357772.3,1357676.21,1357790.795,1357718.109,1357581.642,1357902.113,1357790.704,1357430.144,1357688.549,1357766.586,1357816.067,1353776.97,1352796.917,1354316.414,1353748.655,1353215.83,1353294.057,1357831.595,1356366.267,1355236.358,1357804.405,1357787.945,1354029.822,1354462.019,1354498.839,1352523.748,1351638.683,1352779.88,1354524.268,1356157.036,1357771.648,1355002.083,1354695.969,1352836.341,1353895.766,1352724.496,1353047.528,1352716.825,1354868.461,1357945.028,1354925.289,1353501.921,1352964.626,1353940.071,1357442.014,1352301.325,1357896.752,1353100.587,1357935.553,1352095.008,1357527.908,1356074.349,1354131.937,1352919.609
AL0 0 hydro,1682578.696,1682597.275,1682384.181,1682600.638,1682036.549,1682341.554,1682283.091,1682547.908,1682280.719,1682492.581,1682423.492,1682654.75,1682503.726,1682644.668,1682382.03,1682390.549,1682631.416,1682583.354,1682500.57,1682589.449,1693330.95,1691960.414,1694412.969,1693725.485,1692714.952,1692017.703,1701088.153,1697464.756,1695535.659,1700950.539,1683030.761,1693909.151,1694300.531,1694257.933,1692704.158,1692451.467,1693181.678,1694797.662,1697649.508,1700977.85,1695326.228,1694940.797,1692885.612,1693581.813,1691661.509,1693043.541,1694169.123,1695333.429,1701171.633,1695394.983,1692780.482,1692622.983,1693530.409,1700298.127,1690524.793,1701254.447,1691752.19,1701332.679,1690380.133,1700432.961,1697215.053,1693785.251,1691909.842
AT0 0 hydro,4512959.175,4512957.678,4512957.025,4512958.051,4512957.954,4512958.58,4512957.411,4512957.195,4512958.633,4512957.248,4512956.985,4512957.269,4512958.269,4512957.343,4512957.177,4512957.711,4512958.154,4512958.192,4512957.94,4512958.375,4512890.613,4512879.871,4512912.648,4512917.643,4512898.856,4512921.483,4512956.415,4512934.707,4512925.074,4512957.865,4512958.112,4512898.068,4512904.78,4512916.921,4512917.138,4512907.845,4512913.47,4512912.61,4512944.19,4512953.945,4512920.621,4512906.467,4512901.904,4512902.621,4512920.14,4512907.79,4512922.862,4512911.546,4512955.968,4512909.812,4512897.147,4512901.089,4512908.858,4512948.13,4512898.43,4512956.354,4512876.629,4512953.913,4512888.049,4512953.823,4512923.671,4512918.61,4512882.514
BA0 0 hydro,2149198.653,2149198.029,2149197.515,2149198.023,2149197.949,2149198.306,2149197.743,2149197.592,2149198.306,2149197.872,2149197.54,2149197.57,2149198.177,2149197.652,2149197.602,2149198.02,2149198.28,2149198.159,2149197.937,2149198.278,2149162.677,2149152.589,2149172.135,2149177.881,2149169.775,2149177.23,2149196.879,2149186.12,2149181.98,2149197.976,2149198.079,2149164.079,2149167.499,2149177.708,2149179.627,2149173.575,2149176.092,2149172.052,2149189.874,2149195.464,2149176.649,2149171.301,2149169.358,2149169.685,2149177.659,2149173.472,2149177.302,2149174.53,2149196.968,2149172.992,2149163.864,2149169.462,2149174.424,2149191.895,2149165.036,2149196.724,2149152.422,2149195.468,2149157.948,2149195.318,2149180.183,2149176.013,2149155.289
BE0 0 hydro,15560.697,15560.366,15560.235,15560.426,15560.412,15560.5,15560.272,15560.305,15560.611,15560.188,15560.283,15560.281,15560.402,15560.216,15560.092,15560.377,15560.381,15560.452,15560.314,15560.558,15552.456,15538.613,15545.346,15555.484,15553.315,15544.163,15559.377,15558.107,15556.037,15560.708,15560.533,15543.91,15543.48,15555.307,15553.691,15552.5,15553.273,15549.654,15553.507,15559.389,15547.381,15554.758,15552.066,15553.347,15545.216,15553.981,15556.23,15555.787,15560.512,15556.239,15542.152,15553.082,15554.695,15557.916,15540.026,15559.329,15538.386,15558.998,15534.603,15559.013,15556.029,15547.757,15536.821
BG0 0 hydro,1198535.589,1198535.161,1198534.69,1198535.108,1198534.963,1198535.285,1198534.877,1198534.732,1198535.256,1198535.0,1198534.714,1198534.715,1198535.231,1198534.845,1198534.758,1198535.159,1198535.321,1198535.191,1198535.014,1198535.308,1198513.566,1198510.442,1198520.392,1198523.268,1198518.984,1198523.353,1198534.83,1198528.312,1198526.136,1198535.361,1198535.141,1198516.934,1198517.993,1198523.025,1198525.306,1198521.344,1198522.903,1198520.858,1198530.679,1198534.07,1198522.943,1198517.751,1198517.122,1198517.712,1198523.901,1198520.918,1198523.177,1198520.471,1198534.692,1198519.41,1198516.128,1198519.278,1198521.813,1198531.802,1198517.026,1198534.707,1198509.92,1198534.081,1198512.499,1198533.994,1198523.88,1198523.309,1198512.048
CH0 0 hydro,7715921.836,7715921.027,7715920.536,7715921.006,7715921.012,7715921.457,7715920.674,7715920.572,7715921.483,7715920.635,7715920.421,7715920.455,7715921.203,7715920.568,7715920.689,7715920.993,7715921.37,7715921.199,7715920.967,7715921.317,7715869.308,7715859.128,7715883.648,7715889.42,7715875.493,7715889.848,7715918.944,7715902.824,7715895.486,7715920.558,7715921.058,7715871.788,7715877.031,7715888.623,7715889.396,7715882.246,7715886.805,7715884.154,7715908.825,7715917.143,7715890.117,7715882.333,7715879.366,7715877.952,7715888.185,7715882.518,7715895.374,7715885.102,7715919.103,7715883.785,7715871.508,7715877.387,7715882.754,7715912.43,7715871.395,7715918.992,7715854.524,7715916.902,7715864.517,7715917.231,7715894.906,7715888.197,7715859.705
CZ0 0 hydro,767052.789,767052.248,767051.722,767052.238,767052.097,767052.391,767051.997,767051.851,767052.396,767052.122,767051.826,767051.795,767052.365,767051.928,767051.794,767052.273,767052.456,767052.32,767052.122,767052.482,767029.093,767023.525,767034.802,767039.45,767034.617,767038.161,767051.844,767044.839,767042.361,767052.54,767052.285,767031.042,767032.614,767039.375,767040.971,767036.748,767038.41,767035.885,767046.858,767051.001,767038.07,767033.727,767032.284,767033.723,767038.503,767036.816,767039.542,767037.302,767051.839,767036.237,767029.896,767034.369,767037.713,767048.441,767030.666,767051.689,767022.998,767050.989,767025.332,767050.851,767040.249,767038.195,767024.908
DE0 0 hydro,1892491.939,1892115.78,1892005.614,1891848.992,1892480.458,1892398.602,1892085.696,1891988.888,1892557.696,1892114.01,1891841.374,1892116.428,1891957.981,1891694.05,1892410.439,1892087.824,1891314.676,1891854.317,1892052.558,1892147.954,1875827.203,1879276.863,1881328.868,1878021.384,1874993.505,1879915.345,1891885.8,1886598.962,1882363.763,1892159.731,1892149.176,1881224.696,1881299.102,1878956.164,1874427.621,1874263.153,1876438.302,1881731.79,1887559.348,1891546.418,1883182.008,1881488.863,1875495.78,1876878.536,1879909.056,1876277.61,1879387.582,1881091.578,1892136.61,1880762.895,1880180.559,1874495.813,1877222.484,1890469.545,1878699.021,1892025.285,1879095.494,1892169.166,1878952.404,1891175.076,1885471.266,1881593.207,1879490.738
ES0 0 hydro,10787462.538,10787461.723,10787461.161,10787461.703,10787461.672,10787462.155,10787461.378,10787461.227,10787462.152,10787461.358,10787461.088,10787461.126,10787461.918,10787461.234,10787461.377,10787461.705,10787462.012,10787461.878,10787461.626,10787462.023,10787404.927,10787390.306,10787417.967,10787426.961,10787412.077,10787425.587,10787459.051,10787441.727,10787433.502,10787460.973,10787461.741,10787404.445,10787412.195,10787426.206,10787425.794,10787418.439,10787423.558,10787419.119,10787447.626,10787456.881,10787426.41,10787419.838,10787415.925,10787414.574,10787423.187,10787419.404,10787433.59,10787422.474,10787459.402,10787421.32,10787404.156,10787413.229,10787420.056,10787451.68,10787403.669,10787459.152,10787384.341,10787456.665,10787395.977,10787456.916,10787433.343,10787423.355,10787390.477
FI3 0 hydro,1868483.087,1868482.062,1868481.137,1868481.966,1868481.712,1868482.37,1868481.552,1868481.223,1868482.325,1868481.698,1868481.115,1868481.115,1868482.269,1868481.415,1868481.309,1868482.118,1868482.444,1868482.078,1868481.789,1868482.488,1868427.707,1868431.473,1868452.185,1868451.863,1868438.873,1868458.241,1868481.77,1868463.932,1868457.598,1868482.114,1868481.998,1868444.211,1868448.589,1868452.22,1868454.19,1868444.438,1868448.972,1868452.797,1868473.351,1868479.984,1868457.943,1868439.445,1868438.134,1868439.924,1868458.125,1868443.12,1868452.646,1868446.156,1868480.603,1868444.676,1868443.037,1868439.704,1868445.859,1868475.609,1868444.393,1868481.642,1868430.646,1868480.199,1868436.036,1868479.948,1868454.171,1868457.277,1868433.489
FR0 0 hydro,11240231.317,11240230.161,11240229.668,11240230.332,11240230.367,11240230.882,11240229.914,11240229.777,11240230.925,11240229.766,11240229.58,11240229.711,11240230.551,11240229.744,11240229.825,11240230.17,11240230.621,11240230.551,11240230.272,11240230.668,11240165.935,11240142.305,11240176.35,11240189.293,11240172.622,11240184.198,11240226.789,11240207.681,11240197.289,11240229.599,11240230.41,11240160.443,11240167.332,11240188.177,11240186.892,11240179.401,11240185.193,11240178.625,11240212.165,11240224.573,11240185.601,11240182.923,11240176.246,11240174.849,11240181.798,11240181.595,11240197.282,11240184.883,11240227.806,11240183.688,11240158.814,11240172.977,11240181.646,11240218.015,11240158.179,11240226.814,11240134.335,11240223.935,11240149.947,11240224.475,11240197.954,11240182.835,11240143.779
GB5 0 hydro,168450.859,168450.443,168450.044,168450.499,168450.429,168450.512,168450.305,168450.265,168450.593,168450.283,168450.267,168450.242,168450.512,168450.229,168450.113,168450.476,168450.543,168450.533,168450.41,168450.655,168438.653,168421.58,168431.346,168443.84,168441.097,168433.105,168449.397,168446.781,168445.244,168450.86,168450.585,168429.211,168429.251,168443.629,168443.638,168441.585,168442.43,168434.83,168443.312,168448.956,168434.921,168441.605,168439.584,168440.424,168433.795,168442.375,168444.48,168443.417,168450.499,168443.031,168426.094,168440.668,168442.831,168446.533,168425.93,168449.156,168420.45,168448.687,168418.572,168448.594,168444.129,168434.907,168420.437
GR0 0 hydro,1812090.351,1812089.869,1812089.361,1812089.822,1812089.72,1812090.027,1812089.565,1812089.446,1812090.032,1812089.671,1812089.408,1812089.42,1812089.945,1812089.502,1812089.47,1812089.846,1812090.046,1812089.929,1812089.738,1812090.035,1812060.749,1812056.658,1812070.102,1812072.838,1812066.336,1812073.972,1812089.169,1812080.086,1812076.669,1812089.758,1812089.87,1812065.024,1812067.126,1812072.468,1812074.931,1812069.814,1812071.824,1812070.503,1812083.753,1812088.063,1812073.682,1812067.174,1812065.296,1812065.553,1812074.22,1812069.485,1812074.16,1812069.823,1812088.916,1812068.733,1812063.848,1812066.806,1812070.247,1812085.119,1812064.954,1812089.043,1812055.745,1812088.151,1812059.356,1812088.017,1812074.588,1812073.654,1812058.285
HR0 0 hydro,2116538.001,2116537.336,2116536.817,2116537.336,2116537.274,2116537.638,2116537.061,2116536.906,2116537.638,2116537.205,2116536.852,2116536.873,2116537.504,2116536.957,2116536.901,2116537.327,2116537.602,2116537.486,2116537.253,2116537.609,2116497.679,2116490.005,2116509.715,2116514.132,2116505.03,2116515.437,2116536.103,2116523.71,2116518.847,2116537.07,2116537.401,2116501.813,2116505.201,2116514.054,2116516.128,2116509.252,2116512.093,2116509.392,2116528.673,2116534.562,2116514.561,2116507.087,2116504.55,2116505.052,2116515.496,2116509.36,2116516.027,2116510.734,2116535.945,2116509.115,2116500.88,2116504.576,2116510.285,2116530.608,2116502.737,2116535.946,2116489.022,2116534.629,2116494.968,2116534.502,2116517.053,2116514.188,2116492.428
HU0 0 hydro,37156.491,37156.094,37155.887,37156.196,37156.148,37156.229,37156.006,37156.022,37156.339,37155.907,37156.024,37155.997,37156.172,37155.935,37155.793,37156.137,37156.176,37156.208,37156.085,37156.332,37146.908,37134.04,37141.266,37150.504,37148.069,37141.072,37155.351,37153.409,37151.512,37156.508,37156.288,37139.709,37139.689,37150.419,37149.196,37147.743,37148.669,37145.075,37149.847,37155.235,37143.827,37149.499,37146.573,37147.925,37141.869,37148.963,37151.262,37150.821,37156.258,37151.083,37137.343,37147.886,37149.751,37153.595,37136.264,37155.25,37133.693,37154.904,37130.178,37154.893,37151.074,37143.628,37131.998
IE4 0 hydro,819.352,819.164,819.102,819.144,819.207,819.271,819.109,819.141,819.361,819.067,819.086,819.15,819.122,818.986,819.108,819.123,819.054,819.213,819.102,819.243,815.103,802.219,807.403,816.396,815.418,803.394,817.997,818.033,816.555,819.392,819.271,805.998,805.547,816.203,814.475,813.929,814.773,810.536,812.723,818.153,808.011,816.158,814.588,815.383,804.697,815.708,816.827,816.61,819.329,816.96,806.061,815.01,815.964,817.416,801.5,818.038,802.582,817.797,799.618,817.648,816.934,808.528,802.496
IT0 0 hydro,5478774.641,5478773.849,5478773.302,5478773.797,5478773.749,5478774.229,5478773.496,5478773.337,5478774.231,5478773.485,5478773.194,5478773.218,5478774.019,5478773.356,5478773.506,5478773.828,5478774.212,5478773.968,5478773.716,5478774.131,5478727.45,5478707.123,5478733.447,5478746.508,5478734.069,5478740.797,5478771.558,5478757.729,5478751.651,5478773.672,5478773.834,5478721.345,5478728.247,5478745.855,5478747.337,5478740.381,5478744.247,5478734.457,5478760.978,5478769.406,5478741.371,5478738.966,5478736.869,5478736.185,5478739.113,5478739.982,5478750.938,5478742.006,5478772.363,5478740.601,5478720.747,5478735.753,5478740.381,5478764.384,5478720.496,5478771.61,5478703.05,5478769.353,5478712.876,5478769.451,5478750.65,5478738.71,5478708.015
IT1 0 hydro,210207.622,210207.147,210206.688,210207.242,210207.143,210207.218,210207.017,210206.957,210207.303,210207.018,210206.969,210206.934,210207.263,210206.936,210206.776,210207.198,210207.32,210207.283,210207.136,210207.407,210193.307,210172.714,210184.925,210199.221,210196.294,210186.752,210205.82,210202.762,210201.31,210207.552,210207.316,210181.892,210181.709,210199.135,210199.492,210197.154,210198.099,210188.165,210198.844,210205.218,210188.971,210196.613,210194.575,210195.303,210187.695,210197.815,210200.064,210198.846,210207.134,210198.295,210178.064,210195.658,210198.343,210202.244,210177.846,210205.515,210171.351,210204.972,210169.098,210204.809,210199.68,210188.596,210171.825
ME0 0 hydro,376970.272,376913.494,376937.902,376805.652,377354.558,377121.644,376942.322,376818.025,377298.135,376943.739,376853.203,376902.329,376766.939,376752.186,377104.501,377013.347,376446.877,376775.157,376963.263,376901.929,377193.95,375066.844,375559.492,377175.46,377086.126,375149.858,378718.04,377932.165,377558.735,378967.957,376718.892,375590.343,375651.8,377331.881,376908.274,376768.599,376930.82,375743.014,376687.088,378717.267,375882.157,377462.415,377054.752,377219.27,374857.095,376999.58,377083.414,377561.277,379265.036,377541.724,375230.984,377024.542,377214.118,378084.863,374791.94,378835.313,375057.045,379057.221,374727.227,378320.367,377929.222,375541.092,375102.899
NO3 0 hydro,37402195.39,37402193.468,37402193.056,37402193.985,37402194.206,37402194.887,37402193.38,37402193.283,37402195.0,37402192.976,37402192.999,37402193.209,37402194.255,37402193.053,37402193.055,37402193.531,37402193.821,37402194.365,37402193.974,37402194.446,37402110.623,37402087.39,37402126.548,37402140.469,37402117.65,37402134.826,37402190.072,37402164.978,37402150.029,37402193.641,37402194.161,37402110.874,37402113.37,37402138.559,37402131.013,37402122.95,37402131.857,37402132.409,37402170.712,37402188.398,37402135.938,37402134.193,37402124.462,37402121.602,37402134.445,37402129.757,37402148.925,37402135.902,37402191.358,37402134.482,37402109.547,37402116.029,37402129.545,37402181.401,37402108.973,37402189.974,37402077.982,37402186.945,37402096.979,37402187.707,37402153.182,37402137.333,37402091.942
PL0 0 hydro,411279.988,411279.306,411278.649,411279.38,411279.239,411279.436,411279.079,411278.953,411279.505,411279.115,411278.95,411278.905,411279.457,411278.958,411278.757,411279.37,411279.542,411279.447,411279.229,411279.654,411253.804,411240.157,411254.892,411264.421,411259.109,411258.016,411278.37,411270.983,411268.155,411279.606,411279.479,411250.658,411251.702,411264.435,411265.369,411260.691,411262.63,411257.474,411270.996,411277.46,411259.488,411259.072,411255.894,411257.718,411258.662,411261.544,411265.001,411263.173,411278.876,411262.387,411247.147,411258.382,411262.779,411274.026,411247.602,411278.078,411238.951,411277.321,411238.665,411277.101,411265.595,411259.0,411240.184
PT0 0 hydro,1490787.112,1490786.599,1490786.128,1490786.594,1490786.492,1490786.77,1490786.342,1490786.236,1490786.793,1490786.419,1490786.204,1490786.204,1490786.698,1490786.277,1490786.211,1490786.602,1490786.757,1490786.693,1490786.503,1490786.808,1490756.46,1490744.486,1490760.795,1490768.891,1490762.154,1490765.227,1490785.186,1490776.434,1490772.666,1490786.401,1490786.65,1490755.186,1490757.158,1490768.771,1490770.286,1490765.067,1490767.358,1490762.24,1490777.976,1490784.009,1490765.295,1490763.187,1490760.914,1490761.7,1490765.47,1490765.298,1490770.15,1490766.337,1490785.523,1490765.524,1490753.21,1490762.072,1490766.367,1490780.513,1490754.025,1490785.011,1490743.341,1490783.976,1490746.404,1490783.803,1490770.876,1490765.16,1490745.651
