,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
AL0 0 hydro,1682624.048,1682541.977,1682635.171,1682389.858,1682211.242,1682204.13,1682002.046,1682285.7,1682358.457,1680334.7,1682502.294,1682467.259,1682540.687,1681766.139,1693607.607,1693278.294,1692306.872,1701512.076,1700681.546,1682573.349,1701177.939,1700362.763,1700374.69,1692425.269,1682385.997,1696305.097,1690911.934,1693674.719,1694555.589,1701069.775,1694923.386,1701119.678,1694201.841,1682500.456,1696599.374,1695874.629,1691850.27,1696040.767,1693236.996,1700123.195,1695600.902,1692244.407,1691608.842,1693811.381,1694315.149,1693650.078,1701086.594,1694764.342,1700343.273,1700996.052,1700335.795
AT0 0 hydro,4512958.101,4512957.079,4512957.814,4512958.121,4512957.083,4512958.935,4512958.512,4512957.437,4512956.857,4512957.133,4512958.491,4512957.742,4512958.148,4512957.553,4512905.305,4512908.59,4512906.882,4512954.672,4512953.829,4512958.062,4512954.771,4512954.502,4512956.961,4512914.049,4512957.95,4512928.396,4512906.743,4512896.365,4512888.914,4512956.68,4512907.625,4512953.201,4512918.327,4512958.169,4512935.267,4512911.011,4512886.763,4512926.49,4512898.526,4512953.199,4512926.296,4512911.962,4512891.403,4512905.128,4512908.98,4512887.915,4512957.88,4512916.869,4512957.118,4512957.771,4512953.615
BA0 0 hydro,2149198.075,2149197.669,2149197.851,2149198.205,2149197.574,2149198.609,2149198.29,2149197.827,2149197.393,2149197.488,2149198.318,2149198.035,2149198.105,2149197.636,2149167.199,2149170.659,2149169.426,2149195.8,2149195.239,2149198.146,2149196.157,2149195.802,2149197.205,2149173.42,2149198.06,2149180.876,2149169.689,2149167.488,2149158.145,2149197.232,2149168.202,2149194.734,2149178.44,2149198.125,2149186.4,2149170.35,2149158.723,2149182.171,2149167.971,2149194.728,2149182.581,2149176.202,2149161.719,2149167.716,2149169.435,2149159.122,2149197.891,2149177.253,2149197.287,2149197.881,2149195.479
BE0 0 hydro,15560.516,15560.211,15560.433,15560.554,15560.207,15560.545,15560.641,15560.316,15560.305,15560.347,15560.589,15560.439,15560.547,15560.377,15547.447,15541.704,15544.364,15559.561,15558.771,15560.462,15559.98,15559.004,15558.996,15546.838,15560.601,15550.325,15546.608,15554.928,15544.879,15560.41,15553.369,15558.965,15555.001,15560.536,15557.758,15554.083,15540.299,15556.557,15551.831,15558.746,15555.806,15552.545,15542.772,15545.958,15554.274,15552.283,15560.632,15555.791,15559.379,15560.552,15559.858
BG0 0 hydro,1198535.099,1198534.839,1198534.891,1198535.261,1198534.719,1198535.572,1198535.261,1198534.941,1198534.532,1198534.715,1198535.384,1198535.147,1198535.132,1198534.833,1198518.536,1198520.148,1198519.949,1198534.166,1198533.899,1198535.209,1198534.036,1198534.295,1198534.947,1198522.286,1198535.115,1198525.911,1198520.371,1198516.54,1198513.635,1198534.794,1198517.585,1198533.612,1198524.106,1198535.15,1198528.074,1198518.558,1198513.458,1198526.138,1198517.993,1198533.635,1198526.592,1198522.849,1198516.02,1198519.237,1198518.543,1198507.782,1198535.286,1198522.733,1198535.062,1198535.269,1198533.562
CH0 0 hydro,7715921.14,7715920.493,7715920.94,7715921.165,7715920.482,7715921.702,7715921.419,7715920.71,7715920.318,7715920.284,7715921.303,7715920.93,7715921.18,7715920.503,7715878.869,7715878.045,7715877.786,7715917.671,7715917.231,7715921.141,7715918.375,7715917.626,7715919.41,7715885.046,7715921.025,7715896.314,7715877.975,7715873.614,7715864.855,7715919.753,7715884.358,7715916.734,7715890.039,7715921.209,7715903.845,7715886.438,7715862.868,7715896.586,7715875.143,7715916.752,7715896.059,7715885.719,7715865.62,7715878.247,7715885.507,7715868.976,7715920.615,7715888.764,7715919.654,7715920.492,7715917.588
CZ0 0 hydro,767052.246,767051.943,767052.019,767052.43,767051.782,767052.781,767052.417,767052.016,767051.59,767051.777,767052.549,767052.279,767052.272,767051.882,767032.949,767034.732,767034.536,767051.128,767050.722,767052.357,767050.982,767051.17,767051.952,767037.116,767052.276,767041.381,767034.899,767032.735,767027.628,767051.883,767033.199,767050.477,767040.228,767052.242,767044.592,767034.65,767027.088,767042.317,767032.859,767050.408,767042.64,767037.8,767030.028,767033.458,767034.28,767023.136,767052.406,767039.225,767052.067,767052.403,767050.404
DE0 0 hydro,1892212.916,1891962.151,1892280.572,1892339.561,1892406.72,1891151.169,1892615.198,1892445.552,1892022.261,1891932.679,1891287.687,1891887.107,1892423.243,1892049.821,1880543.982,1880666.093,1879358.162,1892217.379,1891328.942,1891922.89,1892041.173,1891001.458,1891140.01,1880043.062,1892548.143,1884818.737,1878643.708,1876986.243,1881201.182,1892138.407,1880088.306,1891724.786,1879027.011,1892305.517,1885475.728,1882298.539,1879209.883,1883617.912,1876226.223,1890702.394,1882130.866,1873630.097,1879233.977,1881265.023,1878877.087,1878216.158,1892282.376,1880270.919,1891110.644,1892096.025,1891359.074
ES0 0 hydro,10787461.806,10787461.17,10787461.605,10787461.853,10787461.155,10787462.374,10787462.075,10787461.403,10787460.972,10787460.954,10787461.998,10787461.638,10787461.858,10787461.164,10787412.843,10787412.995,10787412.737,10787457.543,10787456.907,10787461.852,10787458.634,10787457.401,10787459.522,10787419.907,10787461.7,10787433.106,10787411.49,10787410.122,10787397.826,10787460.09,10787421.638,10787456.422,10787427.364,10787461.877,10787442.959,10787424.256,10787394.471,10787434.804,10787411.553,10787456.427,10787434.658,10787422.925,10787397.308,10787412.05,10787423.022,10787405.407,10787461.0,10787426.338,10787459.808,10787460.841,10787457.704
FI3 0 hydro,1868481.957,1868481.362,1868481.548,1868482.338,1868481.006,1868483.054,1868482.302,1868481.435,1868480.653,1868481.199,1868482.653,1868482.004,1868482.029,1868481.455,1868447.231,1868451.388,1868450.564,1868480.415,1868479.777,1868482.164,1868479.294,1868480.465,1868482.041,1868455.088,1868481.977,1868463.517,1868450.648,1868435.549,1868436.772,1868481.11,1868440.026,1868479.32,1868453.207,1868482.039,1868463.844,1868443.215,1868437.276,1868458.228,1868437.011,1868479.11,1868459.076,1868446.997,1868441.14,1868448.711,1868441.568,1868416.829,1868482.164,1868451.819,1868482.192,1868482.113,1868478.144
FR0 0 hydro,11240230.504,11240229.654,11240230.275,11240230.474,11240229.699,11240231.084,11240230.835,11240229.963,11240229.531,11240229.501,11240230.63,11240230.187,11240230.546,11240229.794,11240170.08,11240167.337,11240168.9,11240225.256,11240224.435,11240230.436,11240226.935,11240224.979,11240227.416,11240177.555,11240230.362,11240194.748,11240168.023,11240170.515,11240151.259,11240228.5,11240183.229,11240223.933,11240189.761,11240230.577,11240208.776,11240186.271,11240147.436,11240199.31,11240171.695,11240223.949,11240198.062,11240184.721,11240150.664,11240168.94,11240184.706,11240168.118,11240229.561,11240188.729,11240227.74,11240229.359,11240225.908
GB5 0 hydro,168450.558,168450.252,168450.37,168450.637,168450.188,168450.813,168450.654,168450.288,168450.127,168450.243,168450.693,168450.509,168450.563,168450.311,168431.695,168430.49,168431.674,168449.072,168448.324,168450.556,168449.867,168448.808,168449.283,168434.206,168450.615,168438.077,168432.765,168441.266,168428.127,168450.438,168440.536,168448.301,168443.835,168450.5,168446.752,168441.551,168424.971,168445.198,168439.103,168448.139,168444.799,168441.704,168428.395,168431.24,168441.619,168437.299,168450.752,168443.869,168449.422,168450.735,168449.626
GR0 0 hydro,1812089.861,1812089.513,1812089.646,1812089.98,1812089.426,1812090.324,1812090.029,1812089.643,1812089.258,1812089.366,1812090.091,1812089.844,1812089.886,1812089.492,1812067.201,1812069.871,1812069.093,1812088.253,1812087.91,1812089.927,1812088.183,1812088.408,1812089.312,1812072.002,1812089.861,1812077.221,1812069.312,1812064.0,1812060.582,1812089.1,1812067.062,1812087.544,1812073.733,1812089.89,1812079.995,1812068.404,1812060.19,1812076.875,1812065.218,1812087.538,1812076.976,1812071.607,1812063.298,1812068.117,1812068.162,1812056.708,1812089.689,1812072.261,1812089.452,1812089.668,1812087.602
HR0 0 hydro,2116537.405,2116536.978,2116537.173,2116537.533,2116536.883,2116537.958,2116537.628,2116537.147,2116536.695,2116536.777,2116537.648,2116537.356,2116537.436,2116536.921,2116505.043,2116508.636,2116507.781,2116534.851,2116534.378,2116537.483,2116535.043,2116534.987,2116536.414,2116511.935,2116537.388,2116519.556,2116507.808,2116502.59,2116495.526,2116536.246,2116506.629,2116533.843,2116515.019,2116537.448,2116523.979,2116508.827,2116495.153,2116519.148,2116502.96,2116533.822,2116519.52,2116511.816,2116499.539,2116506.077,2116507.9,2116494.135,2116536.964,2116513.656,2116536.577,2116536.956,2116534.273
HU0 0 hydro,37156.277,37155.952,37156.144,37156.323,37155.9,37156.391,37156.378,37155.978,37155.964,37156.069,37156.378,37156.19,37156.282,37156.106,37142.523,37138.97,37141.023,37155.37,37154.607,37156.227,37155.675,37154.918,37155.118,37143.017,37156.354,37146.32,37142.692,37149.416,37139.766,37156.172,37147.724,37154.759,37150.19,37156.255,37153.071,37148.85,37136.459,37151.748,37146.328,37154.535,37151.138,37147.706,37138.781,37141.479,37148.812,37146.359,37156.42,37150.827,37155.32,37156.355,37155.476
IE4 0 hydro,819.234,819.013,819.243,819.28,819.165,819.053,819.358,819.242,819.178,819.099,819.153,819.17,819.302,819.119,809.105,800.223,803.599,818.425,817.827,819.213,819.008,817.584,817.272,807.378,819.296,810.574,804.641,816.438,808.586,819.24,815.661,818.002,815.768,819.291,817.568,815.794,803.696,817.057,814.568,817.858,816.569,814.201,803.684,807.115,816.156,815.276,819.346,816.439,817.685,819.247,818.989
IT0 0 hydro,5478773.883,5478773.269,5478773.688,5478773.947,5478773.231,5478774.543,5478774.148,5478773.466,5478773.041,5478773.07,5478774.134,5478773.731,5478773.934,5478773.271,5478728.144,5478730.233,5478729.359,5478770.015,5478769.39,5478773.945,5478771.638,5478769.917,5478771.992,5478735.071,5478773.773,5478747.636,5478728.083,5478731.954,5478713.857,5478772.914,5478741.015,5478768.938,5478746.932,5478773.948,5478758.649,5478742.752,5478712.115,5478752.345,5478733.367,5478768.921,5478752.339,5478743.673,5478714.703,5478728.113,5478741.865,5478726.229,5478773.705,5478745.573,5478772.138,5478773.626,5478770.912
IT1 0 hydro,210207.289,210206.97,210207.058,210207.379,210206.864,210207.612,210207.37,210206.97,210206.765,210206.943,210207.452,210207.237,210207.271,210207.018,210184.383,210183.898,210184.762,210205.365,210204.528,210207.301,210206.394,210205.136,210205.69,210187.633,210207.339,210192.368,210185.689,210196.21,210180.268,210207.106,210195.334,210204.445,210199.491,210207.193,210202.537,210196.704,210176.631,210200.999,210193.825,210204.282,210200.7,210197.222,210180.719,210184.318,210196.644,210191.14,210207.44,210199.299,210205.843,210207.451,210206.118
ME0 0 hydro,376990.013,376880.638,377020.151,377148.16,377241.323,376251.842,377532.814,377207.611,376969.139,377022.754,376398.652,376826.738,377109.469,377024.07,375412.42,375449.138,375249.013,379106.563,378406.063,376768.488,379255.153,378237.588,378280.062,375256.913,377304.669,376203.867,374912.838,377274.919,375745.17,379181.295,377265.396,378829.014,377297.469,377104.623,377587.655,377445.462,375130.235,377666.666,377162.017,378013.531,377579.334,376559.723,375124.885,375537.483,377174.192,377220.706,379091.64,377424.98,378063.733,379052.177,378738.844
NO3 0 hydro,37402194.406,37402193.088,37402194.062,37402194.241,37402193.239,37402194.729,37402194.859,37402193.598,37402193.059,37402192.931,37402194.282,37402193.803,37402194.446,37402193.414,37402124.079,37402108.375,37402114.547,37402189.31,37402188.048,37402194.155,37402190.289,37402188.286,37402190.691,37402130.386,37402194.191,37402149.005,37402119.973,37402117.206,37402103.814,37402192.234,37402130.164,37402187.319,37402138.354,37402194.487,37402166.952,37402134.562,37402093.11,37402153.541,37402116.438,37402187.638,37402150.818,37402131.829,37402099.685,37402119.434,37402132.291,37402115.658,37402193.556,37402139.942,37402191.179,37402193.19,37402189.016
PL0 0 hydro,411279.428,411279.004,411279.115,411279.599,411278.811,411279.968,411279.586,411279.01,411278.63,411278.917,411279.728,411279.398,411279.419,411279.06,411253.081,411254.287,411254.665,411277.648,411276.832,411279.48,411277.695,411277.507,411278.379,411257.848,411279.492,411263.519,411255.346,411257.981,411247.304,411278.87,411257.282,411276.642,411265.403,411279.33,411270.285,411259.503,411244.819,411267.979,411256.091,411276.456,411268.034,411260.998,411249.131,411253.434,411258.811,411248.096,411279.43,411264.583,411278.462,411279.443,411277.039
PT0 0 hydro,1490786.64,1490786.289,1490786.423,1490786.757,1490786.199,1490787.065,1490786.801,1490786.409,1490786.048,1490786.151,1490786.849,1490786.622,1490786.665,1490786.257,1490758.158,1490759.924,1490759.548,1490784.273,1490783.662,1490786.695,1490784.69,1490784.238,1490785.333,1490763.423,1490786.65,1490769.944,1490760.233,1490760.362,1490750.742,1490785.726,1490762.412,1490783.337,1490769.791,1490786.656,1490776.31,1490764.241,1490748.945,1490772.959,1490760.529,1490783.25,1490773.26,1490766.926,1490752.963,1490758.497,1490763.69,1490752.181,1490786.308,1490768.725,1490785.492,1490786.268,1490784.063
RO0 0 hydro,3255615.046,3255614.623,3255614.842,3255615.211,3255614.512,3255615.752,3255615.282,3255614.794,3255614.291,3255614.468,3255615.448,3255615.049,3255615.112,3255614.672,3255593.568,3255595.968,3255595.768,3255614.041,3255613.874,3255615.202,3255613.609,3255614.296,3255615.282,3255598.837,3255615.0,3255603.944,3255595.291,3255584.068,3255585.97,3255614.674,3255589.91,3255613.524,3255596.187,3255615.153,3255604.024,3255591.087,3255587.3,3255599.556,3255586.447,3255613.516,3255600.319,3255594.376,3255588.852,3255594.994,3255590.873,3255575.976,3255615.339,3255594.937,3255615.461,3255615.292,3255613.08
RS0 0 hydro,505462.76,505462.26,505462.337,505463.001,505461.993,505463.503,505462.989,505462.248,505461.738,505462.421,505463.287,505462.705,505462.727,505462.733,505440.385,505442.08,505441.812,505461.897,505461.297,505462.815,505461.777,505461.91,505462.654,505444.934,505462.854,505449.75,505442.469,505442.381,505435.125,505462.904,505442.078,505461.025,505449.8,505462.64,505454.437,505444.267,505433.133,505452.21,505440.606,505460.965,505452.227,505445.868,505436.969,505440.987,505443.565,505432.36,505463.396,505448.877,505462.759,505463.461,505461.143
SE3 0 hydro,15742824.796,15742823.501,15742824.457,15742824.657,15742823.64,15742825.383,15742825.258,15742824.0,15742823.448,15742823.339,15742824.821,15742824.224,15742824.844,15742823.815,15742756.786,15742757.877,15742755.382,15742819.916,15742818.792,15742824.571,15742820.672,15742819.282,15742822.511,15742765.037,15742824.592,15742783.904,15742755.044,15742747.855,15742736.578,15742822.627,15742760.906,15742818.076,15742769.592,15742824.881,15742797.4,15742765.301,15742729.094,15742784.16,15742747.231,15742818.275,15742781.601,15742763.456,15742734.675,15742753.931,15742763.09,15742746.316,15742823.943,15742770.499,15742822.533,15742823.598,15742819.402
SI0 0 hydro,289707.655,289707.351,289707.416,289707.788,289707.226,289708.056,289707.787,289707.387,289707.076,289707.263,289707.863,289707.636,289707.653,289707.353,289688.023,289688.604,289688.861,289706.281,289705.658,289707.709,289706.801,289706.179,289706.78,289691.43,289707.714,289695.646,289689.643,289695.339,289683.727,289707.532,289694.8,289705.504,289699.359,289707.58,289702.534,289696.127,289681.688,289700.927,289693.536,289705.404,289700.866,289697.058,289685.196,289688.124,289695.986,289689.245,289707.905,289699.039,289706.905,289707.912,289706.467
SK0 0 hydro,216981.892,216981.589,216981.695,216981.991,216981.498,216982.194,216982.007,216981.621,216981.419,216981.574,216982.062,216981.857,216981.9,216981.648,216968.738,216968.689,216969.066,216981.189,216980.761,216981.913,216981.346,216981.116,216981.493,216970.989,216981.949,216973.846,216969.772,216972.705,216965.764,216981.908,216972.203,216980.663,216975.451,216981.844,216978.228,216973.095,216964.299,216976.737,216970.963,216980.593,216976.579,216973.685,216966.735,216968.827,216973.175,216968.429,216982.213,216975.4,216981.607,216982.199,216981.114
AL0 0 OCGT,6.719,8.012,7.504,5.84,8.541,5.031,6.014,8.099,8.823,8.433,5.553,6.938,6.624,8.733,38.331,68.009,51.952,6.289,5.957,6.893,6.951,6.055,6.446,35.911,6.316,28.48,43.559,58.651,52.999,5.002,46.303,7.094,37.351,6.737,21.237,46.221,54.902,29.42,53.123,5.613,30.156,35.443,56.756,41.066,45.562,57.085,3.902,41.172,4.688,4.018,6.856
AT0 0 OCGT,1126185.119,1127443.962,1131523.183,1126860.499,1126069.982,1081690.649,1125228.793,1125810.598,1128316.88,778663.565,1033668.056,1127836.445,1126608.466,502501.739,146.548,264.055,217.106,22.23,23.243,1139279.434,92318.347,23.298,24.367,149.968,1126005.333,130.291,186.973,86941.126,216.891,86419.65,91265.636,27.347,91291.142,1126839.153,86098.822,91889.515,224.404,91631.109,84852.263,23.531,96738.198,84771.221,218.474,182.099,91557.753,87148.472,92223.854,91450.134,21.241,91996.931,91805.699
BA0 0 OCGT,8.987,10.879,10.028,7.896,11.407,6.959,7.956,10.88,11.702,10.758,7.429,9.356,8.827,10.633,35.908,57.598,46.093,5.812,5.548,9.34,6.829,5.563,5.454,32.457,8.5,26.043,40.61,57.938,49.491,4.787,45.106,6.745,37.014,8.933,20.347,44.295,50.548,30.202,54.215,5.361,28.77,31.138,48.605,39.321,43.873,56.918,3.78,40.443,4.317,3.885,6.838
BE0 0 OCGT,1286398.546,1282571.227,1352979.213,1286808.927,1288817.285,1338436.62,1293208.104,1286430.54,1284746.569,1406052.688,1306713.456,1280759.942,1286938.421,1186855.412,149326.892,142129.716,149386.857,150371.959,150039.023,1308946.68,62.229,144153.611,149913.92,149378.994,1289703.105,149543.896,149345.882,535.371,149393.794,41.4,507.54,150146.357,404.656,1288166.702,241.441,433.158,149404.51,310.827,598.906,149994.122,197.485,487.182,149332.835,149666.742,461.636,426.22,34.105,382.921,71704.224,37.36,65.779
