,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
GR0 0 ror,80270.054,80336.492,80231.45,80533.414,79971.972,80060.041,80216.44,80232.438,79995.433,80049.512,80355.139,78891.569,78890.022,79893.776,80003.642,79223.449,79875.77,78972.323,79398.145,78703.337,79718.379,79221.457,78836.089,79923.696,79697.007,78825.613,80202.143,79738.189,79993.368,80240.855,78988.334,79046.944,79241.028,78747.464,78446.068,80019.011
HR0 0 ror,417847.075,418185.479,416606.929,420973.479,417419.173,417353.065,417813.803,417347.115,417293.743,417345.56,419304.126,419639.176,418508.048,421214.33,421392.196,419484.736,421249.971,420277.933,420785.528,419976.136,421069.873,420341.463,420159.64,416279.537,420890.631,420028.768,421523.383,421126.852,421477.362,421674.107,420385.543,420320.277,420622.626,420007.334,418272.887,421408.87
HU0 0 ror,25785.079,25880.068,25750.005,25926.071,25682.955,25708.34,25772.034,25790.107,25680.991,25704.732,25876.633,25737.113,25707.988,25945.036,25958.465,25749.117,25930.674,25769.774,25839.259,25729.023,25899.456,25867.458,25753.857,25661.067,25861.363,25760.264,26006.525,25903.172,25973.983,26027.647,25828.683,25815.789,25842.048,25724.568,25668.421,25977.373
IE4 0 ror,196192.892,196196.746,196090.759,196328.433,195797.544,195890.173,196088.869,196051.794,195897.548,195820.461,196072.187,190536.656,189151.649,195203.401,195345.534,189322.722,195092.685,191023.206,193521.03,190235.535,194446.591,192172.34,190716.088,195926.863,191511.859,190973.869,195700.289,194882.089,195243.941,195844.134,191854.062,192044.731,192005.738,190120.507,187142.537,195526.516
IT0 0 ror,10506912.834,10507185.408,10506230.495,10507837.444,10505400.012,10505905.793,10506424.852,10506649.521,10506013.616,10506312.403,10507159.102,10473149.278,10472104.03,10501823.066,10504059.442,10478870.033,10502300.675,10468171.85,10501438.822,10449699.085,10502357.766,10473033.295,10459479.539,10506223.379,10472883.83,10449166.797,10504446.065,10502935.953,10500274.886,10503319.593,10452101.332,10456362.872,10476369.227,10459789.168,10451101.373,10502667.698
IT1 0 ror,38439.56,38654.415,38559.344,38795.01,38246.018,38239.562,38410.45,38564.781,38314.675,38228.603,38673.572,36676.7,36781.819,37944.948,38021.02,37309.81,37871.736,36110.801,37255.293,35578.422,37658.487,36710.312,35846.062,38339.937,37026.732,35857.42,38280.991,37728.153,37898.532,38265.279,36311.17,36296.86,36638.518,35638.355,36196.428,38138.679
LT6 0 ror,169932.344,169893.425,169873.013,170013.774,169742.691,169803.181,169881.351,169839.167,169750.646,169782.221,169873.043,167321.233,167459.765,169344.392,169366.053,167659.93,169241.173,168198.321,168489.327,167695.987,168944.532,168582.197,167983.292,169738.791,168750.989,167958.501,169578.101,169140.616,169604.24,169821.809,168425.593,168338.914,168587.023,167767.931,166187.629,169594.945
LU0 0 ror,54381.977,56452.497,56061.796,56657.786,55083.876,53434.525,54851.088,56373.343,55869.996,53416.319,56522.155,54985.381,55491.54,56219.857,56139.033,55692.199,56005.828,54644.537,55505.187,54505.185,55849.46,54971.94,54608.505,55784.848,55597.721,54654.237,56345.123,55987.668,55435.529,55654.632,54804.872,54837.955,55238.796,54425.145,54549.184,56379.02
LV6 0 ror,960653.014,960586.61,960541.151,960759.964,960349.283,960448.868,960562.454,960494.416,960367.935,960468.845,960556.727,955071.425,954050.512,959463.409,959749.321,954354.326,959484.832,956419.639,958467.057,955490.267,959110.219,956733.214,956329.907,960381.415,957686.024,955917.647,959984.161,959421.738,959920.896,960380.706,956942.427,956081.927,957851.17,955913.863,950961.511,959993.961
ME0 0 ror,352644.717,352798.831,352321.645,353217.318,351985.001,352205.245,352495.641,352414.952,352051.925,352232.024,352809.071,350175.615,349079.448,352470.746,352746.863,349856.09,352532.618,350460.554,351744.236,350066.479,352260.079,351061.793,350283.287,351845.993,352093.791,350233.498,352950.674,352305.616,352600.985,352975.437,350770.443,350630.428,351375.142,350011.208,348423.801,352725.022
NO3 0 ror,570432.114,570433.509,570422.531,570445.27,570392.867,570397.677,570419.544,570417.974,570396.442,570401.028,570429.03,569510.218,568976.735,570224.589,570302.3,569043.027,570252.61,569872.25,570100.658,569817.981,570202.397,570061.495,569844.816,570400.951,570270.491,569798.362,570336.123,570244.115,570352.166,570410.842,570073.584,569889.347,570161.896,569794.394,568782.701,570283.341
PL0 0 ror,334171.242,334189.922,334062.497,334422.156,333777.471,333918.69,334060.283,334055.518,333835.56,333888.548,334154.82,329086.037,329483.485,333422.148,333466.097,329946.281,333245.6,330062.582,331924.925,329140.3,332725.108,331161.474,329696.947,333851.835,331864.177,329576.808,333747.906,333179.476,333528.871,333988.036,330628.947,330349.235,331494.731,329279.313,326122.616,333729.819
PT0 0 ror,2370648.078,2370963.55,2370534.233,2371296.644,2369794.856,2370094.762,2370409.508,2370675.913,2370080.877,2370176.228,2370920.528,2358460.986,2357893.241,2368524.4,2369315.005,2360863.647,2368631.595,2358387.43,2367013.592,2354751.12,2368089.468,2360857.318,2356843.323,2370331.791,2363144.199,2355083.132,2369691.18,2368426.306,2368810.843,2369907.724,2357898.084,2357517.382,2363991.232,2356914.971,2348643.473,2369399.109
RO0 0 ror,1317314.592,1317100.116,1316645.809,1317907.633,1316309.126,1316849.891,1317056.227,1316598.985,1316472.176,1316909.779,1317155.863,1314537.077,1312546.24,1317176.44,1317540.534,1313843.024,1317386.956,1312468.01,1316835.471,1311591.033,1317193.308,1312240.873,1312461.078,1316350.598,1313277.338,1311663.705,1317678.393,1317294.252,1317012.455,1317612.719,1312624.444,1311869.857,1313934.391,1312224.265,1311583.421,1317543.28
RS0 0 ror,2730998.544,2730887.022,2730897.232,2730989.728,2729969.689,2730217.532,2730822.641,2730806.545,2730300.321,2730303.304,2730567.186,2705406.144,2710097.007,2711237.008,2708856.066,2718902.616,2710704.273,2704570.569,2709334.797,2702265.871,2709240.76,2704473.172,2703968.246,2730515.607,2711050.298,2701612.278,2708855.071,2712075.031,2711884.776,2714935.56,2701994.988,2701525.194,2710816.046,2703716.202,2700527.753,2711512.066
SE3 0 ror,2756813.694,2756804.809,2756758.984,2756850.705,2756640.956,2756718.672,2756755.015,2756755.061,2756664.991,2756749.143,2756782.881,2749314.952,2747424.163,2755046.536,2755688.457,2748559.813,2755336.499,2749746.105,2754350.921,2748752.059,2755073.278,2750726.014,2749825.805,2756705.843,2751389.601,2748796.785,2755849.463,2755356.801,2755355.719,2756170.41,2750464.877,2748730.201,2752560.844,2749667.451,2741857.916,2755637.33
SI0 0 ror,1679587.392,1687652.121,1673633.279,1711108.88,1677382.477,1679370.454,1677860.234,1674690.729,1677831.119,1679555.228,1697597.331,1692205.281,1687355.197,1692620.569,1696534.857,1696235.653,1695564.275,1675247.018,1695454.833,1674469.299,1695802.819,1674660.372,1675058.378,1674842.477,1692762.576,1673232.024,1697641.701,1693732.304,1676934.137,1677902.744,1674339.559,1672980.306,1681472.502,1674974.251,1690538.564,1692451.541
SK0 0 ror,1358000.09,1358110.427,1357913.285,1358223.097,1357543.734,1357685.609,1357864.015,1357953.909,1357667.956,1357754.565,1358062.581,1355338.424,1353003.003,1357607.431,1357890.544,1353833.969,1357732.858,1353755.155,1357263.468,1353251.713,1357573.598,1354795.94,1353810.77,1357730.057,1354645.652,1353172.811,1358007.496,1357642.307,1357462.615,1357937.344,1354227.372,1353780.272,1355286.685,1353613.047,1353387.753,1357787.457
AL0 0 hydro,1682330.038,1688758.766,1680728.214,1698448.541,1682373.598,1682663.344,1682581.724,1684936.374,1682338.079,1682536.228,1693574.624,1696428.331,1693013.238,1700672.009,1701272.688,1693929.576,1700909.273,1694643.33,1700012.369,1692872.129,1700570.167,1696750.798,1693891.293,1680830.515,1696614.624,1693139.588,1701512.076,1700697.538,1700180.859,1701196.308,1694142.921,1695299.213,1696893.179,1693725.729,1692853.933,1701104.582
AT0 0 hydro,4512958.77,4512957.536,4512957.929,4512957.708,4512958.113,4512957.123,4512958.27,4512958.015,4512957.835,4512957.922,4512957.884,4512898.071,4512903.651,4512952.43,4512956.31,4512893.17,4512955.235,4512916.067,4512958.584,4512903.474,4512957.723,4512912.665,4512910.095,4512958.889,4512883.145,4512884.259,4512954.672,4512955.838,4512954.366,4512956.77,4512892.474,4512893.855,4512928.6,4512913.812,4512879.332,4512953.914
BA0 0 hydro,2149198.406,2149197.563,2149197.906,2149197.808,2149198.206,2149197.676,2149198.088,2149197.985,2149197.895,2149198.111,2149197.877,2149163.451,2149168.993,2149194.502,2149196.801,2149163.843,2149196.113,2149176.613,2149198.063,2149171.484,2149197.54,2149170.564,2149173.884,2149198.475,2149160.536,2149158.398,2149195.8,2149196.446,2149196.078,2149197.299,2149166.182,2149161.33,2149183.218,2149175.645,2149153.333,2149195.461
BE0 0 hydro,15560.656,15560.301,15560.372,15560.477,15560.444,15560.388,15560.503,15560.449,15560.471,15560.507,15560.294,15544.292,15548.168,15558.891,15559.575,15542.203,15558.827,15555.072,15559.052,15552.33,15559.215,15554.725,15553.156,15560.626,15548.545,15550.347,15559.561,15559.15,15560.172,15560.396,15552.597,15553.989,15553.815,15553.378,15542.695,15559.081
BG0 0 hydro,1198535.359,1198534.735,1198535.035,1198534.995,1198535.3,1198534.85,1198535.1,1198535.15,1198535.028,1198535.207,1198535.063,1198515.086,1198519.527,1198533.393,1198534.766,1198515.692,1198534.357,1198521.474,1198535.445,1198520.074,1198535.09,1198518.536,1198520.397,1198535.498,1198512.918,1198508.315,1198534.166,1198534.572,1198534.076,1198534.852,1198515.578,1198513.267,1198526.321,1198521.203,1198510.742,1198534.037
CH0 0 hydro,7715921.563,7715920.486,7715920.839,7715920.704,7715921.018,7715920.56,7715921.159,7715920.854,7715920.842,7715921.045,7715920.86,7715871.881,7715878.192,7715916.04,7715918.8,7715873.765,7715918.268,7715889.547,7715920.837,7715878.855,7715920.203,7715888.336,7715885.107,7715921.6,7715863.908,7715866.96,7715917.671,7715918.787,7715917.997,7715919.812,7715870.935,7715874.036,7715899.036,7715887.369,7715857.51,7715917.318
CZ0 0 hydro,767052.513,767051.742,767052.09,767052.009,767052.465,767051.928,767052.234,767052.25,767052.156,767052.355,767052.078,767029.389,767034.366,767050.264,767051.771,767029.861,767051.306,767037.576,767052.469,767035.541,767052.084,767033.623,767035.939,767052.644,767027.137,767022.79,767051.128,767051.512,767051.138,767051.915,767031.387,767029.178,767042.059,767036.886,767024.117,767050.987
DE0 0 hydro,1892542.159,1892677.887,1892271.635,1892958.503,1891552.179,1891928.25,1892238.528,1892425.203,1891738.733,1892030.521,1892602.419,1885053.372,1884200.013,1891323.622,1891982.324,1884367.788,1891668.424,1880959.641,1890946.359,1874647.596,1891308.172,1882625.939,1878189.459,1891881.385,1878462.057,1875724.933,1892217.379,1891570.771,1891227.431,1892257.852,1877262.222,1879749.519,1881792.858,1877754.819,1879439.536,1891853.443
ES0 0 hydro,10787462.212,10787461.128,10787461.515,10787461.341,10787461.715,10787461.239,10787461.824,10787461.537,10787461.469,10787461.768,10787461.524,10787405.732,10787413.538,10787455.877,10787458.795,10787405.883,10787458.21,10787427.478,10787461.163,10787415.488,10787460.409,10787425.843,10787422.335,10787462.25,10787398.864,10787403.204,10787457.543,10787458.72,10787458.172,10787460.177,10787407.009,10787410.654,10787435.932,10787425.137,10787388.895,10787457.108
FI3 0 hydro,1868482.501,1868481.249,1868481.797,1868481.843,1868482.366,1868481.335,1868482.027,1868482.16,1868481.842,1868482.22,1868481.927,1868441.531,1868447.661,1868478.631,1868481.676,1868442.038,1868480.829,1868447.025,1868482.989,1868442.316,1868482.359,1868441.187,1868445.923,1868482.88,1868423.533,1868418.09,1868480.415,1868481.2,1868479.247,1868481.123,1868431.537,1868428.996,1868460.265,1868448.29,1868430.146,1868480.007
FR0 0 hydro,11240231.006,11240229.758,11240230.16,11240229.993,11240230.28,11240229.732,11240230.564,11240230.11,11240230.099,11240230.32,11240230.144,11240162.822,11240172.351,11240223.257,11240226.588,11240164.854,11240226.041,11240191.476,11240229.462,11240175.076,11240228.524,11240189.585,11240183.201,11240230.99,11240158.337,11240163.237,11240225.256,11240226.621,11240226.312,11240228.639,11240166.769,11240171.101,11240199.857,11240186.404,11240141.04,11240224.799
GB5 0 hydro,168450.711,168450.215,168450.405,168450.383,168450.621,168450.321,168450.532,168450.498,168450.491,168450.536,168450.331,168428.156,168432.749,168448.244,168449.373,168426.052,168448.73,168443.305,168449.612,168440.686,168449.342,168441.357,168441.402,168450.745,168435.672,168435.478,168449.072,168448.905,168450.116,168450.419,168439.921,168439.943,168443.307,168441.743,168425.549,168448.738
GR0 0 hydro,1812090.134,1812089.409,1812089.724,1812089.632,1812089.991,1812089.537,1812089.86,1812089.809,1812089.719,1812089.895,1812089.695,1812062.933,1812068.205,1812087.249,1812089.073,1812064.288,1812088.563,1812071.574,1812089.975,1812067.759,1812089.531,1812068.227,1812069.12,1812090.216,1812057.944,1812055.903,1812088.253,1812088.806,1812088.142,1812089.165,1812062.147,1812061.431,1812077.837,1812070.604,1812056.59,1812088.102
HR0 0 hydro,2116537.742,2116536.852,2116537.212,2116537.093,2116537.531,2116536.989,2116537.409,2116537.292,2116537.208,2116537.44,2116537.174,2116499.766,2116506.323,2116533.526,2116536.021,2116500.339,2116535.296,2116512.992,2116537.323,2116507.148,2116536.727,2116508.633,2116509.478,2116537.81,2116494.443,2116492.785,2116534.851,2116535.668,2116534.947,2116536.312,2116500.95,2116499.256,2116521.332,2116511.627,2116490.145,2116534.591
HU0 0 hydro,37156.415,37156.006,37156.123,37156.187,37156.252,37156.084,37156.27,37156.216,37156.226,37156.241,37156.024,37139.485,37143.077,37154.673,37155.465,37137.38,37154.795,37150.097,37155.2,37147.392,37155.213,37149.19,37147.992,37156.412,37143.267,37144.295,37155.37,37154.973,37155.89,37156.148,37147.384,37148.397,37149.331,37148.405,37138.028,37154.939
IE4 0 hydro,819.375,819.155,819.126,819.215,819.091,819.171,819.226,819.133,819.173,819.241,819.058,808.674,809.939,817.857,818.281,805.765,817.826,816.205,817.174,814.463,817.826,816.724,814.672,819.255,812.811,814.246,818.425,817.955,819.116,819.245,814.807,815.946,815.18,814.918,804.568,817.984
IT0 0 hydro,5478774.292,5478773.224,5478773.603,5478773.448,5478773.864,5478773.335,5478773.907,5478773.661,5478773.593,5478773.862,5478773.65,5478721.326,5478727.602,5478768.258,5478771.352,5478722.177,5478770.583,5478745.766,5478773.404,5478737.376,5478772.698,5478744.246,5478742.308,5478774.378,5478723.992,5478725.11,5478770.015,5478771.09,5478771.353,5478772.967,5478729.966,5478731.325,5478755.348,5478744.235,5478705.658,5478769.616
IT1 0 hydro,210207.442,210206.883,210207.126,210207.073,210207.397,210207.0,210207.26,210207.239,210207.214,210207.267,210207.037,210180.723,210185.895,210204.382,210205.759,210178.294,210205.043,210198.71,210206.144,210196.154,210205.796,210196.073,210196.654,210207.501,210189.99,210189.763,210205.365,210205.247,210206.721,210207.037,210194.942,210194.968,210199.306,210197.008,210177.426,210205.001
ME0 0 hydro,377090.748,378095.54,376922.413,379203.827,376689.466,376800.644,377054.911,377185.714,376747.135,376830.894,378654.568,376282.784,375430.612,378503.528,378825.9,375710.848,378607.531,377196.201,377766.248,377076.965,378277.393,377450.72,377253.897,376480.928,377540.081,377191.577,379106.563,378316.47,378677.275,379189.593,377301.442,377439.55,377649.77,377168.935,375292.745,378828.445
NO3 0 hydro,37402195.077,37402193.476,37402193.872,37402193.834,37402193.709,37402193.196,37402194.474,37402193.714,37402193.698,37402193.982,37402193.787,37402116.135,37402130.003,37402187.334,37402189.971,37402114.207,37402189.218,37402145.027,37402193.433,37402118.412,37402192.375,37402141.451,37402132.888,37402194.848,37402102.1,37402108.919,37402189.31,37402190.447,37402189.41,37402192.405,37402112.366,37402115.737,37402147.203,37402136.202,37402089.449,37402188.688
PL0 0 hydro,411279.687,411278.876,411279.215,411279.16,411279.619,411279.012,411279.406,411279.411,411279.331,411279.468,411279.141,411248.873,411254.576,411276.432,411278.29,411246.903,411277.535,411262.606,411278.958,411259.684,411278.499,411257.636,411259.971,411279.81,411248.894,411246.578,411277.648,411277.728,411278.063,411278.799,411255.668,411255.067,411265.708,411260.951,411243.611,411277.275
PT0 0 hydro,1490786.895,1490786.165,1490786.476,1490786.384,1490786.745,1490786.33,1490786.629,1490786.562,1490786.504,1490786.663,1490786.432,1490753.508,1490759.581,1490783.064,1490785.124,1490752.581,1490784.404,1490767.516,1490786.083,1490763.66,1490785.572,1490763.725,1490765.129,1490786.965,1490753.011,1490751.395,1490784.273,1490784.73,1490784.719,1490785.737,1490758.128,1490757.617,1490773.297,1490766.402,1490745.858,1490783.963
RO0 0 hydro,3255615.421,3255614.604,3255614.944,3255614.891,3255615.221,3255614.643,3255615.08,3255615.09,3255614.871,3255615.195,3255615.049,3255589.005,3255593.293,3255612.998,3255614.923,3255591.264,3255614.536,3255593.818,3255615.965,3255589.854,3255615.544,3255591.627,3255592.714,3255615.616,3255578.326,3255577.261,3255614.041,3255614.799,3255613.513,3255614.71,3255582.728,3255581.623,3255602.42,3255593.941,3255582.028,3255613.861
RS0 0 hydro,505463.124,505462.563,505462.775,505462.894,505463.13,505462.226,505462.81,505463.164,505462.893,505462.818,505462.862,505436.547,505441.574,505460.888,505462.531,505435.95,505461.897,505447.182,505463.225,505444.323,505462.788,505441.983,505444.998,505463.433,505433.394,505431.929,505461.897,505462.118,505462.102,505462.822,505440.681,505439.693,505450.772,505446.171,505432.027,505461.619
SE3 0 hydro,15742825.473,15742823.874,15742824.269,15742824.235,15742824.226,15742823.602,15742824.866,15742824.182,15742824.113,15742824.42,15742824.246,15742748.581,15742761.727,15742817.838,15742821.468,15742749.002,15742820.663,15742775.472,15742824.824,15742749.551,15742823.88,15742771.951,15742763.395,15742825.332,15742732.921,15742739.493,15742819.916,15742821.23,15742819.821,15742822.787,15742742.85,15742746.349,15742781.7,15742766.801,15742723.005,15742819.321
SI0 0 hydro,289707.853,289707.225,289707.488,289707.455,289707.811,289707.347,289707.627,289707.625,289707.584,289707.698,289707.443,289684.791,289689.702,289705.48,289706.728,289683.102,289706.165,289698.198,289707.202,289695.886,289706.87,289695.383,289696.227,289707.93,289689.505,289688.213,289706.281,289706.359,289707.09,289707.489,289694.183,289693.48,289699.504,289696.568,289681.272,289706.034
SK0 0 hydro,216982.065,216981.548,216981.749,216981.742,216981.989,216981.636,216981.879,216981.861,216981.836,216981.907,216981.698,216966.362,216970.123,216980.631,216981.479,216965.578,216981.061,216974.857,216981.795,216972.634,216981.569,216972.828,216973.246,216982.124,216967.732,216967.139,216981.189,216981.248,216981.583,216981.887,216971.555,216971.237,216975.234,216973.347,216963.896,216981.005
AL0 0 OCGT,5.94,9.155,8.117,8.275,6.596,8.431,6.592,7.279,7.349,6.643,9.129,57.432,37.377,6.767,6.312,48.371,7.206,35.08,4.253,49.779,4.506,38.904,42.788,5.647,56.371,61.453,6.289,4.568,6.589,5.116,61.039,64.039,37.517,42.978,60.895,6.976
AT0 0 OCGT,1082715.926,596093.243,790654.693,333064.924,1026285.91,1128277.083,1065429.221,685661.298,943214.381,1127473.944,516797.807,198.087,135.55,24.511,22.636,154.215,23.834,91022.044,19.808,82143.873,20.805,90906.378,85058.668,760595.037,42110.363,87390.494,22.23,19.541,86507.499,88350.937,83407.778,88915.069,72996.253,87118.141,211.87,23.784
BA0 0 OCGT,7.795,11.049,9.918,9.556,8.925,11.28,8.618,8.887,9.449,8.924,10.772,49.925,32.477,5.959,5.911,48.432,5.463,32.852,3.742,46.945,4.127,34.229,39.943,7.126,49.309,57.72,5.812,4.231,6.544,4.891,54.782,59.035,31.959,41.668,53.777,5.647
BE0 0 OCGT,1347914.275,1330723.717,1351607.006,1466370.807,1342899.653,1281514.057,1332736.0,1312353.186,1336923.641,1280238.638,1415085.943,162703.911,600.318,81993.528,150046.951,526.762,140038.727,368.509,144325.953,534.938,149821.331,443.065,419.425,1403433.762,765.428,432.415,150371.959,96711.124,67.46,43.407,582.758,414.073,760.426,408.916,145148.847,3623.817
BG0 0 OCGT,6.018,9.14,8.039,8.156,6.606,8.535,6.681,7.197,7.373,6.71,9.009,71.441,44.993,8.594,8.607,53.473,8.531,27.876,5.567,38.112,6.199,31.266,32.508,5.641,50.134,47.009,8.373,5.826,5.321,4.047,47.65,48.392,30.65,33.15,80.497,8.573
CH0 0 OCGT,332.399,83.57,146.095,56.279,560.913,634.783,395.277,94.61,435.651,570.152,73.6,56.193,38.663,6.284,6.152,52.932,6.244,48.735,4.438,71.384,4.903,46.515,60.636,181.805,69.066,76.097,6.25,5.036,8.956,7.292,73.489,76.042,48.163,60.029,55.811,6.564
CZ0 0 OCGT,314385.457,338570.385,329266.98,346350.38,306168.345,317725.529,304164.126,331270.156,310359.044,318957.919,332232.132,196995.008,188379.182,189705.546,191051.783,167946.391,186306.663,62129.014,198836.304,79034.861,191115.695,88643.665,79341.339,338900.009,116315.056,77236.034,195009.018,187252.792,70946.063,86375.994,80227.003,76978.631,99564.915,83133.101,194402.704,191717.73
DE0 0 OCGT,3574274.297,3169676.072,3494101.621,3335435.985,3447499.148,3657584.236,3454259.696,3411004.616,3509613.427,3657137.411,3466076.047,719928.48,414276.489,683824.705,691227.068,200571.904,714711.77,187524.67,724407.972,212743.374,691035.974,136922.957,190700.973,3546314.324,113085.743,215260.711,698726.239,715912.059,196725.328,203298.94,165797.001,201834.606,132075.213,170667.616,712964.757,576649.625
DK0 0 OCGT,12179.863,355.938,1219.381,246.141,8396.404,13274.687,9415.495,626.542,2479.043,10666.437,437.873,56.809,24.687,5.613,6.023,30.154,6.162,21860.878,4.329,9822.842,4.596,813.156,27828.463,1615.022,1106.721,11883.144,6.009,4.528,13587.377,8092.518,3033.595,4317.635,964.73,37926.803,55.776,5.205
DK3 0 OCGT,7.805,10.85,10.563,9.623,10.974,12.335,9.687,10.093,10.524,9.943,10.285,6085.357,101.71,746.141,7668.988,97.452,7564.937,39594.76,8688.19,37732.191,7598.776,24722.015,38520.174,7.782,24339.29,30420.452,8144.16,4838.686,39587.989,35083.831,23011.301,23087.558,25360.308,34468.609,5916.268,31.989
EE6 0 OCGT,31787.559,2761.017,34947.884,2110.341,32260.805,30881.969,31108.026,9780.667,33590.874,30922.531,2505.89,187.344,77.11,18.415,22.107,103.979,24.769,2168.61,22.186,3322.298,18.193,1745.138,5756.317,34634.054,2033.257,1995.484,18.278,17.015,1355.757,2897.658,2415.624,2367.254,2145.356,3243.914,224.746,15.567
ES0 0 OCGT,9.696,14.572,11.861,14.284,11.236,14.987,10.582,11.051,11.415,11.766,15.427,12234.284,57.973,15.802,11388.005,75.759,12766.887,118844.154,11480.975,119898.23,11335.226,87447.055,117664.077,8.588,65821.226,119691.423,10929.088,14672.11,121534.234,122234.221,96430.106,115102.271,66155.571,117805.901,12125.207,11.541
ES2 0 OCGT,43.854,20.441,13.553,20.616,17.416,285.341,22.091,14.704,14.66,284.666,23.393,72023.999,71764.472,79250.25,71552.283,73221.711,70493.449,44597.869,72134.913,47750.759,71471.595,52714.543,44839.844,10.214,55712.724,47253.847,71672.98,78835.372,41685.385,41354.206,47025.239,46594.477,56535.226,44983.217,72406.447,75737.876
FI3 0 OCGT,420262.415,451433.981,424037.66,463489.162,419409.289,417384.591,422012.92,436659.742,418723.75,417767.94,456041.909,27229.072,8181.209,9341.432,79182.097,1486.069,19860.883,13441.453,51212.352,9036.212,78878.097,16374.028,8010.452,418250.136,12536.874,12815.637,80261.276,13000.931,9853.968,8511.873,14164.641,16045.67,9053.627,7628.799,67778.798,2264.262
FR0 0 OCGT,1582308.907,2600319.326,2038558.995,2661076.122,1783521.405,1473079.77,1672371.178,2337356.581,1845485.644,1474131.56,2514218.408,74.049,44.719,8.723,8.958,63.156,8.843,77.513,6.165,102.781,7.044,81.531,88.048,1813343.883,145.495,109.896,8.586,6.944,13.902,10.254,119.052,112.28,97.782,89.849,73.716,8.438
GB4 0 OCGT,20313.638,17704.481,9395.259,56658.535,6773.366,57287.63,10204.618,7701.167,4285.337,71647.626,46167.413,1349.194,53.361,22.984,36214.918,45.452,143.224,336.361,7177.904,325.918,34367.817,226.866,238.821,10785.315,264.436,237.758,23758.798,38.809,69.303,33.464,297.71,251.495,256.169,240.557,12530.076,13.941
GB5 0 OCGT,1494630.711,1664348.976,1554233.607,1832237.757,1428927.556,1537526.223,1441157.164,1632542.13,1459416.524,1532959.642,1705353.222,186703.696,171.956,1016.19,307845.985,134.01,99126.253,289198.911,246504.205,73903.713,308394.636,169.287,158708.089,1489616.674,171.95,21838.879,295575.884,75050.534,284839.805,262919.317,719.909,969.414,186.164,290805.015,281163.27,132.6
GR0 0 OCGT,5.297,7.912,7.078,6.971,5.841,7.518,5.91,6.252,6.565,5.91,7.744,50.338,30.506,5.794,5.671,37.56,5.949,28.843,3.786,43.084,4.137,32.558,35.799,5.001,47.304,50.569,5.708,4.254,5.502,4.354,50.516,53.731,30.722,35.004,56.697,5.698
HR0 0 OCGT,8.638,12.107,10.895,10.341,9.998,12.553,9.484,9.79,10.38,9.967,11.811,82.45,56.5,10.078,10.053,88.91,9.714,48.155,6.908,71.835,7.18,51.575,60.239,7.824,69.113,87.38,9.77,7.178,9.488,7.081,84.932,93.72,48.514,60.963,93.587,9.761
HU0 0 OCGT,10.916,13.106,12.537,11.161,13.008,16.897,11.95,11.227,12.754,13.532,12.624,63.618,42.482,7.827,7.484,58.179,7.613,23.33,4.763,34.578,5.491,26.14,29.498,9.264,38.939,46.164,7.282,5.526,4.493,3.602,44.489,48.507,23.03,29.181,67.479,8.046
IE4 0 OCGT,195942.666,178423.238,183090.711,159338.459,197407.154,178074.776,200984.322,175728.436,195247.12,165430.674,157522.807,59426.91,156.809,9167.196,143023.089,111.551,47753.361,118733.786,66664.733,98319.751,106801.268,70170.003,97496.731,180737.143,61968.388,97743.202,85034.485,33932.458,120714.534,100793.106,80827.139,91815.786,65948.733,107495.188,76999.377,59.906
IT0 0 OCGT,551644.096,354496.351,499691.408,370568.608,550818.924,598979.903,564781.306,447350.151,539921.319,599365.693,387161.29,780672.67,755910.799,819789.513,784050.367,694556.101,773621.869,906535.524,780270.562,941192.564,784150.1,1004416.875,927667.968,535747.929,988287.79,955331.657,784018.12,787847.473,905715.874,918727.687,991161.146,972701.129,1003395.187,913927.596,780305.06,816811.494
IT1 0 OCGT,23.898,24.682,19.922,42.695,32.268,33.25,30.027,20.126,24.556,27.928,37.507,80.063,46.702,8.919,8.874,53.521,8.96,29.426,6.632,38.968,6.563,32.597,37.276,15.075,51.87,52.348,9.053,6.656,5.439,4.464,51.993,51.576,29.364,36.565,83.002,9.063
LT6 0 OCGT,42255.207,2839.923,43518.385,2169.451,39578.387,39160.148,46198.877,10282.075,40222.451,37869.166,2577.774,14723.216,255.052,6053.768,21602.424,238.436,17816.161,2179.164,20031.81,3312.776,21560.364,1751.379,6760.09,42196.671,2069.609,1992.679,22240.094,10609.879,1354.062,2892.15,2393.259,2359.167,2153.899,3248.662,14424.475,266.639
LU0 0 OCGT,166535.69,225792.967,172403.9,214956.48,169068.13,172187.88,172368.073,198968.826,159822.681,172521.429,216285.45,35418.235,20628.748,16447.63,33563.967,25919.546,37951.522,14355.138,31098.894,6384.44,33554.576,5544.248,10079.736,157830.611,8968.838,6542.687,32918.875,23550.746,14023.514,12356.372,6062.782,6418.762,5410.075,13163.37,31348.826,17745.642
LV6 0 OCGT,20504.519,2632.383,22879.212,2016.678,23537.88,21637.172,17742.867,8740.2,23787.49,22529.183,2423.813,13715.97,252.546,5665.619,19029.976,236.602,15792.788,2168.761,18013.159,3282.535,19116.579,1731.912,6640.824,23255.657,2054.35,1972.184,18437.872,9707.359,1329.729,2793.764,2390.349,2352.799,2144.377,3222.301,13658.162,260.531
