,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
GR0 0 ror,80183.416,79886.903,80105.684,79998.063,79944.567,80056.445,79845.323,79996.215,80202.034,80152.236,79980.153,78774.653,79955.259,78954.321,79719.572,79993.578,78474.012,78730.775,79496.925,79669.754,79801.36,78964.318,80221.132,78827.722,78786.04,78772.609,78988.975,79058.742,79709.949,79039.942,79066.79,78830.52,78766.758,78447.416,80096.279,78929.104
HR0 0 ror,417743.164,417284.742,417641.503,417242.555,416406.136,417394.545,417324.286,417323.528,417832.741,417490.224,416503.985,419462.274,421275.718,419739.977,421014.688,421308.355,418495.379,420015.464,421038.883,421007.945,421158.863,420318.635,417894.604,420109.576,420109.87,419399.945,420443.059,420595.537,421095.835,420522.989,420503.935,420226.343,419859.133,418577.925,421391.519,420390.604
HU0 0 ror,25756.376,25648.995,25729.056,25656.642,25648.264,25709.304,25623.572,25668.346,25766.533,25754.035,25668.268,25749.554,25966.686,25758.566,25902.825,25962.226,25670.281,25749.561,25881.974,25892.718,25926.405,25788.819,25765.112,25765.526,25755.728,25722.589,25788.068,25776.699,25904.263,25775.34,25805.942,25744.415,25738.16,25690.227,25984.315,25776.337
IE4 0 ror,196061.496,195749.909,195927.882,195901.025,195849.961,195890.523,195716.671,195889.094,196115.79,195974.072,195891.201,189985.6,195037.336,191113.564,194362.253,195150.568,187277.146,189939.213,193835.452,194260.086,194731.042,191055.826,196086.93,190263.672,190360.09,189633.953,191714.308,191932.95,194446.989,191790.442,191687.231,190674.373,190109.799,187317.379,195336.761,191526.248
IT0 0 ror,10506541.995,10505840.455,10505704.555,10505894.522,10505873.391,10506090.789,10505601.901,10505989.898,10506430.643,10506345.599,10505802.419,10476982.003,10501753.546,10482261.176,10501715.932,10502478.873,10458220.651,10458998.491,10484723.089,10500385.861,10501698.285,10455819.757,10506306.939,10451254.657,10450500.912,10466175.42,10466958.052,10469291.313,10500248.444,10468669.302,10458993.185,10456154.119,10459129.711,10460382.582,10502427.495,10462196.112
IT1 0 ror,38373.6,38105.9,38301.319,38232.371,38201.874,38237.324,38055.836,38218.108,38371.734,38350.993,38243.17,36564.121,37982.546,36740.311,37676.443,38023.763,36235.155,35553.99,37107.866,37622.977,37759.986,36082.348,38395.08,35684.078,35776.6,36548.636,36118.998,36255.429,37647.216,36180.084,36345.962,35790.757,35710.149,36234.826,38154.012,36059.06
LT6 0 ror,169871.29,169705.641,169821.016,169794.795,169758.129,169802.663,169712.897,169768.754,169895.896,169830.517,169776.082,167131.85,169291.992,167482.16,168960.923,169337.706,166232.219,167627.514,169088.931,168904.877,169087.958,168099.667,169882.48,167678.004,167953.638,167035.426,168347.106,168437.04,168965.663,168370.76,168336.394,167976.573,167803.643,166407.748,169429.205,168281.6
LU0 0 ror,54322.697,55219.813,54715.178,55808.248,55758.783,53909.362,54315.617,55838.687,54903.347,53502.619,55817.302,54861.891,56086.584,55024.358,55852.193,56125.928,54587.851,54528.76,55175.726,55795.766,55927.585,54763.423,55179.351,54551.224,54576.868,54843.905,54705.634,54732.479,55813.365,54709.214,54828.701,54486.153,54441.77,54564.717,56235.853,54710.633
LV6 0 ror,960557.255,960309.534,960493.404,960459.137,960400.588,960451.199,960318.429,960429.177,960599.589,960462.754,960410.623,954576.09,959382.006,955500.377,958882.063,959508.185,951845.494,955121.883,958775.942,958829.706,959141.808,955762.321,960575.943,955207.734,956003.284,954283.055,957003.747,957426.888,959070.005,957234.468,956346.829,956204.537,955314.716,951945.88,959667.083,956923.388
ME0 0 ror,352488.503,351842.224,352281.927,352030.087,351856.175,352215.499,351770.12,352099.867,352524.152,352410.008,351940.948,349972.656,352552.594,350490.702,352172.516,352606.878,348712.12,350111.003,351814.781,352106.677,352388.677,350542.135,352543.911,350267.273,350152.805,349878.499,350754.958,350954.949,352252.886,350877.027,350783.696,350307.568,349857.569,348557.667,352735.903,350639.317
NO3 0 ror,570416.627,570387.358,570412.405,570408.434,570401.156,570398.809,570382.646,570406.665,570422.521,570400.83,570401.656,569421.039,570241.041,569581.018,570157.98,570252.914,568938.131,569792.819,570178.129,570155.946,570211.56,569830.162,570424.193,569814.304,569834.055,569410.387,569922.55,570016.484,570194.258,569966.005,569867.681,569856.828,569715.276,568980.149,570281.469,569951.983
PL0 0 ror,334051.475,333737.659,333920.678,333907.245,333833.914,333917.378,333745.729,333881.436,334094.782,333993.752,333862.663,328986.03,333295.489,329666.716,332659.441,333258.293,326592.597,329184.897,332394.256,332546.534,333093.542,330067.804,334062.212,329444.739,329619.93,328408.021,330588.349,330906.711,332718.021,330784.067,330473.346,329761.349,329016.929,326994.069,333441.717,330506.268
PT0 0 ror,2370422.995,2369986.021,2370043.774,2370165.067,2370072.084,2370116.826,2369893.303,2370189.237,2370462.752,2370270.048,2370036.201,2358056.948,2368402.847,2359837.876,2367622.683,2368618.165,2350823.91,2356039.637,2364895.601,2367297.854,2368233.671,2356791.015,2370390.568,2355533.822,2355121.732,2356579.283,2359554.396,2360877.964,2367778.158,2360329.231,2358482.042,2356749.26,2355203.12,2351573.511,2368871.973,2358841.142
RO0 0 ror,1317098.668,1316233.399,1316775.38,1316602.013,1316309.61,1316856.598,1316363.084,1316632.194,1317150.137,1317001.248,1316362.338,1314287.043,1317360.692,1314738.401,1316986.397,1317354.54,1312359.996,1311118.022,1315504.854,1316910.419,1317254.38,1311917.834,1317071.586,1311469.864,1311998.632,1314101.108,1313232.701,1314063.332,1317142.325,1313779.971,1312561.92,1312414.572,1310831.056,1312451.076,1317455.604,1313162.112
RS0 0 ror,2730803.622,2730103.844,2730467.835,2730515.647,2730540.457,2730188.18,2729923.51,2730451.849,2730906.559,2730401.092,2730472.214,2706234.311,2712173.996,2705500.02,2709048.997,2709222.04,2701870.93,2702400.848,2707402.167,2708822.268,2711746.362,2703499.665,2730929.276,2704094.826,2703192.235,2705110.448,2705320.536,2705767.766,2710367.241,2705290.659,2704045.226,2704171.1,2703407.668,2705239.07,2708558.096,2704592.386
SE3 0 ror,2756761.206,2756633.486,2756746.419,2756723.303,2756691.278,2756705.6,2756636.779,2756713.537,2756786.388,2756716.355,2756681.285,2748843.413,2755152.777,2749839.562,2754604.12,2755233.329,2744642.568,2747014.523,2753071.483,2754422.332,2755009.407,2748586.624,2756782.878,2747544.233,2748987.843,2748285.238,2750258.742,2751667.417,2754862.37,2751431.072,2748858.428,2749658.373,2747984.126,2744982.115,2755423.985,2750328.778
SI0 0 ror,1679108.055,1677746.18,1677319.932,1675927.192,1674244.015,1679525.064,1675622.731,1679071.159,1678180.53,1679377.516,1675395.936,1692960.655,1697748.323,1692523.496,1695912.207,1696995.207,1691139.303,1674001.972,1677252.031,1695710.145,1696565.299,1675333.414,1679157.898,1675255.302,1675546.76,1692370.735,1675047.778,1676077.904,1696007.308,1676018.619,1675455.763,1675328.072,1674021.732,1692458.655,1697534.459,1674987.773
SK0 0 ror,1357884.363,1357554.464,1357708.336,1357717.771,1357671.615,1357713.402,1357537.057,1357723.84,1357917.273,1357788.284,1357642.082,1355879.365,1357834.044,1355671.042,1357428.917,1357757.327,1353749.606,1353215.549,1356215.616,1357406.982,1357766.916,1354031.82,1357893.414,1353428.64,1353281.902,1355364.069,1354374.694,1355134.721,1357622.213,1354885.244,1354220.55,1353754.852,1352529.119,1354774.937,1357812.581,1354389.648
AL0 0 hydro,1682200.424,1681903.659,1682406.67,1680434.298,1680115.509,1682704.413,1682900.023,1680797.138,1682505.379,1682517.187,1680182.925,1695949.204,1700834.099,1696996.327,1700381.454,1700961.229,1693464.226,1693546.432,1697555.589,1700186.113,1700529.723,1695338.892,1682196.637,1693163.078,1693254.737,1695477.576,1694608.007,1695120.567,1700383.043,1694872.797,1695837.25,1693352.253,1693538.614,1693136.144,1701148.888,1694163.333
AT0 0 hydro,4512957.767,4512958.574,4512957.765,4512957.653,4512958.201,4512958.488,4512957.977,4512957.957,4512957.165,4512957.767,4512958.308,4512926.623,4512953.892,4512919.268,4512954.939,4512954.619,4512889.586,4512911.73,4512933.206,4512952.96,4512955.826,4512898.509,4512956.971,4512888.58,4512903.164,4512906.567,4512920.661,4512916.869,4512952.742,4512917.739,4512898.024,4512907.561,4512907.836,4512914.004,4512952.379,4512910.947
BA0 0 hydro,2149197.89,2149198.294,2149197.943,2149197.816,2149198.164,2149198.431,2149198.021,2149197.99,2149197.464,2149198.02,2149198.25,2149180.258,2149195.441,2149175.072,2149195.853,2149195.696,2149158.518,2149174.997,2149184.728,2149194.846,2149196.532,2149162.917,2149197.336,2149161.098,2149171.5,2149169.561,2149179.996,2149176.792,2149194.889,2149177.492,2149163.364,2149174.255,2149172.251,2149173.656,2149194.455,2149174.767
BE0 0 hydro,15560.474,15560.528,15560.21,15560.358,15560.466,15560.587,15560.458,15560.408,15560.281,15560.58,15560.52,15552.042,15559.01,15552.431,15559.006,15559.171,15541.568,15554.531,15557.381,15558.363,15559.205,15553.461,15560.125,15551.009,15553.284,15545.209,15556.271,15554.84,15558.22,15555.391,15554.405,15553.998,15554.158,15545.349,15558.883,15554.859
BG0 0 hydro,1198534.964,1198535.358,1198535.058,1198534.97,1198535.291,1198535.443,1198535.141,1198535.116,1198534.636,1198535.133,1198535.331,1198525.67,1198534.009,1198522.053,1198534.26,1198534.146,1198512.882,1198521.264,1198526.18,1198533.667,1198534.632,1198515.482,1198534.503,1198511.471,1198519.499,1198519.707,1198525.048,1198522.531,1198533.733,1198523.11,1198515.461,1198521.862,1198518.673,1198521.622,1198533.443,1198521.647
CH0 0 hydro,7715920.874,7715921.366,7715920.827,7715920.679,7715921.071,7715921.385,7715921.072,7715920.896,7715920.373,7715920.955,7715921.115,7715894.661,7715917.12,7715889.041,7715918.17,7715917.883,7715865.825,7715886.161,7715902.769,7715916.528,7715918.621,7715878.3,7715920.226,7715869.208,7715878.153,7715877.133,7715892.083,7715889.341,7715916.007,7715890.168,7715877.273,7715881.834,7715883.457,7715884.227,7715915.81,7715885.019
CZ0 0 hydro,767052.084,767052.515,767052.135,767052.049,767052.447,767052.636,767052.284,767052.243,767051.689,767052.307,767052.493,767041.511,767050.889,767037.453,767051.147,767051.036,767026.275,767037.364,767042.59,767050.45,767051.596,767031.068,767051.539,767025.764,767035.629,767034.323,767041.389,767038.351,767050.555,767039.093,767031.61,767037.522,767034.652,767036.538,767050.283,767037.679
DE0 0 hydro,1892317.105,1891464.989,1891949.805,1891871.081,1891807.929,1891996.775,1891568.363,1891878.943,1892401.391,1892148.88,1891770.291,1883692.96,1891530.513,1884843.345,1891119.787,1891626.33,1880612.755,1876222.169,1886606.682,1890702.587,1891215.39,1878637.352,1892356.738,1874863.769,1874788.93,1883675.534,1879990.674,1881500.014,1890991.405,1881064.122,1880122.667,1876843.831,1877549.55,1881210.936,1891834.805,1878263.969
ES0 0 hydro,10787461.547,10787462.061,10787461.558,10787461.383,10787461.76,10787462.103,10787461.751,10787461.598,10787461.031,10787461.635,10787461.827,10787430.969,10787456.787,10787425.43,10787457.995,10787457.699,10787398.175,10787423.549,10787441.772,10787456.132,10787458.605,10787414.809,10787460.888,10787405.348,10787414.789,10787411.547,10787429.82,10787426.737,10787455.589,10787427.782,10787414.057,10787419.109,10787420.84,10787418.811,10787455.486,10787422.217
FI3 0 hydro,1868481.708,1868482.613,1868481.743,1868481.607,1868482.465,1868482.732,1868482.156,1868482.004,1868480.909,1868482.157,1868482.428,1868462.755,1868479.956,1868455.637,1868480.576,1868480.334,1868436.521,1868444.813,1868460.857,1868479.245,1868481.27,1868435.282,1868480.666,1868420.535,1868442.495,1868450.081,1868454.691,1868449.234,1868479.389,1868450.43,1868435.321,1868445.197,1868440.284,1868453.921,1868478.787,1868446.061
FR0 0 hydro,11240230.199,11240230.731,11240230.122,11240229.957,11240230.373,11240230.708,11240230.347,11240230.198,11240229.627,11240230.192,11240230.452,11240192.792,11240224.218,11240186.249,11240225.803,11240225.416,11240153.454,11240186.46,11240207.616,11240223.569,11240226.403,11240173.558,11240229.456,11240167.525,11240174.168,11240168.345,11240193.098,11240190.572,11240222.769,11240191.525,11240173.12,11240180.232,11240183.755,11240176.851,11240222.809,11240184.709
GB5 0 hydro,168450.452,168450.648,168450.34,168450.37,168450.632,168450.74,168450.514,168450.468,168450.175,168450.608,168450.677,168439.457,168448.554,168437.363,168448.693,168448.751,168424.174,168442.511,168445.849,168447.992,168449.097,168439.597,168450.018,168436.051,168441.439,168431.423,168444.859,168443.008,168447.894,168443.368,168440.553,168442.267,168441.91,168433.259,168448.148,168442.701
GR0 0 hydro,1812089.692,1812090.066,1812089.754,1812089.646,1812089.97,1812090.163,1812089.831,1812089.799,1812089.335,1812089.828,1812090.028,1812076.802,1812088.015,1812072.236,1812088.382,1812088.26,1812059.829,1812070.321,1812078.421,1812087.598,1812088.894,1812063.658,1812089.195,1812058.69,1812067.161,1812068.878,1812074.92,1812072.342,1812087.671,1812072.931,1812063.772,1812070.084,1812067.836,1812071.363,1812087.216,1812070.494
HR0 0 hydro,2116537.206,2116537.626,2116537.262,2116537.13,2116537.484,2116537.768,2116537.342,2116537.305,2116536.762,2116537.338,2116537.571,2116518.675,2116534.467,2116512.453,2116535.036,2116534.852,2116494.675,2116511.199,2116522.284,2116533.938,2116535.684,2116501.644,2116536.631,2116495.764,2116506.863,2116507.401,2116516.618,2116513.217,2116533.978,2116513.992,2116501.798,2116509.909,2116508.034,2116511.313,2116533.477,2116510.883
HU0 0 hydro,37156.213,37156.315,37155.95,37156.066,37156.263,37156.382,37156.228,37156.142,37155.965,37156.351,37156.31,37148.048,37154.881,37147.579,37154.887,37155.016,37136.618,37149.492,37152.605,37154.276,37155.157,37147.748,37155.796,37145.017,37148.235,37141.289,37151.514,37149.814,37154.146,37150.291,37148.981,37148.961,37149.061,37142.17,37154.622,37149.73
IE4 0 hydro,819.215,819.145,819.085,819.169,819.078,819.186,819.113,819.124,819.185,819.209,819.155,810.877,817.798,813.195,817.834,817.983,806.259,816.217,817.787,817.258,817.782,815.684,819.093,815.213,814.931,807.128,816.744,816.374,817.302,816.575,816.07,815.537,815.578,805.233,817.985,816.404
IT0 0 hydro,5478773.638,5478774.192,5478773.634,5478773.479,5478773.915,5478774.231,5478773.897,5478773.698,5478773.111,5478773.764,5478773.945,5478745.885,5478769.381,5478739.787,5478770.425,5478770.126,5478714.836,5478742.783,5478757.362,5478768.69,5478771.061,5478735.368,5478772.968,5478727.06,5478736.836,5478728.57,5478748.473,5478745.605,5478768.388,5478746.499,5478734.482,5478739.884,5478740.143,5478734.519,5478767.979,5478741.932
IT1 0 hydro,210207.152,210207.392,210207.077,210207.08,210207.384,210207.513,210207.245,210207.192,210206.834,210207.335,210207.445,210194.053,210204.798,210191.19,210204.931,210204.983,210175.925,210197.947,210201.741,210204.174,210205.474,210193.933,210206.659,210190.194,210196.593,210184.75,210200.691,210198.449,210204.128,210198.819,210195.365,210197.711,210196.836,210186.953,210204.249,210198.102
ME0 0 hydro,377064.828,376613.101,376891.878,376635.871,376650.061,376845.171,376421.781,376884.118,377090.305,377051.658,376634.946,376114.766,378613.587,376378.14,378192.899,378684.693,375381.853,377176.917,378027.887,378058.925,378310.491,377472.092,377250.159,377250.56,377177.594,376112.165,377367.046,377484.069,378205.145,377441.183,377531.398,377153.407,376963.349,375280.03,378873.983,377327.44
NO3 0 hydro,37402193.925,37402194.437,37402193.676,37402193.469,37402193.911,37402194.445,37402193.792,37402193.802,37402193.136,37402193.806,37402194.088,37402146.498,37402187.505,37402144.511,37402189.385,37402189.074,37402103.025,37402136.854,37402165.658,37402186.552,37402189.56,37402114.902,37402192.898,37402114.965,37402119.882,37402115.532,37402144.38,37402142.57,37402185.028,37402143.599,37402115.256,37402127.47,37402135.018,37402126.462,37402186.82,37402134.301
PL0 0 hydro,411279.249,411279.66,411279.153,411279.146,411279.63,411279.814,411279.416,411279.356,411278.761,411279.53,411279.684,411264.689,411277.076,411260.424,411277.355,411277.312,411243.695,411262.485,411268.835,411276.467,411277.968,411255.423,411278.538,411249.467,411259.923,411254.422,411267.032,411263.514,411276.468,411264.174,411256.949,411261.916,411259.433,411257.04,411276.381,411262.706
PT0 0 hydro,1490786.477,1490786.826,1490786.496,1490786.419,1490786.735,1490786.929,1490786.615,1490786.571,1490786.115,1490786.635,1490786.791,1490770.037,1490783.824,1490765.257,1490784.223,1490784.118,1490748.556,1490766.663,1490774.766,1490783.212,1490784.824,1490759.775,1490785.971,1490753.889,1490763.435,1490759.481,1490771.208,1490768.162,1490783.264,1490768.889,1490760.23,1490765.938,1490763.885,1490762.622,1490783.05,1490766.701
RO0 0 hydro,3255614.867,3255615.44,3255614.999,3255614.819,3255615.247,3255615.498,3255615.134,3255615.027,3255614.416,3255615.018,3255615.268,3255602.765,3255613.974,3255597.989,3255614.441,3255614.243,3255587.152,3255591.521,3255602.479,3255613.59,3255614.829,3255586.792,3255614.285,3255578.068,3255589.466,3255595.075,3255596.979,3255593.925,3255613.598,3255594.672,3255585.485,3255591.255,3255589.507,3255598.111,3255613.001,3255591.529
RS0 0 hydro,505462.544,505463.264,505462.47,505462.7,505463.278,505463.301,505462.777,505462.937,505462.034,505462.924,505463.328,505450.365,505461.44,505446.271,505461.729,505461.656,505432.286,505446.852,505453.133,505460.996,505462.244,505439.337,505461.912,505433.461,505444.5,505441.554,505451.341,505447.785,505460.976,505448.451,505440.972,505446.44,505443.778,505444.112,505460.812,505446.877
SE3 0 hydro,15742824.326,15742824.942,15742824.106,15742823.886,15742824.427,15742824.906,15742824.309,15742824.228,15742823.539,15742824.218,15742824.548,15742781.872,15742818.399,15742775.838,15742820.193,15742819.835,15742736.716,15742767.959,15742796.108,15742817.563,15742821.108,15742746.123,15742823.3,15742745.688,15742750.537,15742754.437,15742775.236,15742773.257,15742816.929,15742774.244,15742746.263,15742758.265,15742765.588,15742763.251,15742817.402,15742765.177
SI0 0 hydro,289707.517,289707.809,289707.474,289707.466,289707.785,289707.953,289707.626,289707.602,289707.168,289707.714,289707.855,289696.663,289705.876,289693.524,289706.04,289706.032,289680.861,289697.713,289701.507,289705.405,289706.496,289693.402,289707.007,289689.562,289696.379,289688.749,289700.488,289698.163,289705.351,289698.636,289694.437,289697.535,289696.172,289691.049,289705.348,289697.894
SK0 0 hydro,216981.786,216982.012,216981.686,216981.702,216981.991,216982.114,216981.868,216981.817,216981.476,216981.954,216982.026,216974.509,216980.949,216972.515,216981.024,216981.034,216963.78,216974.337,216977.387,216980.57,216981.353,216971.421,216981.326,216968.255,216973.349,216969.198,216976.431,216974.613,216980.557,216974.981,216972.136,216974.079,216973.457,216970.694,216980.567,216974.439
AL0 0 OCGT,6.914,6.379,8.208,8.665,7.111,5.354,7.011,7.662,8.926,5.943,6.777,40.9,6.753,34.195,4.962,6.346,49.171,34.799,23.154,6.975,5.52,61.435,9.413,51.805,53.44,62.994,32.851,36.402,10.614,35.774,63.048,44.508,38.481,46.361,7.711,40.776
AT0 0 OCGT,1082258.452,1002075.822,1075742.955,925564.58,610167.842,1149055.419,1052955.611,980866.479,1058509.176,1126749.263,813993.513,116.727,36.204,95.642,19.575,20.263,228.554,144.128,300.672,27.815,39.379,293.754,1031368.323,132.516,1246.313,215.459,56439.824,91942.273,34.231,91739.049,374.979,86811.686,83189.4,187.646,26.582,37618.464
BA0 0 OCGT,9.034,8.346,10.911,11.191,9.025,7.396,9.273,10.044,11.718,8.007,8.958,30.697,7.383,28.64,4.534,4.967,47.756,34.74,20.735,6.266,7.676,57.926,12.337,54.409,45.293,49.676,30.611,37.003,8.333,36.19,56.041,42.225,36.626,41.983,6.946,36.734
BE0 0 OCGT,1347641.552,1330982.073,1332423.573,1153256.977,1280022.473,1320736.208,1327977.504,1189397.211,1377093.757,1285863.972,1086950.281,119617.028,66492.561,144698.085,149994.855,147769.65,149209.055,342.83,148.973,150332.011,8026.53,620.494,1408193.487,374.475,459.474,147678.034,297.866,357.392,138302.568,332.842,431.715,547.226,398.527,101872.188,144029.175,341.829
BG0 0 OCGT,6.999,6.488,8.317,8.778,6.997,5.385,7.112,7.8,9.084,6.002,6.836,47.034,7.537,41.419,6.808,7.642,67.133,27.045,18.122,9.541,5.718,48.761,9.579,41.322,39.603,74.393,22.12,29.106,12.228,28.245,49.356,33.991,29.0,54.542,9.789,28.465
CH0 0 OCGT,432.447,137.897,616.297,115.88,86.552,501.69,542.688,133.355,402.899,454.595,86.677,33.222,7.847,32.893,4.921,5.633,55.767,35.353,27.262,6.828,7.389,72.032,197.471,52.822,67.657,58.976,47.653,57.156,9.956,52.253,74.646,72.136,55.233,42.741,7.685,55.425
CZ0 0 OCGT,314990.262,326248.441,317034.685,328201.959,329300.324,329044.491,308501.802,340627.223,319121.754,318303.56,295867.321,204009.54,172411.933,203423.555,191061.622,215151.119,188809.704,169435.873,162090.695,194776.772,163830.604,185712.326,344308.588,161980.722,166027.913,218304.27,148241.396,60611.6,217482.957,60602.249,175837.433,83108.846,98726.875,191123.92,197906.042,156182.426
DE0 0 OCGT,3576657.037,3236776.266,3510185.769,2874718.531,3167236.104,3575048.661,3541098.309,2976639.068,3439522.235,3656486.293,2977505.901,918721.158,797590.787,761877.526,691295.936,764487.961,689501.76,380393.103,355562.728,698929.914,723626.009,367944.691,3411313.183,335134.849,356194.081,827580.181,242230.082,188684.234,892398.208,188437.382,345742.012,169121.061,201027.13,892840.155,735039.808,292636.062
DK0 0 OCGT,11648.077,1116.662,12777.07,386.417,303.625,13344.668,20920.351,620.304,7847.882,10399.93,355.111,45.043,8.573,31.736,4.849,6.695,48.573,18367.997,3959.586,6.728,7.431,8683.13,1628.728,26836.495,7283.094,70.836,9317.067,20702.933,12.0,21270.759,5077.472,39985.534,13375.788,53.761,7.324,7416.278
DK3 0 OCGT,9.887,9.072,12.143,11.833,9.607,9.048,10.539,11.021,12.421,9.293,9.862,64.666,7.721,6677.941,7821.15,4845.922,5992.787,115.388,147.517,7866.597,6.275,214.655,12.642,155.346,764.659,623.761,20357.522,39342.975,34.711,39628.092,311.835,34507.372,20910.888,59.474,8621.385,16877.23
EE6 0 OCGT,31117.291,33746.241,32568.508,4593.933,7178.105,31367.052,31523.605,25292.922,33677.179,30568.657,1268.056,92.02,17.336,113.858,18.433,23.919,171.128,4879.647,2128.445,26.622,15.132,4319.955,32708.182,4961.812,1642.41,187.431,2846.962,1860.539,27.5,1651.202,3025.076,3087.148,3627.071,107.772,26.859,1830.598
ES0 0 OCGT,11.171,9.659,13.353,13.204,11.999,9.646,11.368,11.775,13.86,10.19,10.785,111.752,14.582,12102.162,11388.035,12451.406,11164.993,125708.706,116910.177,10893.032,13.332,128374.549,14.856,122703.037,116825.864,12375.33,116478.185,119255.24,88.871,119290.844,122449.634,118220.401,115784.295,110.334,11532.43,116993.08
ES2 0 OCGT,49.718,42.763,43.054,22.007,15.858,280.467,73.239,32.19,58.51,199.812,16.133,73849.254,77893.883,72230.568,71592.454,72134.278,72028.919,45049.29,45668.653,71736.076,72649.493,46860.875,39.194,50396.696,48456.565,71865.536,43937.852,43543.601,72509.35,43581.562,46894.76,44411.373,45404.022,76389.234,72107.067,45260.149
FI3 0 OCGT,419770.419,427333.272,424216.095,443690.699,413371.708,416561.945,416620.12,434700.422,427719.202,418416.238,449144.69,228.034,38.175,18722.341,78903.137,6230.876,72768.878,4657.233,9148.929,78103.747,29.259,7321.511,429188.533,3274.189,10534.676,1507.772,15950.819,14223.658,175.593,13446.913,8607.451,7633.104,20584.388,270.361,60968.393,8564.744
FR0 0 OCGT,1581730.755,2077654.329,1765990.017,2451093.446,2372722.291,1420691.756,1669742.792,2349240.583,1817306.547,1475953.967,2396937.081,44.851,10.847,42.513,7.296,8.002,75.193,58.066,37.931,9.343,10.247,114.064,1856811.026,88.308,95.557,79.24,63.071,91.634,13.239,84.255,111.432,113.124,80.863,59.35,10.669,72.902
GB4 0 OCGT,19528.984,874.542,7866.769,3190.704,857.837,52182.167,10101.303,2584.166,3224.376,70847.587,2358.666,130.085,16.115,696.256,37417.317,54.784,34679.601,65.098,57.92,23327.186,12.744,119.871,1579.579,85.368,171.211,309.734,176.708,329.96,43.894,298.998,141.696,247.574,252.898,113.288,6894.378,137.958
GB5 0 OCGT,1496136.035,1274945.284,1363502.084,1353062.117,1508309.459,1555177.29,1422810.993,1325036.367,1331103.033,1533031.388,1397775.224,139.025,18.046,126389.572,307738.016,80903.612,310346.258,164.968,44148.785,295697.789,11.8,584.438,1199204.317,215.114,107153.146,4530.452,227895.543,288749.294,155.998,288616.403,859.021,290991.083,279101.325,157.534,215480.832,173343.586
GR0 0 OCGT,6.215,5.724,7.3,7.709,5.999,4.723,6.295,6.837,7.989,5.302,5.959,33.87,5.569,29.694,4.612,5.389,47.121,27.232,19.532,6.436,4.73,50.848,8.391,41.628,44.626,52.2,26.239,31.14,8.764,29.932,51.463,35.683,31.009,35.162,7.377,33.704
HR0 0 OCGT,9.948,9.2,12.168,12.275,9.997,8.289,10.255,11.038,12.979,8.867,9.849,52.686,13.676,48.836,7.896,8.722,79.406,51.36,31.057,11.071,13.96,88.027,13.676,76.289,69.93,86.198,48.501,54.853,14.285,53.644,88.839,64.728,54.015,71.057,11.715,56.722
HU0 0 OCGT,12.679,11.432,15.209,14.44,12.585,11.579,13.282,13.441,15.548,12.425,11.899,39.384,8.619,36.557,5.685,6.336,60.202,25.801,18.584,8.145,7.921,48.909,16.75,38.606,40.294,66.201,23.463,25.751,10.777,24.741,51.244,31.298,26.838,49.184,8.822,31.027
IE4 0 OCGT,195960.551,166138.958,191659.422,153587.659,143616.238,180641.943,197584.824,156737.948,190411.417,165028.056,151752.049,43773.107,23361.242,79813.245,141970.162,71054.042,142138.385,109322.639,113773.257,85232.818,11764.765,110633.214,187686.165,105361.717,110437.199,61406.416,103222.17,118766.664,53716.377,119065.409,112715.519,107580.079,99555.534,35142.461,84175.493,107550.858
IT0 0 OCGT,551202.449,463729.459,534754.667,388357.208,343417.857,601889.83,546094.541,421707.495,539567.621,599013.503,391069.418,778642.36,866546.981,773756.973,783956.507,771808.561,783948.277,1074015.798,1022404.954,783699.137,920637.35,1058698.193,505150.393,1118055.786,995754.675,770322.872,953353.838,906439.641,770359.781,906246.585,1051379.332,914251.01,925942.473,807176.172,780668.87,989946.267
IT1 0 OCGT,29.066,46.251,39.267,80.096,78.383,24.528,35.175,66.486,39.36,23.154,76.025,44.985,9.791,44.271,7.21,8.023,74.485,30.152,20.445,10.124,8.821,56.985,46.667,47.724,48.483,78.799,26.404,31.104,12.843,30.482,55.238,37.57,32.965,60.241,10.54,34.186
LT6 0 OCGT,44474.472,41548.965,43519.946,4770.831,7541.074,38849.641,36882.004,29346.398,45900.965,40845.144,1295.565,2972.778,180.153,14495.596,22096.789,18952.826,16466.019,4837.157,2131.437,21314.163,150.272,4263.355,46583.765,4946.284,1635.501,9296.909,2889.043,1875.224,10020.222,1662.378,3005.478,3053.835,3617.427,952.144,21451.238,1835.661
LU0 0 OCGT,166602.683,128408.442,161425.88,134153.524,106788.704,175624.823,174718.209,125906.252,150198.849,170795.879,131993.146,33584.69,44472.661,31736.681,33554.583,30181.485,33839.185,3118.736,3830.786,33081.309,39011.168,4061.476,135965.52,5551.993,3815.138,27435.755,10968.081,14421.249,32070.263,14362.269,4121.371,12999.969,12953.658,37605.598,31313.953,8269.797
LV6 0 OCGT,18695.493,22559.334,21391.152,4379.392,6424.02,22443.236,24391.757,18742.162,21119.265,20324.86,1254.913,2928.254,178.895,13426.345,18941.769,16225.721,15009.284,4821.957,2121.721,18709.34,149.865,4250.285,19880.271,4924.568,1635.655,8997.777,2867.33,1863.683,9339.662,1647.702,2992.518,3019.631,3578.72,954.047,17946.91,1833.507
